SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC41483,590,108,14,12,4,724,92,5,4,4,0,110,13,4,0,3,0,21,694,121,23,14,3,854
SSC41484,1792,34,51,0,7,1885,318,6,24,0,0,348,48,3,3,0,0,46,2153,44,78,0,7,2282
SSC41485,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41486,13,0,0,4,0,21,5,0,0,3,0,9,0,0,0,0,0,0,22,0,0,9,0,32
SSC41487,69,0,0,0,0,69,11,0,0,0,0,11,0,0,0,0,0,3,75,0,0,0,0,77
SSC41488,24,0,0,3,0,27,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,3,0,29
SSC41489,1125,213,47,14,9,1402,264,150,33,13,0,459,43,18,0,0,0,63,1426,388,77,30,9,1932
SSC41490,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
SSC41491,385,3,0,43,4,439,112,0,0,41,0,149,14,0,0,4,0,16,513,3,0,85,4,608
SSC41492,332,0,0,0,0,334,34,0,0,0,0,34,3,0,0,0,0,3,367,0,0,0,0,371
SSC41493,19,0,0,0,0,23,7,0,0,0,0,7,0,0,0,0,0,0,29,0,0,0,0,32
SSC41494,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC41495,707,48,14,7,8,777,198,61,22,3,0,280,25,11,3,0,0,44,932,114,33,10,5,1103
SSC41496,98,0,0,0,3,101,16,0,0,0,0,16,0,0,0,0,0,0,119,0,0,0,3,118
SSC41497,37,0,0,0,0,38,10,0,0,0,0,12,0,0,0,0,0,0,50,0,0,3,0,49
SSC41498,500,242,142,3,3,893,36,71,41,3,0,154,12,8,8,0,3,31,553,326,194,3,9,1080
SSC41499,981,42,5,0,0,1028,112,26,24,0,0,156,19,0,0,0,0,23,1110,68,30,0,0,1210
SSC41500,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26
SSC41501,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC41502,958,40,6,3,3,1015,362,53,15,0,0,433,45,3,0,0,3,54,1363,92,27,6,4,1502
SSC41503,118,0,4,0,0,119,32,0,0,0,0,35,4,0,0,0,0,4,157,0,4,0,0,159
SSC41504,17,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,21
SSC41505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41507,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC41508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41509,11,0,0,0,0,11,11,0,0,0,0,11,0,0,0,0,0,0,18,0,0,0,0,18
SSC41510,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC41511,26,0,0,0,0,26,6,0,0,0,0,6,0,0,0,0,0,0,30,0,0,0,0,30
SSC41512,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41513,48,0,0,0,0,48,10,0,0,0,0,10,0,0,0,0,0,0,58,0,0,0,0,58
SSC41514,54,0,0,0,3,60,20,0,0,0,0,24,0,0,0,0,0,0,79,0,0,0,4,85
SSC41515,25,0,0,0,0,25,4,0,0,0,0,4,3,0,0,0,0,3,31,0,0,0,0,31
SSC41516,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,29
SSC41517,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC41518,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,21
SSC41519,38,0,0,0,0,39,8,0,0,0,0,8,0,0,0,0,0,0,49,0,0,0,0,45
SSC41520,20,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,20
SSC41521,53,0,0,0,0,54,15,0,0,0,0,15,0,0,0,0,0,0,71,0,0,0,0,73
SSC41522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41523,101,0,0,0,0,100,34,0,0,0,0,34,3,0,0,0,0,3,136,0,0,0,0,144
SSC41524,1217,519,41,3,3,1777,212,95,10,0,6,323,26,16,0,0,0,43,1457,632,50,3,3,2147
SSC41525,29,0,0,0,0,31,9,0,0,0,0,9,0,0,0,0,0,0,39,0,0,3,0,46
SSC41526,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7
SSC41527,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC41528,178,0,0,0,3,182,28,0,0,0,0,28,3,0,0,0,0,3,215,0,0,0,3,215
SSC41529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41530,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC41531,45,0,0,0,0,45,0,0,0,0,0,3,0,0,0,0,0,0,47,0,0,0,0,47
SSC41532,21,0,0,0,0,21,17,0,0,0,0,17,0,0,0,0,0,0,31,0,0,0,0,31
SSC41533,315,0,0,0,0,313,117,0,0,0,3,121,11,0,0,0,0,11,443,0,0,3,3,451
SSC41534,101,0,0,0,0,98,15,0,0,0,0,15,0,0,0,0,0,0,114,0,0,0,0,115
SSC41535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41536,45,0,0,0,0,45,9,0,0,0,0,10,0,0,0,0,0,0,49,0,0,0,0,50
SSC41537,501,50,17,0,0,569,47,3,6,0,0,54,8,0,3,0,0,13,555,54,28,0,0,638
SSC41538,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC41539,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SSC41540,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC41541,249,76,297,0,0,615,14,13,33,0,0,60,7,0,11,0,0,16,272,83,332,0,0,690
SSC41542,11,0,0,0,0,11,7,0,0,0,3,13,0,0,0,0,0,0,23,0,0,0,3,24
SSC41543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41544,42,0,0,0,0,42,3,0,0,0,0,3,3,0,0,0,0,3,55,0,0,0,0,55
SSC41545,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26
SSC41546,177,45,23,0,0,242,46,11,21,0,0,80,7,3,0,0,0,9,232,57,42,0,4,333
SSC41547,54,0,0,3,0,59,18,0,0,3,0,22,3,0,0,0,0,3,75,0,0,9,0,83
SSC41548,55,0,0,0,0,54,13,0,0,0,0,10,0,0,0,0,0,0,65,0,0,3,0,68
SSC41549,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC41550,1090,250,333,8,7,1685,128,25,67,3,0,227,22,5,8,0,0,43,1245,278,410,9,3,1952
SSC41551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41552,1048,109,36,3,3,1198,224,28,12,3,0,270,32,3,5,0,0,42,1297,145,56,5,3,1506
SSC41553,333,92,75,0,0,498,78,9,23,0,4,109,7,3,3,0,0,15,417,105,100,0,3,628
SSC41554,1113,680,137,0,4,1935,180,234,29,0,0,444,28,25,0,0,0,54,1316,939,167,0,3,2433
SSC41555,677,333,9,0,0,1022,88,72,0,0,0,158,13,15,0,0,0,26,780,415,9,0,0,1207
SSC41556,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC41557,235,49,12,0,0,304,56,20,0,0,0,79,10,0,0,0,0,9,305,75,10,0,0,389
SSC41558,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC41559,589,63,123,5,0,781,44,7,34,0,0,82,5,3,4,0,0,8,635,80,164,5,0,874
SSC41560,32,0,0,0,0,32,5,0,0,0,0,5,0,0,0,0,0,0,40,0,0,0,0,40
SSC41561,4,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,8
SSC41562,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC41563,29,0,0,0,0,29,4,0,0,0,0,4,0,0,0,0,0,0,41,0,0,0,0,41
SSC41564,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC41565,41,0,0,15,0,54,3,0,0,5,0,3,0,0,0,0,0,0,46,0,0,14,0,60
SSC41566,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41567,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17
SSC41568,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC41569,100,0,0,3,0,102,11,0,0,0,0,11,0,0,0,0,0,0,109,0,0,3,0,116
SSC41570,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC41571,877,157,47,16,7,1102,163,106,29,3,0,306,18,3,0,0,0,25,1059,268,73,17,10,1430
SSC41572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41573,535,7,26,0,0,571,69,8,10,0,0,86,8,0,3,0,0,14,612,15,39,0,0,671
SSC41574,924,904,29,3,3,1873,210,452,29,0,4,702,23,52,0,0,0,82,1162,1414,64,4,7,2650
SSC41575,731,57,16,0,3,808,156,49,12,0,0,219,20,10,0,0,0,30,909,110,31,0,9,1055
SSC41576,813,942,69,3,6,1837,206,595,91,0,0,895,24,76,18,0,0,115,1042,1610,181,5,4,2844
SSC41577,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,20
SSC41578,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC41579,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41580,49,0,0,0,0,49,10,0,0,0,0,10,0,0,0,0,0,0,57,0,0,0,0,57
SSC41581,26,0,0,0,0,26,11,0,0,0,0,11,0,0,0,0,0,0,37,0,0,0,0,37
SSC41582,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC41583,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC41584,41,0,0,0,0,43,7,0,0,0,0,7,0,0,0,0,0,0,49,0,0,0,0,49
SSC41585,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC41586,955,151,5,3,6,1119,210,51,3,10,0,265,13,4,0,0,0,21,1174,203,5,10,6,1411
SSC41587,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SSC41588,818,5,4,6,8,841,77,10,0,0,0,82,15,0,0,0,0,15,909,10,4,6,8,936
SSC41589,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC41590,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC41592,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC41593,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC41594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41595,749,7,0,0,3,758,77,3,0,0,0,82,6,0,0,0,0,6,836,9,0,0,3,848
SSC41596,42,0,0,0,0,42,5,0,0,0,0,5,0,0,0,0,0,0,49,0,0,0,0,49
SSC41597,126,0,0,0,0,126,18,0,0,0,0,18,3,0,0,0,0,3,143,0,0,0,0,144
SSC41598,107,0,0,0,0,107,10,0,0,0,0,10,3,0,0,0,0,3,121,0,0,0,0,121
SSC41599,168,0,3,3,5,176,44,0,0,0,0,44,0,0,0,0,0,0,211,0,3,3,4,223
SSC41600,41,0,0,0,0,41,13,0,0,0,0,13,3,0,0,0,0,3,59,0,0,0,0,59
SSC41601,1319,294,54,29,12,1711,254,56,10,18,0,338,38,7,3,3,0,46,1612,352,67,49,14,2095
SSC41602,102,0,0,3,3,110,50,3,0,0,3,60,9,0,0,0,0,9,166,6,0,0,4,181
SSC41603,108,0,0,0,0,108,15,0,0,0,0,15,3,0,0,0,0,3,125,0,0,0,0,125
SSC41604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41605,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC41606,120,0,0,3,0,125,42,0,0,0,0,40,4,0,0,0,0,4,169,0,0,3,0,174
SSC41607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41608,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC41609,29,0,17,0,0,45,3,0,4,8,0,13,0,0,0,0,0,0,31,0,23,10,0,65
SSC41610,26,0,0,0,0,25,7,0,0,0,0,7,3,0,0,3,0,3,32,0,0,4,0,38
SSC41611,34,0,0,0,0,34,7,0,0,0,0,7,0,0,0,0,0,0,45,0,0,0,0,45
SSC41612,94,0,0,0,0,95,7,0,0,0,0,7,0,0,0,0,0,0,101,0,0,0,0,102
SSC41613,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41614,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
SSC41615,42,0,0,0,0,46,20,0,0,0,0,18,0,0,0,0,0,0,68,0,0,0,0,64
SSC41616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41617,15,0,0,0,0,15,14,0,0,0,0,14,0,0,0,0,0,0,33,0,0,0,0,33
SSC41618,14,0,0,0,0,14,3,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,19
SSC41619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41620,10,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,18
SSC41621,66,0,0,0,0,66,25,0,0,0,0,25,0,0,0,0,0,0,88,0,0,0,0,88
SSC41622,3276,37,158,65,5,3532,276,15,102,52,0,449,49,3,9,5,0,64,3598,59,263,119,7,4049
SSC41623,158,0,22,0,0,178,9,0,3,0,0,12,4,0,0,0,0,4,164,0,24,0,0,195
SSC41624,22,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,31
SSC41625,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,25
SSC41626,50,0,0,0,0,50,12,0,0,0,0,12,0,0,0,0,0,0,70,0,0,0,0,70
SSC41627,690,65,0,0,0,764,102,31,0,0,0,132,8,0,0,0,0,11,807,101,0,0,0,908
SSC41628,400,133,88,3,3,627,74,39,35,0,0,152,13,7,3,0,0,26,484,182,118,7,3,798
SSC41629,267,234,59,3,0,566,103,129,40,0,0,272,10,14,0,0,3,31,383,380,99,4,3,868
SSC41630,415,261,6,0,0,692,108,105,6,0,0,214,21,11,0,3,0,28,537,381,15,3,0,934
SSC41631,396,90,27,0,0,509,80,18,9,0,0,107,10,7,0,0,0,12,479,113,38,0,3,632
SSC41632,756,135,94,0,4,983,126,41,31,0,0,201,17,14,0,0,0,26,892,187,125,0,10,1212
SSC41633,665,145,108,0,3,923,150,41,30,0,3,231,25,6,8,0,0,37,845,189,144,7,8,1195
SSC41634,36,0,0,0,0,36,30,0,0,0,0,30,0,0,0,0,0,0,71,0,0,0,0,71
SSC41635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC41636,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC41637,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC41638,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC41639,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC41640,47,0,5,0,3,57,15,0,0,0,0,18,0,0,0,0,0,0,58,0,5,0,6,70
SSC41641,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC41642,266,0,0,0,0,266,17,0,0,0,0,18,6,0,0,0,0,6,293,0,0,0,0,293
SSC41643,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC41644,175,0,0,8,4,192,36,11,0,0,0,45,8,0,0,0,0,11,218,10,3,8,4,246
SSC41645,13,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,21,0,0,0,0,21
SSC41646,33,0,0,0,0,29,5,0,0,0,0,5,0,0,0,0,0,0,33,0,0,0,0,36
SSC41647,16,0,0,0,0,16,9,0,0,0,0,13,0,0,0,0,0,0,30,0,0,3,0,35
SSC41648,2331,239,6,0,3,2584,223,80,6,0,0,309,47,12,0,0,0,54,2599,335,11,0,3,2949
SSC41649,33,0,0,0,0,32,17,0,0,0,0,17,0,0,0,0,0,0,47,0,0,0,0,50
SSC41650,35,0,0,0,0,38,15,0,0,0,0,15,0,0,0,0,0,0,47,0,0,0,3,54
SSC41651,227,0,0,0,0,223,31,0,0,0,0,35,7,0,0,0,0,5,258,0,0,0,0,265
SSC41652,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC41653,23,0,0,0,0,25,25,0,0,0,0,25,8,0,0,0,0,9,58,3,0,3,0,59
SSC41654,21,0,0,0,0,21,5,0,0,0,0,5,3,0,0,0,0,3,29,0,0,0,0,29
SSC41655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41656,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41658,26,0,0,0,0,26,6,0,0,0,0,6,3,0,0,0,0,3,30,0,0,0,0,30
SSC41659,269,0,7,5,0,279,53,0,10,3,0,70,15,0,0,0,0,10,338,0,10,12,0,360
SSC41660,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SSC41661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41662,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
SSC41663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41664,79,0,0,0,0,79,3,0,0,0,0,3,0,0,0,0,0,0,79,0,0,0,0,79
SSC41665,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC41666,79,0,0,0,3,77,14,0,0,0,0,14,3,0,0,0,0,3,89,0,0,0,3,92
SSC41667,20,0,0,0,0,24,4,0,0,0,0,5,0,0,0,0,0,0,24,0,0,4,0,28
SSC41668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41669,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC41670,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC41671,21,3,0,0,0,22,13,0,0,0,0,13,0,0,0,0,0,0,29,3,0,0,0,37
SSC41672,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8
SSC41673,303,4,0,3,4,318,90,9,0,0,0,101,6,0,0,0,0,6,400,10,0,3,4,424
SSC41674,62,0,0,11,0,71,19,0,0,5,0,28,0,0,0,0,0,0,85,0,0,14,0,101
SSC41675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41676,14,0,0,0,0,14,3,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,26
SSC41677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41678,45,0,0,0,0,45,10,0,0,0,0,10,0,0,0,0,0,0,58,0,0,0,0,58
SSC41679,19,0,0,0,3,20,13,0,0,0,3,16,0,0,0,0,0,0,29,0,0,0,8,38
SSC41680,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
