SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC40029,..,0,28,66,69,81,83,40,10,377,..,3,25,9,20,8,3,5,0,76,..,0,0,3,7,6,0,0,0,16,195,..,..,..,..,..,..,..,..,195,..,39,..,..,..,..,..,..,..,39,..,44,24,11,7,3,0,0,0,82,..,4,3,3,8,3,0,0,0,14,..,4,3,0,4,0,0,0,0,7,..,0,7,3,3,3,0,0,0,19,..,3,5,19,24,25,17,15,7,107,3,8,5,8,9,0,3,0,0,28,197,105,90,115,143,134,106,64,18,975,..,0,36,80,81,89,77,26,3,386,..,11,26,18,21,10,8,0,0,85,..,0,14,34,21,7,0,3,3,86,188,..,..,..,..,..,..,..,..,188,..,46,..,..,..,..,..,..,..,46,..,20,3,0,3,0,0,0,0,28,..,3,0,0,0,0,0,0,0,9,..,3,0,0,0,0,0,0,0,8
SSC40030,..,0,37,65,48,39,13,5,5,214,..,4,15,11,6,3,0,0,0,45,..,0,3,0,3,0,0,3,0,15,152,..,..,..,..,..,..,..,..,152,..,32,..,..,..,..,..,..,..,32,..,15,23,11,7,5,0,0,0,60,..,6,3,0,3,4,3,0,0,23,..,3,9,3,0,0,0,0,0,18,..,8,3,3,10,5,0,0,0,31,..,0,5,11,11,24,12,3,0,66,4,0,3,5,0,0,0,0,0,15,149,72,97,104,94,77,35,18,9,655,..,0,63,60,40,31,14,5,0,216,..,3,22,9,3,0,3,0,0,46,..,0,17,21,12,19,9,9,3,92,128,..,..,..,..,..,..,..,..,128,..,35,..,..,..,..,..,..,..,35,..,17,14,8,5,0,0,0,0,45,..,4,3,4,0,3,7,3,4,29,..,0,0,0,0,0,0,0,0,3
SSC40031,..,0,67,146,186,113,61,40,9,618,..,3,21,27,22,15,4,0,0,92,..,0,0,4,5,0,0,0,0,18,348,..,..,..,..,..,..,..,..,348,..,97,..,..,..,..,..,..,..,97,..,94,26,9,3,0,0,0,0,132,..,4,0,0,0,0,0,0,0,9,..,3,4,0,0,0,0,0,0,10,..,0,4,4,3,0,3,0,0,10,..,0,7,3,13,11,4,8,4,54,0,6,0,6,3,3,0,0,0,17,348,202,130,194,239,147,81,48,9,1398,..,5,79,182,190,85,72,22,3,630,..,5,24,23,26,5,7,0,0,97,..,0,9,9,7,3,0,0,0,37,326,..,..,..,..,..,..,..,..,326,..,93,..,..,..,..,..,..,..,93,..,64,13,0,3,0,0,0,0,76,..,8,3,0,0,4,5,3,0,19,..,0,4,0,0,0,0,0,0,9
SSC40032,..,0,0,0,0,0,3,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,0,24,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40033,..,0,0,0,0,4,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40034,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40035,..,0,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,3,0,0,0,14,..,0,0,4,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40036,..,0,3,3,4,11,4,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,9,3,9,6,9,11,4,0,0,42,..,0,0,3,3,7,0,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40037,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40038,..,0,12,19,23,62,66,47,7,243,..,5,12,3,6,6,10,3,0,40,..,0,0,3,3,0,0,3,0,14,62,..,..,..,..,..,..,..,..,62,..,15,..,..,..,..,..,..,..,15,..,19,4,3,3,0,0,0,0,31,..,0,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,7,..,0,3,0,6,0,0,0,0,7,..,0,14,11,7,23,19,14,11,103,0,3,3,0,0,3,3,0,0,14,64,45,50,35,53,105,106,70,14,544,..,0,21,20,32,69,61,33,3,243,..,10,12,3,5,10,5,3,0,42,..,0,8,4,5,9,3,3,4,28,54,..,..,..,..,..,..,..,..,54,..,12,..,..,..,..,..,..,..,12,..,3,3,0,3,0,3,0,0,16,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC40039,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40040,..,0,3,17,19,17,19,5,0,80,..,0,3,4,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,33,..,..,..,..,..,..,..,..,33,..,6,..,..,..,..,..,..,..,6,..,7,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,4,6,0,0,7,0,0,0,0,0,0,0,0,0,3,33,16,13,21,26,22,22,5,0,164,..,0,12,20,16,23,16,3,0,87,..,0,8,0,3,3,0,0,0,15,..,0,0,3,0,0,0,0,0,3,43,..,..,..,..,..,..,..,..,43,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40041,..,0,5,3,5,15,12,4,0,54,..,0,0,3,0,4,0,0,0,9,..,0,0,0,3,0,0,0,0,3,32,..,..,..,..,..,..,..,..,32,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,3,..,0,0,3,6,3,5,0,0,19,0,0,0,0,0,0,3,0,0,4,32,16,8,12,22,29,23,8,0,144,..,0,5,4,16,20,10,0,0,58,..,3,0,3,0,0,3,0,0,7,..,0,0,3,7,0,0,0,0,7,23,..,..,..,..,..,..,..,..,23,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40042,..,0,3,3,7,10,5,0,0,28,..,0,0,3,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,3,0,3,0,8,0,0,0,0,0,0,0,0,0,5,16,5,5,9,7,16,7,3,0,68,..,0,4,7,12,7,3,0,0,31,..,0,3,3,0,0,0,0,0,10,..,0,0,0,3,0,0,0,0,5,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40043,..,7,91,128,66,57,52,39,9,453,..,32,58,20,15,8,4,0,0,133,..,0,0,8,3,7,0,0,0,24,238,..,..,..,..,..,..,..,..,238,..,55,..,..,..,..,..,..,..,55,..,30,30,4,10,3,0,0,0,81,..,30,20,7,6,8,3,0,3,74,..,16,13,0,0,0,0,0,0,37,..,54,48,23,11,3,3,3,0,151,..,9,45,43,48,47,24,10,9,231,3,3,13,4,7,0,0,0,0,38,241,243,321,231,171,137,100,56,21,1515,..,15,130,111,53,51,61,28,4,455,..,42,51,18,22,7,0,0,0,148,..,5,17,34,32,26,10,4,4,129,199,..,..,..,..,..,..,..,..,199,..,51,..,..,..,..,..,..,..,51,..,25,14,3,0,4,0,0,0,57,..,14,17,4,7,8,3,3,0,54,..,15,7,0,0,0,0,0,0,17
SSC40044,..,0,0,9,15,22,16,0,0,55,..,0,0,0,0,6,0,0,0,10,..,0,0,0,3,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,6,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,3,0,0,10,0,0,0,0,0,3,0,0,0,6,18,15,7,7,22,34,19,0,0,125,..,3,0,14,13,19,11,0,0,59,..,0,0,0,3,0,0,0,0,9,..,0,0,0,4,0,0,0,0,7,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,8,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6
SSC40045,..,0,28,35,22,15,17,24,8,156,..,9,21,5,3,5,3,0,0,52,..,0,0,0,3,3,3,0,0,13,57,..,..,..,..,..,..,..,..,57,..,12,..,..,..,..,..,..,..,12,..,7,6,0,0,0,0,0,0,11,..,0,3,0,0,0,0,0,0,3,..,3,8,0,0,0,0,0,0,8,..,13,10,0,6,0,0,0,0,31,..,4,15,11,11,6,5,0,5,60,0,5,0,0,0,0,0,0,0,4,57,53,86,62,44,35,33,27,14,417,..,0,39,28,19,17,22,17,6,153,..,12,21,10,3,4,3,0,0,48,..,0,3,6,6,8,0,0,0,21,54,..,..,..,..,..,..,..,..,54,..,14,..,..,..,..,..,..,..,14,..,5,3,0,0,0,0,0,0,9,..,3,0,0,3,4,0,0,5,11,..,3,0,0,0,0,0,0,0,5
SSC40046,..,0,4,6,22,35,28,4,4,103,..,0,0,6,6,3,4,0,0,17,..,0,0,0,3,0,0,0,0,3,43,..,..,..,..,..,..,..,..,43,..,22,..,..,..,..,..,..,..,22,..,11,6,0,4,0,0,0,0,19,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,3,0,0,0,0,0,0,4,..,0,0,0,3,4,7,4,0,15,0,5,0,0,0,0,0,0,0,3,43,37,20,20,33,43,29,7,4,234,..,0,10,12,24,31,24,9,0,112,..,0,3,3,5,4,0,0,0,19,..,0,0,3,0,0,0,0,4,11,36,..,..,..,..,..,..,..,..,36,..,19,..,..,..,..,..,..,..,19,..,8,6,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC40047,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,20,..,0,0,0,5,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40048,..,4,163,346,501,507,366,190,31,2111,..,13,52,43,51,25,16,0,0,196,..,0,3,7,21,12,5,6,0,59,753,..,..,..,..,..,..,..,..,753,..,327,..,..,..,..,..,..,..,327,..,223,166,46,17,4,3,0,0,459,..,13,14,0,3,3,5,0,3,44,..,20,13,6,3,4,4,0,0,45,..,16,15,9,13,7,5,8,0,71,..,3,24,41,56,44,32,29,13,253,6,18,16,12,8,3,7,3,0,68,761,638,468,502,676,609,445,239,50,4398,..,7,213,410,535,497,345,114,8,2132,..,15,58,39,39,22,12,0,0,190,..,0,20,63,75,40,23,10,10,241,691,..,..,..,..,..,..,..,..,691,..,341,..,..,..,..,..,..,..,341,..,150,107,22,11,6,0,0,0,302,..,20,15,4,4,12,12,14,3,84,..,13,0,0,0,0,0,0,0,18
SSC40049,..,3,58,80,66,56,21,17,3,306,..,11,30,12,8,4,0,0,0,69,..,0,3,3,6,3,8,0,0,27,232,..,..,..,..,..,..,..,..,232,..,64,..,..,..,..,..,..,..,64,..,36,36,6,3,0,0,0,0,86,..,9,13,0,3,0,0,0,0,36,..,8,17,0,3,3,0,0,0,32,..,8,17,8,11,5,3,0,0,46,..,3,23,17,18,11,7,3,7,89,3,3,8,3,0,0,0,0,0,12,236,144,191,133,125,85,49,23,15,996,..,11,80,82,64,51,14,9,3,316,..,9,33,11,11,3,0,0,0,71,..,9,26,27,20,10,3,3,0,94,238,..,..,..,..,..,..,..,..,238,..,57,..,..,..,..,..,..,..,57,..,16,4,0,4,0,0,0,0,28,..,16,8,6,8,12,4,4,4,54,..,11,4,0,0,0,0,0,0,18
SSC40050,..,0,5,13,23,42,34,14,3,140,..,0,9,0,8,9,0,0,0,20,..,0,0,0,0,0,0,0,0,3,50,..,..,..,..,..,..,..,..,50,..,12,..,..,..,..,..,..,..,12,..,3,9,3,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,7,7,18,10,6,4,3,51,0,0,0,0,0,0,0,0,0,4,50,18,27,25,46,57,43,18,3,292,..,0,13,16,33,44,22,8,3,141,..,4,7,3,3,3,3,0,0,25,..,0,0,0,5,0,3,0,0,11,34,..,..,..,..,..,..,..,..,34,..,10,..,..,..,..,..,..,..,10,..,0,4,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40051,..,0,5,13,23,48,34,20,4,154,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,47,..,..,..,..,..,..,..,..,47,..,26,..,..,..,..,..,..,..,26,..,11,14,7,3,0,0,0,0,38,..,5,7,0,0,0,0,0,0,9,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,3,47,43,33,24,27,51,38,20,4,295,..,3,4,24,27,56,31,8,3,167,..,0,0,0,3,0,0,0,0,3,..,0,0,4,4,3,0,3,0,13,39,..,..,..,..,..,..,..,..,39,..,20,..,..,..,..,..,..,..,20,..,10,11,0,3,0,0,0,0,24,..,5,0,0,0,5,0,0,0,6,..,0,0,0,0,0,0,0,0,4
SSC40052,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,4,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,15,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40053,..,0,3,10,8,5,3,0,0,24,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,18,3,3,11,8,4,3,0,0,53,..,0,9,6,9,3,3,0,0,26,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC40054,..,0,8,3,6,3,0,0,0,22,..,0,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,6,9,6,11,11,4,3,0,0,55,..,0,11,3,6,3,0,0,0,25,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40055,..,0,0,8,0,5,0,0,0,14,..,0,0,3,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,10,3,5,0,0,0,29,..,0,0,3,0,9,0,0,0,9,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC40056,..,0,0,0,8,12,13,4,0,39,..,0,3,0,4,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,5,3,9,15,20,4,0,64,..,0,0,3,8,15,12,0,0,38,..,0,3,0,0,0,3,0,0,10,..,0,0,5,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
