SSC_CODE_2016,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_more_15_19_yrs,M_3000_more_20_24_yrs,M_3000_more_25_34_yrs,M_3000_more_35_44_yrs,M_3000_more_45_54_yrs,M_3000_more_55_64_yrs,M_3000_more_65_74_yrs,M_3000_more_75_84_yrs,M_3000_more_85ov,M_3000_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot
SSC41262,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,3,0,8,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,3,3,0,0,12,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,8,11,6,8,15,8,7,0,64,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,5
SSC41263,41,5,10,11,8,13,3,0,0,99,28,14,0,8,4,11,0,0,0,57,13,19,28,20,15,22,14,7,3,134,3,8,10,9,17,29,39,18,3,138,0,9,11,12,11,30,25,19,8,120,3,17,19,9,23,22,13,6,3,109,0,14,30,27,26,11,10,3,0,122,0,14,35,24,44,27,4,0,0,142,0,4,35,35,33,31,3,0,0,141,0,0,25,23,18,6,4,0,0,78,0,0,15,15,10,8,0,0,0,55,0,0,6,3,8,9,0,0,0,31,0,0,3,10,12,10,0,0,0,42,0,0,0,3,0,0,0,0,0,3,18,9,19,14,14,15,18,4,3,115,104,110,257,231,245,236,124,61,20,1383,36,9,20,12,15,12,0,3,0,121,18,3,3,4,4,10,5,0,0,55,8,18,20,16,32,24,14,11,4,148,9,11,20,16,16,34,36,16,10,168
SSC41264,13,4,3,0,0,3,0,3,0,25,11,0,4,0,0,0,0,0,0,16,6,4,3,3,4,3,3,0,0,20,3,8,3,0,0,4,8,4,0,28,0,8,3,4,3,4,3,0,0,20,0,6,4,4,0,3,5,0,0,24,0,3,5,0,4,10,0,0,0,27,0,5,4,8,10,10,0,0,0,43,0,9,4,12,13,8,4,0,0,56,0,0,4,18,13,13,0,0,0,44,0,0,7,7,12,4,0,0,0,32,0,0,4,4,9,3,0,0,0,16,0,0,7,8,14,0,0,0,0,32,0,0,0,0,3,0,0,0,0,3,3,0,3,3,5,5,3,0,0,22,38,37,59,73,87,70,31,7,4,406,25,0,6,4,0,3,0,0,0,46,6,0,0,0,0,3,0,0,0,22,10,0,4,11,5,5,0,3,0,37,0,4,5,3,7,9,4,0,0,28
SSC41265,32,10,8,0,0,4,3,4,0,59,8,4,0,3,0,0,0,0,0,25,3,4,0,0,0,6,3,3,0,29,3,6,3,0,3,4,6,8,4,33,0,3,3,3,0,3,9,3,0,25,0,4,3,0,0,3,3,0,0,24,0,0,4,0,3,4,8,7,0,25,0,4,6,9,5,8,6,5,7,45,0,0,12,12,4,4,15,4,5,57,0,0,4,9,3,8,7,4,0,28,0,0,11,4,11,12,0,3,0,39,0,0,7,11,7,7,4,0,0,41,0,0,0,6,12,18,8,3,3,55,0,0,0,18,25,19,11,7,0,77,0,4,3,6,9,8,3,3,0,37,53,40,67,78,89,107,89,54,20,609,29,8,4,6,9,3,3,0,0,60,12,6,0,4,3,8,3,4,0,44,0,6,0,3,3,5,8,3,0,35,6,4,0,5,0,4,12,8,9,50
SSC41266,184,49,19,20,16,19,9,10,0,317,60,27,5,7,14,8,9,6,0,146,18,42,17,15,18,30,21,29,5,208,5,21,24,6,26,18,57,85,31,274,3,9,15,19,18,17,37,45,22,188,0,21,22,22,16,14,35,40,9,183,3,20,33,27,30,25,30,38,14,213,0,25,43,36,56,36,19,33,4,247,0,9,62,66,62,59,26,14,9,298,0,7,34,52,40,26,17,10,4,189,0,3,39,49,48,21,16,6,3,190,0,0,35,41,42,23,8,5,0,148,0,3,27,71,72,31,11,0,0,206,0,0,3,28,31,20,6,4,0,93,13,13,15,19,23,17,15,35,29,173,286,250,385,475,515,359,323,355,127,3069,122,35,52,57,35,45,24,13,5,393,61,16,17,21,21,15,12,18,0,178,27,28,31,20,28,39,46,46,16,271,15,25,26,31,27,24,101,82,20,350
SSC41267,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,3,3,4,3,3,3,3,0,21,6,9,7,9,10,13,11,5,0,78,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC41268,36,9,8,0,4,4,0,0,0,61,11,0,0,3,3,4,0,0,0,17,11,0,0,0,0,3,3,0,0,18,3,3,0,0,5,0,0,0,0,13,4,6,3,0,3,3,0,0,0,15,4,8,3,0,0,3,0,0,0,20,3,7,4,0,7,7,0,0,0,29,0,14,11,3,3,3,0,0,0,32,0,11,19,7,16,12,0,0,0,69,3,16,35,14,21,9,0,0,0,98,3,15,47,28,26,19,3,0,0,140,3,29,66,59,37,35,0,0,0,231,0,21,191,158,110,68,3,0,0,545,0,0,43,70,63,23,0,0,0,195,14,17,67,50,45,17,4,0,0,219,91,148,496,391,342,200,28,0,3,1705,28,10,50,42,21,24,3,0,0,175,9,8,20,11,4,4,0,0,0,55,4,7,21,12,4,8,3,0,0,65,0,7,15,15,7,8,0,0,0,55
SSC41269,41,9,8,11,10,9,6,0,0,89,14,8,3,0,0,4,4,3,0,40,3,11,9,12,14,26,6,10,0,93,3,3,10,11,10,19,33,27,14,124,0,7,9,0,7,16,30,8,11,92,3,10,9,8,10,5,6,4,3,61,0,13,21,19,19,19,5,3,0,100,0,15,33,36,27,23,3,0,0,138,0,3,38,25,20,16,4,3,0,115,0,3,26,28,15,5,5,3,0,81,0,0,26,26,15,8,3,0,0,72,0,0,18,11,10,5,0,0,0,40,0,0,11,9,8,3,0,0,0,31,0,0,4,3,3,0,0,0,0,17,13,3,20,13,17,11,17,4,0,103,86,91,235,194,197,174,135,62,27,1203,24,12,13,11,7,9,3,0,0,77,20,7,9,11,9,15,5,0,0,68,14,7,11,20,19,21,13,16,4,122,3,11,12,6,18,28,45,34,10,173
SSC41270,17,13,6,3,0,8,0,0,0,41,16,7,0,0,0,0,0,0,0,27,5,12,3,0,0,3,3,4,0,30,0,0,0,9,0,3,12,5,0,33,0,4,0,0,5,3,8,3,3,32,0,4,4,3,0,0,6,0,0,21,0,4,0,3,0,6,3,3,0,21,0,7,13,3,10,4,9,0,3,47,0,5,11,7,4,6,7,0,0,40,0,0,0,4,3,12,4,0,0,22,0,0,9,12,5,4,4,0,0,36,0,0,3,9,13,9,3,0,0,34,0,0,3,5,11,17,0,0,0,44,0,0,6,10,20,15,0,0,0,51,0,0,3,3,0,3,3,0,0,16,38,50,53,74,85,90,67,21,6,493,10,11,5,3,4,3,4,0,0,46,9,6,4,3,0,3,3,0,0,32,3,3,3,3,0,6,7,3,0,30,0,3,3,4,5,5,6,4,0,34
SSC41271,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,6,6,6,8,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,0,0,0,17,0,4,3,3,3,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41273,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,19,0,0,3,0,3,6,11,3,0,28,0,0,0,3,4,4,3,7,0,25,0,0,3,3,3,3,9,0,0,17,0,5,0,0,3,0,4,0,0,13,0,3,6,3,4,8,0,0,0,26,0,0,0,0,3,11,0,0,0,16,0,0,6,0,3,4,0,0,0,17,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,5,0,3,0,15,8,13,26,15,28,49,35,20,7,195,11,0,7,0,0,6,0,0,0,20,3,0,0,3,0,0,0,0,0,10,0,0,0,3,4,11,3,3,0,19,0,0,0,0,0,3,8,4,0,26
SSC41274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41275,106,37,42,27,19,18,8,0,0,263,52,31,4,6,12,3,3,3,3,115,25,59,98,63,68,54,24,20,3,431,10,23,33,31,55,63,78,83,18,396,7,13,51,29,44,43,73,57,26,341,4,27,40,42,36,41,45,28,5,258,3,34,99,59,49,29,27,16,8,321,0,31,91,79,72,55,22,6,0,352,0,16,66,57,69,56,11,6,0,276,0,6,38,40,28,19,10,0,3,134,0,0,18,15,25,19,3,0,0,74,0,0,14,8,16,17,4,0,0,55,0,0,7,8,16,8,4,0,0,44,0,0,0,3,3,0,0,0,0,13,23,21,51,52,43,27,30,37,15,308,239,303,654,520,542,445,336,264,88,3385,78,32,80,31,29,46,7,8,0,313,57,31,29,18,24,14,6,6,3,193,28,67,98,70,59,59,31,25,7,449,15,20,56,47,56,79,91,92,37,485
SSC41276,89,25,23,18,8,19,9,3,0,199,38,24,3,6,6,9,4,0,0,97,18,30,33,35,40,42,31,22,0,253,3,18,22,22,32,46,63,41,8,261,4,20,23,16,19,29,47,23,8,189,4,23,39,18,25,20,25,11,4,169,3,36,57,43,36,30,19,9,3,229,5,23,82,53,45,40,14,3,0,262,0,7,65,48,55,43,15,3,0,231,0,4,33,35,24,31,0,0,0,118,0,0,20,15,25,13,9,0,0,85,0,0,9,13,5,12,0,0,0,38,0,0,7,4,10,7,0,0,0,26,0,0,4,0,3,5,0,0,0,11,13,21,42,23,25,22,17,17,5,180,174,232,456,356,371,352,242,129,34,2343,78,21,37,30,48,45,16,7,0,278,47,14,16,13,21,18,8,3,3,136,22,36,51,58,41,60,31,16,10,327,5,16,36,38,51,66,84,47,14,359
SSC41277,116,22,24,19,23,36,19,3,0,268,61,22,4,8,6,6,11,0,0,121,20,51,48,33,40,38,27,20,8,298,3,22,27,30,36,27,121,103,24,391,11,22,24,27,37,40,68,70,15,326,3,37,30,30,19,33,58,29,10,253,5,42,81,60,50,44,36,23,6,333,3,39,97,103,89,66,29,7,0,438,0,20,104,99,81,52,29,6,0,388,0,6,50,73,50,34,5,0,0,216,0,0,22,47,37,34,0,0,0,149,0,0,20,26,32,15,3,0,0,96,0,0,8,18,28,22,0,0,0,77,0,0,0,0,0,3,0,0,0,10,20,14,34,40,27,27,28,24,7,229,255,297,581,609,552,475,439,294,88,3585,117,12,46,33,45,66,20,3,3,342,63,17,21,20,19,38,13,3,0,192,42,34,60,56,36,71,47,27,8,383,15,28,34,44,64,74,141,96,31,527
SSC41278,89,22,8,16,6,15,9,4,0,171,40,19,3,3,3,6,3,0,0,76,10,22,24,13,8,16,16,7,0,115,5,8,10,3,11,10,41,15,10,120,11,18,10,7,13,14,25,11,3,115,6,24,9,7,19,24,26,13,0,127,7,27,20,10,20,32,14,11,4,144,0,27,56,43,53,31,20,5,3,230,3,19,52,34,63,59,20,0,0,255,0,3,33,30,46,43,9,0,0,172,0,3,33,49,38,40,6,0,0,178,0,3,15,26,31,25,6,0,0,102,0,0,14,35,40,25,4,0,0,120,0,0,3,9,21,12,5,0,0,46,14,9,14,14,23,8,6,9,0,96,192,207,309,293,388,356,216,72,27,2065,73,8,10,20,21,42,10,4,0,196,56,18,15,15,15,17,3,0,0,129,27,27,18,23,28,33,27,4,0,172,8,17,24,34,23,31,58,11,9,216
SSC41279,139,21,34,30,24,27,8,0,0,292,74,32,10,10,8,12,11,3,0,163,36,63,64,89,76,52,32,24,4,446,3,23,48,38,62,85,126,61,18,459,4,28,38,46,46,53,65,28,4,317,9,29,60,38,30,24,32,15,3,238,0,40,108,90,56,36,26,6,3,361,3,34,119,101,75,70,20,0,4,431,0,22,98,78,78,64,10,0,0,356,0,10,51,48,34,30,9,0,0,190,0,5,26,23,24,23,4,0,0,101,0,0,15,14,8,7,0,0,0,48,0,0,9,11,13,13,0,0,0,37,0,0,0,0,3,4,0,0,0,13,29,38,77,40,56,44,34,35,11,366,309,349,764,664,590,542,382,179,50,3830,125,34,59,39,46,67,10,6,0,373,73,32,23,21,19,22,9,4,0,217,40,62,90,66,89,82,40,23,4,492,16,34,67,66,66,96,124,69,14,565
SSC41280,25,12,3,5,5,7,3,0,0,70,18,3,0,0,5,0,3,0,0,37,4,8,16,7,15,15,4,6,0,72,3,3,3,10,8,7,46,26,0,108,0,5,8,3,7,7,14,13,3,59,3,5,11,7,12,9,10,0,0,63,4,9,12,16,13,9,5,3,0,78,0,7,28,22,23,16,9,0,0,104,0,5,24,18,19,19,7,0,0,93,0,0,6,8,21,7,8,0,0,48,0,0,5,7,10,7,0,0,0,32,0,0,7,5,6,5,3,0,0,23,0,0,0,3,5,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,7,12,9,13,16,9,5,0,78,71,67,135,118,149,142,126,56,6,875,20,3,11,3,8,12,0,0,0,70,13,4,5,0,3,6,3,0,0,40,9,14,7,13,13,20,7,0,0,89,3,11,5,15,8,17,60,24,4,151
SSC41281,21,0,3,0,0,3,0,0,0,32,11,4,3,0,0,0,0,0,0,30,3,9,4,3,8,6,7,5,0,46,0,5,0,8,8,12,12,11,8,56,0,0,8,4,11,15,5,0,4,42,0,0,3,6,6,3,7,3,0,28,0,7,10,8,10,4,5,6,0,47,0,5,18,7,14,4,0,0,0,52,0,0,18,15,14,15,0,3,0,64,0,3,3,10,3,7,0,0,0,29,0,0,3,3,0,0,0,0,0,13,0,0,0,0,3,3,0,0,0,13,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,11,3,5,5,3,3,0,32,45,44,88,73,90,80,41,30,16,505,6,3,3,6,3,6,0,0,0,31,10,0,3,4,4,3,3,0,0,27,10,3,16,6,6,15,9,3,0,60,0,3,7,3,13,9,15,11,3,72
SSC41282,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,11,24,0,0,0,0,0,4,8,10,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SSC41283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC41284,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,5,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC41286,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,4,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,3,8,10,15,3,6,0,53,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,6
SSC41287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,10,3,0,8,0,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SSC41288,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,5,3,3,9,4,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0
