SSC_CODE_2016,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_more_15_19_yrs,M_3000_more_20_24_yrs,M_3000_more_25_34_yrs,M_3000_more_35_44_yrs,M_3000_more_45_54_yrs,M_3000_more_55_64_yrs,M_3000_more_65_74_yrs,M_3000_more_75_84_yrs,M_3000_more_85ov,M_3000_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot
SSC40775,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40777,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40778,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,4,0,4,3,0,0,0,7,0,0,0,5,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,13,0,5,14,20,19,14,8,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,0,0,0,3,0,3,0,0,10,0,0,0,0,0,4,3,3,0,5
SSC40779,4,0,3,0,0,3,0,0,0,13,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,4,0,0,16,0,0,0,0,4,0,3,3,0,11,0,0,0,3,5,3,3,3,0,17,0,4,0,0,4,5,0,0,0,15,0,4,0,3,8,4,3,0,0,22,0,0,0,0,7,0,3,0,0,12,0,0,0,0,5,3,3,0,0,22,0,0,0,4,3,3,0,0,0,14,0,0,0,0,0,3,0,0,0,8,0,0,0,3,6,3,0,0,0,14,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,3,0,0,0,4,4,0,0,0,3,0,3,0,0,10,19,11,5,21,47,35,30,12,0,184,4,0,0,0,4,3,0,0,0,16,8,0,0,3,0,3,0,0,0,17,0,3,0,0,0,8,8,0,0,24,0,0,0,3,0,3,0,0,0,11
SSC40780,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,3,0,0,5,0,0,0,0,0,0,6,4,0,5,0,0,0,0,0,4,0,0,0,5,0,3,0,5,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,9,0,0,3,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,9,3,10,11,13,10,16,21,3,0,88,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,13,0,3,0,0,0,0,3,0,0,15
SSC40781,40,6,10,6,3,10,0,0,0,76,20,15,5,0,3,0,0,0,0,47,5,19,3,4,3,7,7,7,0,54,3,3,7,7,0,8,11,8,6,46,0,8,3,0,3,9,10,7,0,40,0,0,4,6,6,8,11,4,4,41,0,3,12,3,10,9,11,0,0,56,0,7,5,7,13,17,7,4,0,57,0,5,14,12,12,7,8,3,0,61,0,0,4,4,5,18,5,0,0,44,0,0,9,9,20,10,5,0,0,55,0,0,6,15,16,10,3,0,0,50,0,0,15,33,35,19,4,0,0,114,0,0,3,17,17,17,3,0,0,58,0,3,3,3,4,5,7,3,3,37,69,61,102,130,155,143,99,46,22,828,23,14,10,13,4,7,8,0,0,75,20,6,0,4,0,7,3,0,0,49,11,20,0,8,4,13,13,0,3,69,0,7,7,0,7,6,10,15,4,68
SSC40782,58,4,6,4,8,10,3,0,0,88,34,8,3,0,0,3,8,0,0,61,13,14,5,12,19,27,20,16,4,131,0,6,8,9,16,33,75,44,18,210,6,7,8,13,18,23,52,31,18,182,13,9,9,12,21,21,35,13,0,136,6,24,36,28,25,31,12,9,3,176,3,21,43,24,37,34,17,6,4,188,0,6,38,40,33,55,17,5,3,195,0,3,21,24,21,31,5,0,0,113,0,0,7,10,19,13,3,0,0,66,0,0,9,14,12,10,4,0,0,55,0,0,8,11,18,11,0,0,0,43,0,0,3,4,9,8,3,0,0,31,24,4,7,20,27,27,26,16,6,156,148,104,211,222,292,333,287,149,62,1806,38,3,10,5,8,15,17,3,3,100,39,3,10,10,7,10,3,0,3,86,12,11,16,16,21,30,31,19,0,160,3,6,16,22,29,39,92,46,11,256
SSC40783,12,0,0,5,0,0,0,0,0,22,4,3,0,0,0,0,3,0,0,13,3,0,3,0,8,0,3,3,0,25,0,0,0,0,0,3,10,9,3,29,3,0,0,0,0,3,6,4,0,24,0,3,4,8,0,9,0,3,0,32,0,3,3,4,12,3,5,4,0,31,0,5,14,15,9,3,3,0,0,44,0,0,5,5,14,11,0,0,0,37,0,0,4,4,4,0,0,0,0,12,0,0,0,10,3,3,0,0,0,17,0,0,0,0,3,0,0,0,0,8,0,0,0,3,9,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,4,0,8,5,0,4,4,0,27,29,24,39,57,70,42,43,26,5,332,9,0,0,0,3,0,0,0,0,20,9,0,0,0,3,4,0,0,0,18,4,0,3,3,3,8,4,0,0,28,0,4,3,10,6,9,7,4,3,42
SSC40784,9,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,3,3,0,17,0,0,0,0,3,3,6,3,3,21,3,0,0,3,0,0,3,0,0,13,0,3,0,0,3,8,3,0,0,12,3,0,0,0,0,7,3,0,0,19,0,0,4,10,9,6,3,0,0,29,0,0,5,5,6,11,0,0,0,27,0,0,5,8,6,4,4,0,0,19,0,0,0,3,0,5,0,0,0,13,0,0,0,0,3,0,3,0,0,9,0,0,0,6,0,0,0,0,0,13,0,0,0,0,6,0,0,0,0,9,3,0,0,0,3,3,4,0,0,19,14,9,20,29,45,61,38,9,4,238,13,0,0,3,0,6,3,0,0,30,3,0,3,3,0,0,0,0,0,11,0,3,0,3,3,4,3,3,0,23,0,0,0,0,3,4,12,0,0,24
SSC40785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,0,3,0,4,3,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
SSC40786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40787,25,8,3,0,0,4,5,0,0,44,19,0,0,0,0,4,0,0,0,27,3,7,3,3,4,5,9,3,0,38,0,4,3,3,4,12,16,15,0,58,3,0,0,5,6,8,14,8,0,46,0,3,3,5,3,5,7,9,0,42,0,11,3,10,12,11,15,7,0,72,0,7,16,18,20,16,11,0,0,83,0,4,16,16,17,13,8,3,0,83,0,9,16,22,19,14,0,0,0,71,0,0,9,12,18,10,5,0,0,55,0,0,6,15,7,11,0,0,0,39,0,0,11,18,19,8,0,0,0,57,0,0,0,4,0,6,4,0,0,10,11,5,5,16,18,10,8,11,0,78,62,53,96,140,142,120,107,67,5,795,27,0,10,14,9,20,4,0,0,75,13,3,3,3,13,8,4,3,0,53,7,10,12,12,11,7,23,9,0,93,3,7,7,9,7,15,34,11,0,91
SSC40788,4,0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,3,0,0,7,0,0,4,0,0,3,0,0,0,9,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,3,3,3,0,0,0,6,0,0,0,4,0,3,3,0,0,10,3,0,0,0,3,0,4,0,0,8,13,8,6,9,22,16,22,3,0,112,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3
SSC40789,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,3,0,3,0,11,0,0,0,0,0,0,8,6,0,19,0,0,3,0,0,3,5,0,0,12,0,0,0,0,0,4,3,3,0,11,0,3,0,0,0,5,0,0,0,13,0,0,5,0,0,4,0,0,0,13,0,0,3,0,7,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,3,0,7,3,0,0,11,9,3,18,10,17,38,19,11,0,127,4,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,6,6,9,3,18
SSC40790,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,9,3,4,3,0,37,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SSC40791,31,0,0,4,5,9,0,0,0,45,8,0,0,3,0,3,3,0,0,21,3,3,3,3,3,6,4,0,0,25,0,0,0,3,6,5,18,7,0,37,3,6,0,0,8,3,17,0,0,42,0,5,3,3,8,5,13,3,0,39,0,0,3,3,14,5,7,0,0,44,0,7,12,14,9,15,3,0,0,59,0,0,12,15,21,24,3,0,0,72,0,0,7,10,6,6,0,0,0,38,0,0,6,0,7,9,0,0,0,30,0,0,3,5,5,10,0,0,0,18,0,0,3,3,9,15,0,0,0,31,0,0,0,0,4,3,3,0,0,21,10,3,0,4,14,11,4,3,0,47,56,28,59,72,120,127,80,14,3,559,15,4,3,3,12,19,3,0,0,59,12,3,3,6,4,3,0,0,0,34,3,3,0,5,7,12,0,0,0,33,0,0,5,14,3,3,20,6,0,59
SSC40792,6,0,3,3,3,6,0,0,0,22,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,4,7,0,0,16,0,0,0,0,0,9,5,0,0,24,0,3,0,0,4,3,3,0,0,18,0,3,0,0,0,4,3,3,0,18,0,0,0,3,6,8,3,0,0,24,0,3,3,3,6,4,0,0,0,27,0,0,3,0,3,9,0,0,0,19,0,0,0,4,3,0,0,0,0,7,0,0,0,3,4,3,0,0,0,13,0,0,0,3,0,0,0,0,0,6,0,0,0,7,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,3,3,0,0,21,13,20,22,32,45,64,32,5,3,235,9,0,0,3,5,7,0,0,0,31,6,3,0,0,3,4,0,0,0,20,0,3,3,3,4,3,0,0,0,19,0,0,3,7,0,4,10,3,0,27
SSC40793,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,3,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,9,6,12,10,9,0,0,48,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
SSC40794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40795,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,9,3,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40797,154,71,46,25,21,17,17,8,0,354,53,22,16,7,10,12,9,4,0,131,29,32,29,30,16,21,18,28,15,224,4,20,30,18,29,41,42,54,27,264,4,26,24,31,37,34,49,35,30,269,3,20,45,25,30,22,38,32,12,226,3,30,51,30,38,30,30,16,6,231,0,14,63,51,39,39,26,9,6,254,0,13,59,61,68,27,25,8,5,275,0,9,57,50,51,41,21,5,3,222,0,3,56,65,35,24,16,3,3,200,0,0,34,50,56,30,10,3,0,180,0,3,37,86,68,40,10,0,0,243,0,0,7,37,39,26,7,3,0,128,10,13,29,15,33,18,10,27,14,172,274,269,582,586,567,409,324,240,123,3380,129,63,76,71,44,46,25,7,6,473,68,24,17,23,21,12,13,8,8,202,34,57,38,49,55,37,33,36,17,348,10,28,33,36,38,36,74,82,39,372
SSC40798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40799,16,0,0,3,3,0,3,0,0,26,0,4,0,3,4,0,6,0,0,15,3,3,4,0,5,7,6,5,0,35,3,0,3,7,9,4,16,18,4,60,0,0,4,0,8,3,18,20,14,66,0,3,4,6,10,8,8,3,0,40,0,5,7,3,10,7,7,3,3,35,0,3,16,3,11,12,0,3,0,47,0,4,10,9,10,15,3,0,0,53,0,0,3,6,8,3,3,0,0,24,0,0,4,11,5,8,0,0,0,32,0,0,0,3,3,8,0,0,0,13,0,0,0,3,3,3,3,0,0,15,0,0,0,0,6,0,4,0,0,10,8,0,0,3,4,4,8,5,5,38,42,21,58,51,87,89,79,52,29,511,5,0,0,4,5,9,4,0,0,23,8,0,3,6,3,0,8,3,0,22,0,8,6,4,8,11,3,4,3,51,0,5,3,9,5,4,21,16,4,67
SSC40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40801,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
