SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC40790,37,31,68,28,13,39,4,12,14,3,0,3,0,0,0,29,23,57,3,7,9,0,0,0,78.4,74.2,83.8,94.6,80.6,82.4,0,0,0,0,3,3,0,0,0,0,0,0,8,0,8,0,3,3,0,3,3,11,5,12,40,35,76,3,5,12,35,33,69,3,7,9
SSC40791,559,558,1114,253,119,370,94,198,293,19,22,44,14,12,32,382,351,735,141,177,319,3.7,3.4,4.4,68.3,62.9,66,65.5,60.8,63.5,18,18,38,17,13,29,57,95,154,46,74,118,141,85,230,8,9,12,14,13,26,160,109,265,559,562,1126,60,67,128,436,432,869,166,175,339
SSC40792,235,212,449,91,47,140,34,49,81,6,7,19,6,6,15,145,106,247,74,91,166,4.1,5.7,6.1,61.7,50,55,55.7,48.6,53.5,0,0,0,0,0,3,11,15,25,20,25,43,57,27,84,0,3,8,0,9,9,59,38,100,210,195,410,29,27,57,173,154,325,55,71,126
SSC40793,48,42,88,28,16,43,3,10,15,3,5,3,0,0,3,34,24,63,8,7,15,0,0,4.8,70.8,57.1,71.6,70.8,73.8,69.3,0,0,0,0,4,4,5,8,8,0,3,4,9,7,14,0,0,0,0,0,0,8,9,17,48,41,91,9,4,8,41,28,67,17,10,25
SSC40794,5,10,14,4,6,10,0,4,3,0,0,0,0,0,0,5,10,14,0,0,0,0,0,0,100,100,100,80,100,92.9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,12,0,0,0,3,4,10,3,0,3
SSC40795,25,24,50,11,8,25,7,10,14,0,0,0,0,0,0,25,19,37,4,5,11,0,0,0,100,79.2,74,72,75,78,0,0,0,0,0,0,0,4,5,4,3,6,6,5,12,0,4,4,0,0,0,6,8,11,28,20,47,0,0,0,19,13,38,7,10,17
SSC40796,3,7,12,3,5,8,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,100,42.9,41.7,100,71.4,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,12,0,0,0,3,7,8,0,0,3
SSC40797,3380,3999,7379,1421,858,2282,517,1006,1525,58,118,173,151,150,299,2142,2132,4275,1117,1711,2827,7,7,7,63.4,53.3,57.9,59.1,49.6,53.9,308,300,615,90,154,248,681,864,1542,286,400,683,543,276,819,26,34,52,51,64,115,617,370,986,3197,3618,6816,690,759,1447,2068,2405,4474,1673,1877,3547
SSC40798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40799,511,526,1032,200,69,270,57,148,204,21,11,33,18,11,36,294,243,540,195,263,452,6.1,4.5,6.7,57.5,46.2,52.3,54.4,43.3,49.1,3,0,3,5,3,7,24,53,75,23,53,73,128,64,191,4,7,18,6,10,14,144,78,226,537,538,1076,48,66,118,390,402,793,165,178,342
SSC40800,10,8,18,7,3,9,0,0,0,0,0,0,0,0,3,9,3,8,0,0,0,0,0,37.5,90,37.5,44.4,70,37.5,50,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,10,13,21,0,0,0,3,4,8,7,4,11
SSC40801,16,10,29,11,8,19,0,6,6,0,0,0,0,0,0,16,9,23,4,0,6,0,0,0,100,90,79.3,68.8,140,86.2,0,0,0,0,0,0,0,3,3,0,0,3,4,0,3,0,0,0,0,3,3,4,3,8,28,13,35,0,0,4,19,7,29,7,3,9
SSC40802,356,361,718,176,67,246,39,95,130,15,14,28,11,10,20,241,185,424,96,152,249,4.6,5.4,4.7,67.7,51.2,59.1,64.6,48.8,56.3,0,6,6,3,3,6,11,28,38,18,24,35,74,53,133,3,11,13,12,12,21,95,77,165,381,370,749,36,32,67,268,267,538,116,111,223
SSC40803,10,10,22,5,0,5,0,0,0,0,0,0,0,0,0,3,3,6,8,5,12,0,0,0,30,30,27.3,50,0,22.7,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,5,5,15,7,21,0,0,0,15,8,18,0,0,0
SSC40804,3,3,6,3,4,4,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,100,100,100,100,133.3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,3,4,0,0,0
SSC40805,1001,1156,2153,444,240,692,162,329,496,21,24,45,35,35,74,668,639,1306,284,484,766,5.2,5.5,5.7,66.7,55.3,60.7,62.6,51.3,57.3,130,88,213,37,49,85,290,332,624,66,110,178,95,58,159,3,3,4,14,20,37,114,80,198,959,1117,2080,165,175,334,714,837,1546,394,440,834
SSC40806,17,8,21,4,0,4,0,3,8,0,0,0,0,0,0,11,3,14,3,3,10,0,0,0,64.7,37.5,66.7,23.5,37.5,57.1,0,0,0,0,0,3,0,0,0,0,3,3,4,0,4,0,0,0,0,0,0,4,0,4,13,7,23,0,0,3,16,7,22,0,0,5
SSC40807,22,19,37,12,9,23,0,5,4,0,0,0,0,0,0,19,15,32,3,5,8,0,0,0,86.4,78.9,86.5,54.5,73.7,73,0,0,0,0,0,0,0,6,6,0,0,3,5,0,7,0,0,0,0,0,0,5,3,8,25,24,49,0,0,4,20,17,37,3,3,4
SSC40808,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0
SSC40809,31,22,59,19,6,32,0,10,9,0,0,3,0,0,0,23,16,41,9,6,8,0,0,0,74.2,72.7,69.5,61.3,72.7,74.6,0,0,0,0,0,0,3,0,0,3,4,9,4,3,10,0,0,0,3,0,3,8,5,10,33,28,62,0,0,0,35,26,64,3,0,3
SSC40810,530,532,1065,258,159,411,76,150,229,11,20,26,25,20,45,361,351,711,151,169,323,6.9,5.7,6.3,68.1,66,66.8,65.1,61.8,62.5,35,42,72,16,27,39,97,100,201,46,62,104,100,55,157,10,3,19,14,8,20,122,67,194,525,526,1054,92,92,183,377,349,729,216,240,455
SSC40811,1119,1159,2269,315,150,464,106,271,379,44,22,64,46,21,67,513,461,971,502,605,1111,9,4.6,6.9,45.8,39.8,42.8,41.6,38.2,40,7,7,20,10,8,16,27,62,94,40,97,144,322,125,443,12,23,32,29,30,58,360,173,525,984,984,1964,200,228,430,671,646,1314,466,501,965
SSC40812,64,65,125,30,8,34,12,12,20,3,0,6,0,3,3,39,24,67,15,29,40,0,12.5,4.5,60.9,36.9,53.6,70.3,30.8,48,3,0,3,0,4,4,4,7,8,0,7,9,15,4,24,3,0,3,0,0,0,18,4,29,65,53,114,6,3,10,39,37,80,21,16,36
SSC40813,1630,1672,3297,568,298,858,227,324,558,32,43,76,112,93,213,944,764,1707,595,812,1410,11.9,12.2,12.5,57.9,45.7,51.8,50.7,39.8,45.3,54,47,104,11,16,27,183,229,413,95,112,203,246,143,388,27,24,51,25,28,53,296,190,493,1638,1655,3299,285,267,551,1050,1048,2093,758,766,1524
SSC40814,7,8,19,5,0,8,0,0,0,0,0,0,0,0,0,5,3,12,0,5,7,0,0,0,71.4,37.5,63.2,71.4,0,42.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,15,8,20,0,0,0,13,6,21,0,0,0
SSC40815,31,22,53,17,5,22,0,5,5,0,0,3,0,0,3,22,11,32,3,12,17,0,0,9.4,71,50,60.4,54.8,45.5,56.6,0,0,0,0,0,0,3,3,3,3,4,3,5,3,11,0,0,0,0,0,0,5,3,11,24,24,52,3,3,3,25,21,44,4,3,11
SSC40816,45,37,85,24,10,35,3,14,15,0,0,0,0,0,3,27,25,54,18,13,31,0,0,5.6,60,67.6,63.5,60,64.9,58.8,0,0,0,3,0,6,8,5,16,5,5,11,11,5,18,0,0,0,0,0,3,12,3,18,53,44,95,3,4,8,35,26,59,19,15,36
SSC40817,29,27,55,11,9,18,5,10,15,0,0,0,0,0,0,17,15,38,9,7,20,0,0,0,58.6,55.6,69.1,55.2,70.4,60,4,3,3,0,0,0,5,5,18,4,3,7,3,0,9,0,0,0,4,0,4,4,0,7,35,30,64,0,0,0,23,21,42,13,10,18
SSC40818,37,28,59,23,11,33,4,10,15,0,0,0,0,0,0,26,16,49,0,5,7,0,0,0,70.3,57.1,83.1,73,75,81.4,0,0,0,0,6,6,3,7,8,0,3,3,4,3,7,0,0,0,0,0,0,4,0,8,32,25,53,9,3,12,25,13,42,16,8,26
SSC40819,941,1050,1986,393,285,673,144,244,384,24,20,44,51,42,86,608,594,1196,294,414,712,8.4,7.1,7.2,64.6,56.6,60.2,59.6,52.3,55.4,77,76,158,24,38,64,217,260,481,86,92,176,135,73,212,9,7,21,16,24,33,164,101,265,785,840,1627,240,285,529,519,551,1069,470,541,1012
SSC40820,911,921,1835,413,232,645,122,272,396,26,46,66,48,24,77,606,571,1176,274,315,585,7.9,4.2,6.5,66.5,62,64.1,61.6,59.7,60.3,65,80,149,21,34,52,157,205,362,117,134,253,226,72,297,3,7,8,15,30,44,240,105,351,876,902,1785,119,118,236,651,650,1310,322,354,676
SSC40821,1568,1830,3394,526,320,843,204,386,590,36,35,71,76,47,123,844,792,1629,655,961,1620,9,5.9,7.6,53.8,43.3,48,48.9,40.5,44.3,70,81,157,29,40,65,184,309,491,159,162,315,312,133,441,26,19,49,30,27,56,364,183,544,1431,1660,3090,271,283,558,973,1116,2091,679,778,1453
SSC40822,76,71,143,15,7,22,15,16,31,4,6,13,3,0,5,41,34,73,28,30,53,7.3,0,6.8,53.9,47.9,51,44.7,40.8,46.2,0,0,0,0,0,0,3,3,5,3,9,6,24,7,27,0,3,3,4,0,5,25,11,41,73,65,141,6,5,11,61,51,115,13,17,29
SSC40823,11,11,20,7,3,10,0,3,3,0,0,0,0,0,0,8,4,18,0,0,0,0,0,0,72.7,36.4,90,63.6,54.5,65,0,0,0,0,0,0,3,3,3,0,0,0,4,0,9,0,3,3,0,0,0,4,3,9,9,10,21,0,0,0,9,7,17,0,0,3
SSC40824,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,7,3,3,9,0,0,0,3,3,9,0,0,0
SSC40825,52,37,91,19,14,32,0,3,8,3,0,6,5,0,5,25,19,44,16,7,20,20,0,11.4,48.1,51.4,48.4,42.3,45.9,50.5,0,0,0,0,0,3,3,0,5,4,3,9,9,7,13,0,0,0,0,0,0,9,8,16,39,19,57,3,13,11,27,7,37,19,17,35
SSC40826,801,803,1605,317,188,504,121,165,290,13,23,42,32,32,64,488,409,898,222,277,502,6.6,7.8,7.1,60.9,50.9,56,56.3,46.8,52.1,44,37,88,3,16,14,135,156,287,67,52,125,126,65,190,8,11,16,5,17,22,138,93,230,637,618,1259,154,150,302,359,370,725,401,374,771
SSC40827,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,100,0,75,100,0,75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,3,5,9,0,0,0
SSC40828,48,44,87,29,12,38,3,8,15,0,0,0,0,0,0,33,26,58,15,17,25,0,0,0,68.8,59.1,66.7,66.7,45.5,60.9,0,0,0,0,0,0,0,5,6,0,10,13,14,7,20,0,3,3,0,0,0,13,7,24,52,49,99,0,0,0,36,31,67,14,13,22
SSC40829,50,38,85,14,7,25,4,10,13,3,0,3,0,0,0,24,16,40,19,12,31,0,0,0,48,42.1,47.1,42,44.7,48.2,0,0,0,0,6,3,5,4,4,0,0,3,11,0,6,0,0,0,0,0,0,6,0,7,36,34,76,7,3,13,24,23,47,16,11,29
SSC40830,222,263,487,87,59,138,47,76,125,3,6,13,9,4,19,146,143,294,70,111,175,6.2,2.8,6.5,65.8,54.4,60.4,61.7,53.6,56.7,26,28,57,5,22,24,56,68,124,17,30,43,28,9,41,0,0,0,6,7,11,34,20,52,207,244,447,52,47,101,132,152,282,115,140,256
SSC40831,4,0,5,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,100,0,80,100,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,7,0,0,0,9,0,7,0,0,0
SSC40832,462,498,966,201,110,311,60,165,220,11,16,28,22,20,43,298,309,609,134,162,301,7.4,6.5,7.1,64.5,62,63,58.9,58.4,57.9,6,16,24,3,23,25,41,79,114,29,48,75,142,55,200,3,9,10,3,15,21,151,80,225,434,457,894,57,79,141,299,314,614,191,212,403
SSC40833,29,35,63,9,0,7,4,9,12,3,0,0,0,0,0,18,14,28,13,22,37,0,0,0,62.1,40,44.4,55.2,25.7,30.2,0,0,0,0,0,0,0,0,0,0,0,0,12,7,17,0,3,3,0,0,0,14,12,20,30,35,74,0,0,0,26,24,52,9,5,18
SSC40834,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
SSC40835,5382,5279,10662,2858,1709,4565,674,1353,2029,144,181,322,319,276,591,3987,3521,7505,1134,1539,2672,8,7.8,7.9,74.1,66.7,70.4,68.3,61.4,64.9,503,405,912,91,127,215,900,1105,2008,538,556,1087,950,582,1533,51,51,105,65,96,159,1069,728,1798,4656,4690,9343,1507,1432,2935,2357,2342,4695,3494,3443,6939
SSC40836,3,3,4,3,0,3,0,3,3,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,100,100,100,100,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,3,4,0,0,0
SSC40837,588,667,1256,280,190,478,98,177,269,12,22,31,17,23,41,410,406,817,147,224,376,4.1,5.7,5,69.7,60.9,65,66.3,58.3,61.9,61,58,120,16,32,51,139,183,320,49,56,106,80,44,126,8,7,18,5,8,7,92,55,155,573,607,1180,86,117,199,391,428,814,244,273,522
SSC40838,6,6,12,0,0,3,0,0,0,3,0,3,0,0,0,3,3,6,3,0,9,0,0,0,50,50,50,50,0,50,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,10,5,12,0,0,3,9,5,15,0,0,0
SSC40839,9,8,15,11,3,12,0,0,0,0,0,0,0,0,0,11,3,11,0,0,4,0,0,0,122.2,37.5,73.3,122.2,37.5,80,0,0,0,0,0,0,0,3,3,3,0,3,0,0,5,0,0,0,0,0,0,0,0,5,10,7,21,0,4,7,8,6,16,4,5,8
SSC40840,804,912,1716,183,96,277,97,179,272,16,26,42,38,16,55,330,318,645,425,556,988,11.5,5,8.5,41,34.9,37.6,36.8,33,34.4,11,13,24,15,16,34,64,85,148,60,97,160,195,101,297,9,12,23,19,25,44,216,147,359,698,818,1512,125,139,261,458,538,994,346,366,710
SSC40841,22,21,43,8,10,10,3,6,10,0,0,3,3,0,0,15,12,30,4,7,12,20,0,0,68.2,57.1,69.8,50,76.2,53.5,0,0,3,0,0,0,4,3,8,0,0,3,3,5,7,0,0,0,0,0,0,3,3,11,15,20,38,5,0,4,10,15,26,7,8,18
SSC40842,564,586,1148,305,138,441,74,225,303,28,25,51,8,12,20,415,401,819,126,155,281,1.9,3,2.4,73.6,68.4,71.3,72.2,66.2,69.3,13,8,22,7,9,18,47,102,151,56,66,126,185,85,271,6,15,25,12,14,28,206,112,317,641,653,1289,57,86,144,454,438,892,214,250,462
SSC40843,1579,1743,3321,590,294,887,211,448,662,55,37,90,53,53,105,904,839,1740,593,813,1404,5.9,6.3,6,57.3,48.1,52.4,54.2,44.7,49.4,32,44,76,18,50,62,154,210,363,131,213,342,445,175,622,20,26,45,48,53,99,512,249,759,1527,1654,3179,177,186,369,1104,1172,2273,557,598,1158
SSC40844,549,561,1110,288,155,441,67,175,240,21,20,38,20,13,27,394,363,753,129,173,305,5.1,3.6,3.6,71.8,64.7,67.8,68.5,62.4,64.8,17,14,34,3,18,23,38,89,130,38,57,93,172,67,233,9,14,21,8,22,34,186,104,288,539,536,1073,90,102,188,371,378,747,219,225,447
SSC40845,438,521,966,196,103,300,79,127,205,6,10,17,8,17,22,291,253,545,123,242,363,2.7,6.7,4,66.4,48.6,56.4,64.2,46.1,54,59,47,103,11,15,30,134,146,277,26,45,73,31,22,52,3,4,10,7,13,21,38,45,86,423,500,921,53,96,153,310,353,659,154,231,388
SSC40846,131,137,269,68,44,115,13,40,55,6,7,10,3,6,10,90,99,185,36,38,75,3.3,6.1,5.4,68.7,72.3,68.8,66.4,66.4,66.9,13,10,23,7,7,11,34,27,62,12,17,27,23,10,29,0,4,4,0,0,0,23,9,30,140,151,284,17,20,39,102,117,218,48,49,100
SSC40847,146,134,281,72,35,105,23,36,56,3,0,8,3,3,4,99,73,172,33,52,91,3,4.1,2.3,67.8,54.5,61.2,67.1,53,60.1,0,3,3,3,4,3,3,15,20,10,13,21,39,20,61,3,0,3,0,0,3,47,22,68,149,138,282,6,9,24,125,115,235,34,25,56
SSC40848,832,956,1794,372,218,587,114,246,359,22,40,58,43,27,73,548,533,1083,234,388,623,7.8,5.1,6.7,65.9,55.8,60.4,61.1,52.7,56,26,66,97,14,24,41,133,179,314,79,95,176,195,96,294,6,9,15,4,11,19,210,118,325,813,926,1744,124,135,265,549,623,1176,341,410,753
SSC40849,11,10,17,3,0,4,0,4,4,0,0,0,0,0,0,3,4,5,3,6,8,0,0,0,27.3,40,29.4,27.3,40,47.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,11,12,24,0,0,0,5,9,16,0,0,3
SSC40850,6,5,9,3,3,5,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,100,60,88.9,50,60,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,0,0,6,3,8,0,0,0
SSC40851,452,478,932,178,72,255,49,136,184,19,7,28,11,6,22,261,227,492,163,217,379,4.2,2.6,4.5,57.7,47.5,52.8,54.4,45,50.1,3,3,4,5,0,6,14,26,36,19,51,67,116,56,173,3,4,12,8,11,18,129,74,199,420,450,872,63,74,134,317,327,643,154,178,328
SSC40852,7,3,14,3,0,9,0,3,4,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,57.1,233.3,64.3,42.9,100,92.9,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,3,5,6,11,0,0,0,0,0,0,4,3,7
SSC40853,14,14,30,10,3,6,0,0,0,0,0,0,0,0,0,10,3,13,7,4,15,0,0,0,71.4,21.4,43.3,71.4,21.4,20,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,7,7,11,8,27,3,0,3,6,4,11,9,4,12
SSC40854,42,32,75,24,11,38,8,14,17,3,0,3,0,0,0,36,31,62,7,3,5,0,0,0,85.7,96.9,82.7,83.3,78.1,77.3,0,0,0,0,0,0,3,5,8,0,0,0,12,0,7,0,0,0,0,0,0,10,3,14,41,29,74,5,3,8,36,25,55,14,11,20
SSC40855,4,3,6,0,0,4,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,75,133.3,150,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,5,4,4,5,3,8,0,0,0,4,3,6,0,0,0
SSC40856,10,6,9,7,0,4,0,3,3,0,0,0,0,0,0,10,3,12,0,0,0,0,0,0,100,50,133.3,70,50,77.8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,12,7,20,0,0,0,5,0,11,3,3,6
SSC40857,9,22,33,6,3,15,0,3,3,0,3,4,0,0,0,9,10,24,3,6,7,0,0,0,100,45.5,72.7,66.7,40.9,66.7,0,0,0,0,3,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,7,18,25,0,3,3,7,17,24,0,4,4
SSC40858,25,17,40,12,6,20,4,5,13,0,0,0,0,0,0,19,16,32,3,0,3,0,0,0,76,94.1,80,64,64.7,82.5,0,0,0,0,0,0,0,0,3,0,3,3,11,0,11,0,0,0,0,0,0,11,0,9,24,28,51,0,0,0,19,27,46,3,0,0
SSC40859,43,26,66,8,9,19,4,3,7,0,0,0,0,0,0,16,7,27,15,12,32,0,0,0,37.2,26.9,40.9,27.9,46.2,39.4,0,0,0,0,0,0,0,0,0,3,3,4,9,0,12,0,0,0,0,0,0,7,3,13,33,20,51,3,7,12,20,16,37,13,10,22
SSC40860,8,3,17,4,3,4,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,50,0,23.5,50,100,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,8,0,0,0
SSC40861,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,133.3,0,0,133.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0
SSC40862,494,476,964,170,65,238,88,172,260,20,16,32,26,8,33,298,260,562,169,195,364,8.7,3.1,5.9,60.3,54.6,58.3,56.3,53.2,55,8,8,18,13,20,30,55,63,118,31,64,95,144,54,198,0,7,12,9,18,31,160,88,243,464,436,905,84,73,157,308,283,595,230,224,455
SSC40863,6,3,13,4,0,5,0,0,3,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,50,100,53.8,66.7,0,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,3,4,4,0,0,0
SSC40864,140,127,267,83,33,113,14,52,66,6,9,15,4,0,5,105,94,199,25,24,47,3.8,0,2.5,75,74,74.5,73.6,74,72.7,0,0,3,0,3,4,9,24,28,6,11,17,52,15,64,0,0,3,3,0,6,58,19,77,166,131,291,20,17,40,109,90,201,66,49,116
SSC40865,379,367,752,121,57,176,44,93,140,10,4,10,19,9,28,191,162,355,154,169,327,9.9,5.6,7.9,50.4,44.1,47.2,46.2,42,43.4,3,3,7,3,6,8,29,31,52,23,40,63,106,71,170,10,4,12,8,11,16,119,81,201,319,315,640,69,64,134,214,220,432,159,153,310
SSC40866,1869,1988,3851,737,577,1323,319,459,785,46,58,103,87,93,177,1196,1188,2386,573,689,1265,7.3,7.8,7.4,64,59.8,62,59,55,57.4,120,132,256,46,78,123,366,478,843,141,153,294,274,152,426,23,20,36,23,30,58,319,205,522,1597,1670,3275,385,411,793,1043,1157,2204,899,907,1809
SSC40867,12,7,17,3,0,8,0,0,0,0,0,0,3,0,5,10,7,13,3,3,3,30,0,38.5,83.3,100,76.5,25,0,47.1,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,3,3,4,3,6,8,6,0,5
SSC40868,24,21,49,15,8,26,0,5,5,4,0,6,0,0,0,23,15,37,3,9,13,0,0,0,95.8,71.4,75.5,79.2,61.9,75.5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,27,30,57,0,0,0,28,24,56,0,0,0
SSC40869,56,38,96,28,15,41,11,10,26,0,0,0,3,0,3,43,29,69,12,10,18,7,0,4.3,76.8,76.3,71.9,69.6,65.8,69.8,0,0,3,0,0,0,5,3,4,3,9,8,19,3,21,0,0,0,3,0,3,23,3,27,49,35,89,8,9,13,38,23,59,15,15,37
SSC40870,2070,2166,4236,758,304,1063,188,556,743,75,83,155,98,62,158,1119,1002,2119,804,979,1782,8.8,6.2,7.5,54.1,46.3,50,49.3,43.5,46.3,13,9,21,3,20,27,60,141,204,70,125,192,558,288,848,26,58,87,19,65,86,607,416,1023,2047,2151,4195,272,254,526,1557,1600,3153,661,695,1350
SSC40871,837,889,1730,400,191,585,125,299,424,20,26,49,27,27,52,564,542,1105,236,316,551,4.8,5,4.7,67.4,61,63.9,65.1,58,61.2,93,76,167,32,62,95,225,248,471,89,84,174,93,46,138,0,5,6,8,19,27,104,68,173,864,943,1809,87,92,183,635,720,1353,281,293,569
SSC40872,23,21,41,13,3,16,0,13,8,0,3,3,3,0,3,19,16,31,3,5,10,15.8,0,9.7,82.6,76.2,75.6,56.5,90.5,65.9,0,0,0,0,0,0,0,3,3,0,4,5,4,3,7,0,0,0,4,0,4,12,3,15,30,23,49,5,3,9,15,9,28,9,6,22
SSC40873,90,100,187,13,14,31,13,14,33,0,5,3,0,0,0,28,37,66,41,38,83,0,0,0,31.1,37,35.3,28.9,33,35.8,0,0,0,0,0,0,0,6,13,0,5,5,3,0,4,3,3,5,0,0,0,8,5,9,94,95,194,4,4,9,78,82,158,10,8,17
