SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC40791,4,4,15,8,0,0,38,0,7,3,12,6,4,3,0,29,9,31,25,29,35,17,3,0,154,3,15,20,37,32,15,3,4,118,18,32,41,56,59,27,0,0,230,4,7,0,0,0,0,0,0,12,3,0,10,6,3,3,0,0,26,23,32,47,61,61,27,0,3,265,0,0,0,0,0,3,0,0,8,22,3,9,27,22,14,4,0,107,62,93,112,173,171,86,19,9,722
SSC40792,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,4,4,6,3,0,0,0,25,3,5,8,12,7,3,0,0,43,8,11,14,16,20,3,3,0,84,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,9,8,13,16,27,22,3,3,0,100,0,0,0,0,0,0,0,0,3,8,4,7,12,9,9,5,3,46,23,29,38,56,42,19,7,4,219
SSC40793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,4,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,14,5,10,11,11,3,7,0,0,48
SSC40794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,6,0,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,5,7,0,0,0,24
SSC40796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40797,171,118,70,42,14,8,615,0,50,62,55,46,33,12,0,248,116,444,387,243,178,110,47,17,1542,26,121,108,143,131,85,37,29,683,78,140,135,173,120,89,56,25,819,9,4,13,14,8,3,6,0,52,4,9,24,29,18,13,10,0,115,92,158,168,215,147,109,66,27,986,3,11,13,14,12,13,8,6,77,34,71,46,65,42,56,83,52,451,285,1025,950,851,627,453,270,145,4604
SSC40798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40799,3,0,0,3,0,0,3,0,0,0,3,5,3,0,0,7,0,19,18,20,13,7,7,0,75,3,5,12,22,15,9,8,0,73,20,37,29,35,36,26,12,0,191,4,4,3,0,0,0,0,0,18,3,3,0,0,4,0,0,0,14,29,44,33,39,44,23,12,0,226,0,0,0,0,0,0,0,0,7,11,4,4,16,15,13,7,14,89,41,71,69,103,80,66,38,14,480
SSC40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,8,4,3,0,0,0,18
SSC40801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11
SSC40802,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,6,3,9,12,0,9,3,3,0,38,0,0,4,16,6,6,0,0,35,14,34,17,35,20,7,5,0,133,3,5,4,3,0,0,0,0,13,7,3,7,3,4,0,0,0,21,18,43,28,35,26,7,3,0,165,0,0,0,0,0,0,0,0,0,10,14,9,11,15,15,9,11,82,35,71,51,62,65,32,18,8,336
SSC40803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,3,5,0,0,0,12
SSC40804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40805,32,52,50,38,13,4,213,3,0,21,30,28,6,3,0,85,38,73,128,159,122,79,16,8,624,5,9,26,42,41,35,11,9,178,16,25,25,31,25,20,5,4,159,0,0,3,0,0,0,0,0,4,3,0,7,10,5,5,3,0,37,23,27,33,36,39,25,5,4,198,0,0,0,0,3,8,0,4,14,16,3,14,7,24,18,7,8,96,83,141,249,326,306,214,52,42,1412
SSC40806,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9
SSC40807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,4,8,5,0,0,0,0,16
SSC40808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,3,3,10,0,11,7,0,0,33
SSC40810,17,18,6,6,0,0,72,0,7,6,8,14,7,0,0,39,23,50,53,32,29,3,4,0,201,3,14,13,22,28,13,3,3,104,18,29,21,39,20,11,10,6,157,3,4,5,3,3,0,0,0,19,0,5,6,4,5,0,0,0,20,21,37,35,42,29,18,10,9,194,0,0,0,0,0,0,5,0,3,3,7,9,5,3,7,6,0,40,47,137,133,132,107,57,22,15,656
SSC40811,3,3,3,8,0,0,20,0,0,3,4,5,4,0,0,16,4,17,18,7,15,26,4,0,94,4,20,18,29,35,34,3,0,144,29,75,57,75,88,81,38,0,443,9,4,6,3,0,3,3,0,32,3,6,6,10,9,10,11,0,58,42,85,67,86,101,95,48,3,525,0,0,0,5,3,3,0,0,9,39,22,22,41,49,56,53,28,306,84,147,129,176,212,225,111,37,1116
SSC40812,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,3,0,3,0,0,8,0,0,0,0,4,0,0,0,9,4,4,0,8,3,3,3,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,5,9,3,3,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0,18,3,15,6,10,18,18,3,0,68
SSC40813,46,10,5,0,0,0,104,0,12,10,0,0,0,0,0,27,36,171,132,37,21,9,0,0,413,18,60,61,37,13,4,8,3,203,51,97,113,55,34,18,11,10,388,10,16,11,3,0,0,0,0,51,5,16,12,11,9,3,0,0,53,69,128,130,75,46,24,14,10,493,3,7,9,0,0,0,0,0,19,37,32,41,52,37,26,27,9,260,168,449,430,219,120,71,46,22,1512
SSC40814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,3,0,0,5
SSC40815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,3,0,12,0,3,6,9,0,4,4,3,32
SSC40816,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,7,0,3,4,0,3,0,16,0,0,0,0,6,3,0,0,11,0,3,3,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,5,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,11,7,6,7,7,3,55
SSC40817,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,18,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,8,10,9,0,0,36
SSC40818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,8,0,0,0,4,3,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,6,6,3,5,4,0,0,31
SSC40819,52,9,13,8,0,0,158,0,15,10,7,13,5,0,0,64,55,189,112,51,48,22,10,0,481,8,47,28,37,29,17,8,7,176,14,46,37,32,27,29,21,8,212,7,6,4,0,3,0,0,0,21,4,3,6,5,5,7,3,0,33,29,54,43,42,39,34,27,8,265,3,9,5,3,0,3,0,0,27,15,28,18,16,5,10,17,16,127,111,405,279,169,151,93,62,35,1296
SSC40820,17,47,36,22,6,0,149,0,4,12,11,19,8,0,0,52,15,56,96,52,69,47,18,4,362,6,21,39,60,57,51,13,6,253,25,46,47,69,49,37,24,9,297,0,0,0,0,3,0,0,0,8,3,5,3,5,11,11,4,3,44,30,55,50,75,64,50,30,9,351,0,0,0,8,3,4,0,0,21,18,3,5,19,22,30,16,4,115,71,151,221,261,271,218,87,26,1297
SSC40821,50,26,24,12,3,3,157,3,6,20,12,10,8,5,0,65,35,144,123,64,41,48,16,11,491,12,51,50,42,63,49,24,18,315,38,77,46,76,64,64,50,23,441,15,6,9,12,9,0,0,0,49,0,4,11,9,3,11,8,3,56,57,89,64,97,80,74,60,28,544,3,5,3,0,3,4,9,0,35,29,32,35,29,19,31,53,29,248,132,371,346,269,235,227,168,97,1853
SSC40822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,7,0,0,0,6,0,0,12,7,4,7,0,0,27,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,4,9,9,4,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,3,6,7,4,0,0,27,5,5,17,25,14,8,7,0,80
SSC40823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,4,3,5,0,0,0,14
SSC40824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,9,0,0,0,3,6,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,7,10,6,3,0,27,0,3,5,13,17,5,7,0,56
SSC40826,25,5,0,0,0,0,88,0,6,0,3,3,0,0,0,14,35,134,63,37,13,4,6,0,287,10,38,27,30,15,6,0,0,125,31,50,43,25,18,17,6,4,190,8,3,3,4,0,0,0,0,16,10,4,3,3,3,5,0,0,22,45,51,49,35,23,20,6,3,230,0,0,0,0,3,4,0,0,9,21,30,28,17,7,25,32,72,231,118,314,192,126,61,62,40,80,991
SSC40827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC40828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,4,0,0,0,13,0,11,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,24,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,0,11,0,17,9,8,8,8,0,0,55
SSC40829,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,3,6,4,0,0,21,3,11,3,6,9,7,0,0,45
SSC40830,20,10,10,3,0,0,57,0,0,7,9,0,10,0,0,24,10,30,24,29,21,13,3,0,124,0,3,15,8,12,3,3,3,43,3,3,10,9,14,5,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,4,5,10,8,14,6,3,3,52,0,0,3,4,0,0,4,0,7,4,4,4,3,0,7,3,9,31,19,45,76,66,58,38,22,13,335
SSC40831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40832,3,0,4,5,0,0,24,0,7,4,8,3,3,0,0,25,5,14,43,21,25,8,3,0,114,3,18,14,26,18,5,4,0,75,16,44,34,40,39,11,10,0,200,7,3,5,0,0,0,0,0,10,0,0,0,5,3,4,0,0,21,19,48,35,45,52,13,6,3,225,0,0,0,3,0,0,0,0,11,10,9,3,12,17,3,17,0,82,36,94,104,119,121,47,33,3,553
SSC40833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,17,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,8,8,3,6,0,0,0,27
SSC40834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40835,327,121,46,17,4,3,912,7,53,79,42,27,9,3,0,215,192,838,570,231,117,46,8,4,2008,130,285,268,236,118,45,11,0,1087,256,413,310,264,187,78,20,5,1533,26,26,25,12,9,6,0,0,105,21,26,25,37,21,14,5,0,159,297,473,364,310,218,97,25,8,1798,15,27,20,16,10,15,0,0,95,95,176,112,105,59,47,35,38,660,747,2216,1749,1055,591,277,81,55,6780
SSC40836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40837,30,25,21,9,3,0,120,3,8,11,6,15,8,0,0,51,8,92,81,69,48,28,9,0,320,6,17,15,30,21,18,3,0,106,17,26,23,31,20,5,3,0,126,6,9,7,4,0,0,0,0,18,0,0,3,3,3,3,0,0,7,22,30,31,33,24,11,3,0,155,0,0,0,5,0,3,0,0,6,13,8,6,12,11,8,5,6,77,52,188,176,179,132,80,25,6,834
SSC40838,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10
SSC40839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,8
SSC40840,0,0,7,8,3,0,24,0,3,4,9,7,9,3,0,34,6,13,19,15,32,34,13,0,148,0,9,13,28,32,53,17,5,160,19,47,32,37,45,58,38,12,297,9,4,0,0,7,3,0,0,23,0,0,3,8,9,10,13,3,44,27,48,39,44,61,77,52,15,359,0,0,0,0,7,3,0,3,14,10,7,14,6,31,57,47,51,223,43,90,97,112,173,237,137,81,963
SSC40841,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,3,0,0,3,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,10,4,6,7,7,9,7,3,0,37
SSC40842,5,9,3,3,0,0,22,0,3,3,3,3,0,0,0,18,4,28,60,32,12,13,5,0,151,3,16,40,30,19,9,0,0,126,13,43,68,56,60,30,4,0,271,3,3,12,3,0,0,0,0,25,0,3,5,6,0,7,6,0,28,17,49,88,62,62,35,11,0,317,0,0,0,0,0,0,3,0,8,3,7,11,8,11,7,4,0,65,33,106,202,144,109,65,22,0,694
SSC40843,16,19,14,11,6,0,76,0,3,10,15,18,15,3,0,62,12,47,82,75,58,55,27,6,363,6,16,53,102,77,51,28,6,342,50,65,102,126,109,100,50,16,622,11,3,3,10,5,9,0,3,45,4,3,13,21,12,27,14,8,99,60,76,116,156,126,142,58,21,759,3,0,0,0,4,4,7,0,25,27,11,31,38,44,52,62,79,332,106,162,309,397,348,324,187,116,1962
SSC40844,6,9,13,7,0,0,34,0,3,3,8,9,0,0,0,23,10,30,27,22,27,9,3,0,130,9,19,14,23,17,11,0,3,93,22,44,57,54,40,18,6,0,233,4,11,4,0,3,0,0,0,21,4,5,4,7,4,6,0,0,34,30,60,64,64,49,25,4,0,288,0,0,0,3,0,3,0,0,5,15,9,8,14,14,10,0,3,78,63,129,132,138,123,60,11,7,658
SSC40845,5,32,33,12,7,0,103,0,4,4,9,4,7,0,3,30,14,27,46,68,51,47,16,4,277,0,6,3,16,15,13,11,0,73,5,3,10,18,11,7,0,0,52,5,4,0,0,0,0,0,0,10,4,0,3,9,5,0,0,0,21,11,6,9,20,16,7,3,0,86,0,3,0,4,0,0,0,0,6,13,4,8,18,11,14,3,0,72,42,61,80,169,131,96,43,8,632
SSC40846,0,10,5,3,0,0,23,0,0,0,4,4,7,0,0,11,6,7,15,14,15,7,0,0,62,0,3,10,3,7,5,0,0,27,3,3,7,4,6,3,3,0,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,7,8,8,7,3,0,30,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,17,7,20,36,42,44,28,6,0,185
SSC40847,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,8,3,3,6,3,0,0,20,0,4,7,3,9,3,0,0,21,7,8,13,13,12,3,3,0,61,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,11,13,14,14,4,3,0,68,0,0,0,0,0,0,0,0,0,3,0,5,3,3,3,3,0,29,19,20,25,27,28,23,5,3,152
SSC40848,28,12,7,7,0,0,97,0,10,11,3,5,3,0,0,41,27,99,96,38,30,17,6,9,314,10,27,40,37,27,21,5,3,176,23,66,70,48,37,17,15,18,294,3,4,0,3,0,0,0,0,15,0,0,8,0,4,3,0,3,19,23,66,77,54,39,25,17,20,325,0,6,3,4,3,3,0,3,22,10,19,17,23,17,12,19,22,131,69,268,266,174,131,82,54,59,1100
SSC40849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,0,13
SSC40850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,6,0,0,0,9
SSC40851,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,6,3,3,17,5,3,0,36,0,12,8,11,17,11,6,0,67,25,40,22,27,29,16,8,0,173,0,4,0,0,3,0,0,0,12,0,3,3,4,3,3,0,0,18,28,47,29,32,38,18,9,3,199,0,0,0,0,0,0,0,0,6,7,12,14,12,6,24,19,8,103,32,80,53,63,83,65,36,11,421
SSC40852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
