SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC40811,3,0,0,0,4,6,0,0,0,6,3,0,8,0,8,0,0,3,0,7,23,0,14,0,42,13,4,24,0,39,99,5,16,0,123,48,13,17,0,80,52,15,13,0,81,44,20,10,0,68,25,20,4,0,42,20,16,3,0,36,15,31,4,0,47,7,13,0,0,24,3,8,0,0,14,9,0,0,0,7,3,3,0,0,5,30,26,16,0,69,3,0,3,4,11,398,180,128,3,720
SSC40812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,3,3,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,7,0,37
SSC40813,9,11,10,0,28,6,3,3,0,13,4,6,16,0,20,3,0,10,0,7,9,17,22,0,47,10,17,28,3,60,64,30,30,10,134,25,50,34,0,106,23,52,22,6,104,19,44,18,5,87,9,44,11,0,71,11,40,4,3,56,24,74,3,0,109,14,40,4,0,59,6,15,0,0,23,0,14,3,0,14,0,4,0,0,9,14,56,15,0,85,10,5,4,0,23,258,536,231,29,1054
SSC40814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9
SSC40815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,8,0,0,17
SSC40816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,3,3,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,30
SSC40817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,0,0,10,12,0,0,18
SSC40818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,9,10,0,0,22
SSC40819,6,0,3,0,7,0,0,3,0,5,0,0,0,0,4,0,0,8,0,9,11,8,3,0,21,6,3,3,0,17,26,4,9,0,38,23,11,12,3,38,38,25,6,0,71,30,18,13,0,60,15,13,3,0,29,18,8,4,0,27,28,33,3,3,67,14,27,0,0,48,5,25,0,0,28,9,14,0,0,19,9,25,0,0,34,17,23,10,0,54,4,0,0,0,4,267,233,79,11,589
SSC40820,3,3,0,0,10,10,0,0,0,6,3,3,3,0,10,3,0,3,0,3,9,0,4,0,10,5,3,10,0,20,29,0,0,0,30,29,3,10,3,48,27,10,3,3,48,19,10,10,0,37,21,13,8,0,42,17,12,3,0,35,24,42,7,0,80,26,36,3,0,66,17,25,0,0,45,10,18,0,0,28,26,44,0,0,66,23,40,9,0,80,3,0,0,0,3,302,281,75,13,663
SSC40821,4,3,0,0,8,3,0,0,0,5,3,0,8,0,11,3,0,0,0,4,22,3,5,0,29,3,10,11,3,28,66,9,12,3,92,49,15,18,9,85,55,18,15,0,86,52,36,20,4,112,28,27,14,0,70,29,24,8,0,57,37,66,8,0,114,19,61,6,0,79,14,34,0,0,48,10,14,0,0,22,7,26,3,0,36,20,46,20,0,83,8,0,0,0,4,420,384,142,26,976
SSC40822,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,5,0,0,0,7,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,19,10,0,0,36
SSC40823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7
SSC40824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,15
SSC40826,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,6,0,0,0,3,10,4,3,0,22,11,3,3,0,18,26,5,8,0,40,11,13,4,0,25,22,18,7,3,53,14,9,8,0,35,13,23,3,0,36,13,14,0,0,27,19,23,6,0,50,9,10,0,0,26,12,4,0,0,22,6,13,0,0,16,0,3,0,0,4,18,11,4,0,38,0,0,0,0,0,186,156,48,14,406
SSC40827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40828,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,16,0,0,33
SSC40829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6,4,12,0,20
SSC40830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,10,3,0,3,0,4,6,0,3,0,6,4,0,8,0,16,0,0,3,0,3,3,0,0,0,4,4,5,0,0,5,4,6,0,0,16,4,7,3,0,14,9,12,4,0,22,3,4,0,0,9,3,4,0,0,13,3,16,0,0,16,0,7,4,0,8,0,0,0,0,0,52,69,35,4,156
SSC40831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40832,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,3,0,6,3,3,6,0,8,19,9,4,0,29,11,7,5,0,24,15,12,11,0,39,14,11,3,3,34,8,14,0,0,21,6,9,0,0,17,20,17,3,0,34,10,17,0,0,27,0,10,0,0,15,3,4,0,0,8,4,6,0,0,8,10,17,10,0,31,0,0,0,0,0,132,131,50,5,314
SSC40833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,7,3,0,20
SSC40834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40835,36,8,15,3,67,3,6,3,3,21,14,7,11,3,36,8,12,18,0,33,24,25,18,3,64,31,22,45,0,95,71,41,32,6,151,72,70,40,4,186,108,102,49,14,268,124,131,46,7,308,82,116,35,4,240,78,134,33,3,256,178,287,43,13,522,125,223,15,3,362,66,117,3,3,193,42,80,4,3,131,56,170,0,3,222,98,196,25,0,324,12,10,4,0,25,1230,1756,425,93,3504
SSC40836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40837,0,0,0,0,4,0,0,3,0,3,0,0,0,0,3,0,0,4,0,3,6,0,3,0,9,3,3,3,0,6,18,0,4,0,28,7,4,3,0,14,9,3,10,0,26,8,10,3,0,24,13,8,3,0,26,16,3,0,0,23,10,22,8,0,41,18,17,3,4,45,9,20,0,0,28,8,6,0,0,17,18,40,3,0,58,12,28,7,0,42,0,0,0,0,0,156,175,66,6,398
SSC40838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSC40839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8
SSC40840,4,0,0,0,4,7,0,0,0,6,3,0,3,0,4,0,0,0,0,3,17,0,10,0,23,12,0,12,0,31,76,3,11,0,93,46,5,10,0,68,48,20,7,0,80,29,20,0,0,50,16,7,4,0,31,21,9,0,0,28,23,18,0,0,37,10,10,0,0,19,3,5,0,0,13,3,4,0,0,9,10,5,0,0,16,14,19,8,0,38,3,0,3,0,8,346,132,78,7,559
SSC40841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,16
SSC40842,0,0,3,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,6,3,4,0,12,4,0,0,0,4,19,3,9,0,30,11,3,3,0,20,11,14,4,0,25,11,15,3,0,30,7,22,5,0,29,14,17,3,0,35,22,51,0,0,74,15,38,0,0,57,5,24,0,0,30,4,11,3,0,19,3,19,0,0,22,11,30,0,0,36,3,0,0,0,3,145,245,41,4,432
SSC40843,3,0,0,0,3,4,0,0,0,6,4,0,3,0,4,0,0,4,0,4,43,0,9,0,46,14,4,20,0,35,72,7,9,0,87,61,8,17,0,81,75,18,28,4,123,45,26,14,0,88,35,34,8,0,77,26,32,10,0,64,63,57,4,0,134,26,53,4,0,80,17,33,0,0,50,8,15,3,0,26,19,34,0,0,58,32,60,8,0,100,5,4,3,0,17,554,398,129,7,1094
SSC40844,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,0,11,6,0,4,0,11,13,3,7,0,27,12,4,7,0,21,21,11,3,0,41,5,16,4,0,26,10,11,3,0,26,12,24,3,0,40,28,32,0,0,55,18,16,0,0,40,5,8,0,0,12,8,3,0,0,13,6,11,0,0,18,19,26,10,0,54,3,3,0,0,5,166,172,56,0,396
SSC40845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,3,0,0,0,3,3,4,3,0,11,9,3,0,0,8,3,3,0,0,5,9,5,0,0,12,11,13,3,0,22,8,12,0,0,17,10,13,0,0,18,4,11,0,0,19,33,77,3,0,114,9,30,3,0,41,0,0,0,0,0,107,161,15,0,291
SSC40846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6,0,3,4,0,4,4,3,0,0,7,4,4,0,0,9,5,7,3,0,9,5,10,0,0,11,0,3,0,0,5,10,14,0,0,21,0,4,0,0,9,0,0,0,0,0,35,47,16,0,100
SSC40847,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,7,5,6,0,0,10,9,0,0,0,10,3,3,0,0,7,0,3,0,0,4,0,0,0,0,7,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,3,0,0,6,6,8,0,0,12,0,0,0,0,0,48,38,7,0,89
SSC40848,3,0,0,0,8,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,3,7,0,9,3,4,7,0,10,32,4,15,0,45,13,7,10,0,35,17,18,7,0,49,18,15,11,3,40,9,27,12,0,49,18,18,5,0,37,26,35,10,0,79,19,42,5,0,61,10,24,0,0,33,4,7,0,0,19,3,15,0,0,21,8,23,12,0,48,3,0,0,0,7,198,249,100,12,559
SSC40849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6
SSC40850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40851,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,9,0,3,0,18,5,0,3,0,4,35,6,6,0,50,17,9,9,0,33,18,13,5,0,34,19,9,3,0,31,6,9,0,0,18,12,4,0,0,16,4,3,0,0,13,8,3,0,0,12,6,3,0,0,11,0,0,0,0,3,0,8,0,0,7,18,7,0,0,33,6,3,0,0,12,162,85,42,8,295
SSC40852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5
SSC40854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,3,0,30
SSC40855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC40856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SSC40857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,8
SSC40858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,15
SSC40859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,12
SSC40860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,10,0,12,0,19,13,0,3,0,21,16,5,9,0,32,25,17,0,0,42,12,16,3,0,31,8,13,0,0,20,11,9,3,0,21,17,27,3,0,46,3,5,0,0,14,6,5,0,0,6,3,3,0,0,5,5,4,0,0,12,18,15,3,0,36,0,0,0,0,0,159,122,42,0,325
SSC40863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,5,3,5,0,0,5,3,6,0,0,7,0,4,0,0,8,0,7,0,0,10,8,11,0,0,19,0,10,0,0,10,3,11,0,0,9,3,0,0,0,3,3,0,0,0,5,3,5,0,0,9,0,0,0,0,0,31,60,9,0,99
SSC40865,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,9,8,0,10,0,11,34,4,5,0,44,12,6,4,0,23,11,8,0,0,25,4,5,5,0,17,4,12,0,0,17,4,8,0,0,12,16,4,0,0,22,3,0,0,0,5,3,3,0,0,7,0,8,0,0,7,0,0,0,0,0,8,0,5,0,15,3,0,0,0,4,132,68,33,0,230
SSC40866,8,4,3,5,13,3,0,3,0,9,0,4,6,0,13,3,3,3,0,8,23,0,12,3,45,0,6,16,0,29,50,8,24,4,83,18,22,22,11,65,16,22,17,3,61,23,23,14,3,71,25,26,17,0,71,22,17,15,4,57,52,49,14,9,123,43,56,7,0,108,32,31,0,0,65,14,25,3,0,45,29,52,3,0,83,23,45,11,3,76,3,0,0,0,9,390,404,193,47,1033
SSC40867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4
SSC40868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,13
SSC40869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,12,13,3,0,29
