SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC40127,3,3,5,29,24,53,0,0,0,8,8,19,0,0,0,24,30,51,0,0,0,0,0,0,0,0,0,0,0,0,33,32,64,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,28,31,60,19,12,37,0,0,0,150,151,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,6,106,83,191,0,0,8,0,0,0,109,85,190,7,6,19,273,250,518
SSC40128,0,0,0,3,3,5,0,0,0,0,0,4,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,29,0,0,0,0,0,0,16,10,29,0,0,0,28,22,50
SSC40129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,18
SSC40131,0,4,5,20,22,42,0,0,0,0,0,3,0,0,0,24,29,53,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,3,3,0,3,4,0,3,0,0,0,0,0,0,10,10,18,6,3,13,0,0,0,82,64,148,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,47,19,63,0,0,0,0,0,0,46,19,70,27,24,43,160,109,269
SSC40132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,7,10,3,15
SSC40133,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,3,5,10,0,0,0,7,7,15
SSC40134,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5
SSC40135,0,3,3,23,18,38,0,0,0,3,0,4,0,0,0,29,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,39,0,0,0,0,0,0,66,63,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,37,38,74,0,0,0,0,0,0,37,38,74,7,12,20,108,117,218
SSC40136,0,0,0,12,7,20,0,0,0,0,0,0,0,0,0,4,10,15,0,0,0,0,0,0,0,0,0,0,0,0,13,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,3,3,0,0,0,37,34,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,36,0,0,0,0,0,0,20,15,40,3,3,11,63,56,123
SSC40137,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,23,0,0,0,0,0,0,11,14,23,4,5,4,19,16,42
SSC40138,0,0,0,10,28,34,0,0,0,3,6,9,0,0,0,32,32,64,0,0,0,0,0,0,0,0,0,0,0,0,29,23,52,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,71,77,151,3,5,8,0,0,0,151,171,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,142,3,0,7,0,0,0,70,74,144,22,22,42,249,269,516
SSC40139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,0,0,0,0,0,0,6,3,14,5,0,3,12,9,18
SSC40140,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,16,6,19
SSC40141,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,0,0,3,0,0,0,20,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,32,0,0,0,0,0,0,16,17,32,0,0,4,37,31,69
SSC40142,12,5,15,95,109,206,0,0,0,9,10,21,0,0,0,183,188,368,32,36,66,4,0,7,0,3,3,0,0,0,75,107,184,0,0,0,12,3,15,34,49,82,16,18,33,0,0,0,3,0,6,205,238,439,54,56,111,0,0,0,721,807,1531,20,4,20,100,12,108,0,0,0,0,0,0,0,6,7,0,0,0,0,6,7,502,396,900,3,6,6,0,0,0,503,407,906,187,168,357,1537,1408,2953
SSC40143,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,3,3,0,0,0,13,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,20,0,0,0,0,0,0,5,7,20,3,0,3,18,23,44
SSC40144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,4,0,0,0,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,0,0,0,0,0,0,11,7,15,4,3,9,25,20,42
SSC40145,3,0,3,32,43,74,0,0,0,17,9,24,0,0,0,92,72,161,0,0,0,3,0,3,3,4,3,0,0,0,17,24,42,0,0,0,0,0,0,17,16,35,3,6,6,0,0,0,3,0,3,41,44,84,24,25,49,0,0,0,239,249,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,185,395,0,0,0,0,3,3,204,189,401,43,36,78,496,472,969
SSC40146,11,21,34,19,28,53,0,0,0,3,7,5,0,0,0,64,55,111,0,0,0,4,10,14,0,0,0,0,0,0,7,4,16,3,3,4,0,0,5,3,6,6,3,3,3,0,0,0,0,0,0,4,10,12,8,14,27,0,0,0,127,141,269,6,0,3,8,0,10,0,0,0,0,0,0,0,4,5,0,0,0,5,3,6,236,209,445,0,5,5,6,3,10,245,219,459,81,52,129,473,437,911
SSC40147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,8,3,7,8,0,0,0,10,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,4,3,9,11,4,10,23,22,47
SSC40148,0,0,0,10,3,14,0,0,0,3,0,3,0,0,0,0,5,14,7,0,4,0,0,0,0,0,0,0,0,0,14,15,25,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,15,16,29,0,0,0,0,0,0,43,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,34,0,0,0,0,0,0,25,8,34,5,8,16,82,61,138
SSC40149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,12,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,3,5,11,0,0,0,16,11,30
SSC40150,3,3,6,8,3,13,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,12,0,0,0,0,0,0,17,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,8,3,12,3,0,4,36,24,58
SSC40151,0,0,7,5,4,7,0,0,0,0,5,3,0,0,0,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,6,4,11,0,0,0,26,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,100,0,0,0,0,0,0,48,52,100,10,11,21,89,97,182
SSC40152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,4,5,7,0,0,3,11,12,20
SSC40153,65,68,138,164,148,308,0,0,0,55,61,117,0,0,0,271,302,574,0,0,0,25,29,56,8,6,15,10,8,13,27,47,72,0,0,0,15,23,39,24,35,55,20,19,33,3,5,12,0,0,0,65,79,147,43,58,105,3,7,8,739,817,1561,66,80,150,76,69,151,4,0,4,4,0,4,0,0,0,10,12,21,12,12,23,563,476,1037,7,7,14,0,3,7,569,483,1051,120,136,253,1654,1666,3320
SSC40154,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,0,0,0,0,0,0,5,10,16,0,0,0,9,12,21
SSC40155,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,5,0,0,0,15,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,21,0,0,0,0,0,0,7,7,21,0,3,4,29,27,52
SSC40156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4
SSC40157,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,24,19,40,0,3,3,0,0,0,30,28,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,7,4,11,3,5,9,44,35,77
SSC40158,20,35,53,164,193,356,0,0,0,44,54,101,0,0,0,179,216,398,11,9,19,7,9,17,9,7,17,0,0,0,47,68,110,0,0,0,3,0,3,7,14,22,6,12,17,0,3,6,4,3,3,72,91,162,47,57,100,7,6,10,600,736,1338,3,0,3,0,0,0,6,3,8,0,0,0,0,0,0,8,9,16,10,9,17,901,881,1782,9,7,18,0,12,11,918,899,1813,172,148,320,1726,1830,3558
SSC40159,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,7,3,8,0,3,3,18,19,36
SSC40160,14,17,29,211,306,515,0,0,0,31,32,64,0,0,0,345,382,729,5,7,18,13,15,32,4,3,11,3,3,9,27,42,65,0,0,0,8,12,13,9,19,28,23,29,48,0,3,8,0,3,4,124,169,289,27,46,74,6,0,10,833,1072,1910,9,4,16,14,13,26,4,4,4,0,0,0,0,0,0,3,7,17,8,7,16,661,616,1279,0,9,10,0,5,8,667,628,1296,131,136,267,1677,1886,3564
SSC40161,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,7,11,16,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,4,7,7,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,25,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,27,0,0,0,0,0,0,11,13,27,0,0,0,37,33,72
SSC40162,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,12,16,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,17,3,0,8,0,0,0,22,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,34,0,0,0,0,0,0,22,10,34,6,0,3,46,38,88
SSC40163,0,3,3,27,16,40,0,0,0,3,0,3,0,0,0,11,14,26,0,0,0,0,0,0,0,0,0,0,0,0,29,22,53,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,26,52,3,3,6,0,0,0,99,82,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,26,75,0,0,0,0,0,0,51,32,77,7,12,20,156,127,285
SSC40164,52,57,110,145,187,331,0,0,0,31,45,72,0,0,0,384,463,847,3,4,4,86,95,177,5,3,4,0,0,0,41,39,83,0,3,3,4,5,14,9,9,19,8,10,14,3,9,12,0,0,3,90,131,225,30,46,79,5,9,12,851,1060,1916,118,97,213,90,41,133,5,3,9,0,0,0,51,40,91,0,13,17,56,51,104,722,598,1318,6,5,14,0,0,5,732,605,1335,148,165,314,2051,2077,4129
SSC40165,64,78,145,102,116,215,0,0,0,10,4,13,0,0,0,235,316,560,3,0,3,128,170,301,0,3,3,0,3,5,20,25,45,0,4,9,8,13,14,8,10,23,17,7,23,5,5,6,0,0,5,29,82,115,35,40,82,0,0,0,616,808,1426,32,18,47,56,49,101,3,0,4,0,0,0,10,3,12,4,11,16,11,19,29,765,705,1467,12,5,21,10,10,16,788,717,1500,144,144,291,1710,1824,3537
SSC40166,0,0,0,5,8,12,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,17,0,0,0,0,0,0,23,22,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,16,0,0,0,0,0,0,8,11,16,4,9,14,38,36,76
SSC40167,47,71,120,128,131,262,0,0,0,26,29,49,0,0,0,541,582,1127,0,11,11,184,206,390,3,7,5,4,0,4,20,35,50,17,21,37,10,4,15,10,23,36,10,20,34,0,4,0,0,0,0,80,99,175,64,63,130,0,0,3,1096,1232,2333,157,119,274,125,89,206,0,0,0,0,0,0,103,67,171,13,12,23,113,76,194,679,570,1246,3,8,9,4,6,11,691,584,1267,205,179,390,2434,2351,4781
SSC40168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5
SSC40169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,9,12
SSC40170,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,21,0,0,0,0,0,0,16,12,23,0,0,0,25,23,50
SSC40171,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,5,5,10,8,8,20,32,27,57
SSC40172,0,0,0,11,22,32,0,0,0,0,0,0,0,0,0,10,14,32,0,0,0,4,3,4,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,6,11,13,3,4,8,0,3,3,50,65,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,42,97,0,0,0,0,0,0,60,42,104,12,6,21,117,119,236
SSC40173,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
SSC40174,0,6,3,17,18,34,0,0,0,5,3,10,0,0,0,17,19,38,0,0,0,0,3,3,0,0,0,0,0,0,10,19,26,0,0,0,0,0,0,4,4,13,0,0,3,0,3,3,0,0,0,18,7,28,10,11,29,0,0,0,88,91,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,87,169,0,0,0,0,0,0,89,84,174,40,34,71,216,213,433
SSC40175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,15,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,15,0,0,0,0,0,0,4,8,15,4,3,8,25,20,44
