SSC_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SSC41019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,7,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,18
SSC41020,13,13,28,7,5,13,10,19,30,5,46,55,54,103,154,30,47,78,112,38,151,106,41,143,124,43,175,114,29,141,83,17,99,114,19,131,205,19,227,94,0,90,48,0,49,45,6,51,54,0,57,100,7,108,22,22,45,1342,484,1831
SSC41021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,8,17
SSC41022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41023,0,0,0,0,0,0,3,8,10,0,4,7,4,10,10,3,0,3,8,0,8,5,0,5,12,0,12,0,0,0,4,0,4,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,58,25,75
SSC41024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,18,5,23
SSC41025,0,0,0,0,0,0,0,4,3,0,5,5,0,3,6,5,4,4,0,7,7,10,0,10,14,3,13,0,3,3,0,5,9,0,0,0,5,0,5,4,0,3,0,0,0,0,0,0,3,0,3,8,0,6,0,0,0,49,39,86
SSC41026,8,8,21,3,13,16,16,36,59,13,60,71,54,120,178,61,44,109,109,37,142,75,36,114,101,36,137,94,18,111,67,6,76,68,9,75,135,10,148,71,0,72,33,0,34,14,7,19,13,0,13,85,7,93,16,21,36,1035,467,1509
SSC41027,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,18
SSC41028,0,9,11,3,3,7,9,13,16,3,22,26,16,64,87,22,35,51,82,21,110,46,15,65,63,18,75,46,7,50,35,3,37,31,0,36,28,3,32,12,0,12,12,0,12,4,3,12,5,0,5,34,0,36,3,10,14,462,229,693
SSC41029,15,49,64,11,17,21,6,39,51,3,64,69,33,90,115,16,88,112,50,63,114,59,116,171,79,117,194,84,94,179,61,107,173,65,91,158,161,118,287,110,17,127,92,17,101,80,110,190,308,16,322,129,42,167,9,29,39,1374,1292,2667
SSC41030,3,0,3,0,0,0,3,6,3,0,6,6,8,12,24,3,16,17,15,5,21,14,3,22,16,4,14,13,4,19,13,0,14,4,3,7,18,3,16,10,0,10,4,0,4,0,0,0,5,0,5,17,0,20,4,9,12,151,63,215
SSC41031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10
SSC41032,0,0,0,4,0,3,4,10,13,3,14,14,7,34,41,14,23,39,26,18,48,35,21,56,50,19,72,30,16,39,29,18,47,20,10,29,79,13,94,56,0,56,38,0,42,29,6,34,64,0,70,62,0,62,6,4,6,550,205,757
SSC41033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41034,12,7,18,7,9,13,7,36,47,5,64,68,31,101,133,51,74,117,137,46,184,95,37,132,152,45,196,125,27,160,99,21,127,128,24,153,208,32,238,140,0,142,120,0,126,52,10,65,86,0,86,167,5,169,18,33,45,1647,582,2226
SSC41035,0,0,0,0,3,3,4,9,10,0,9,10,3,13,17,3,3,8,36,11,46,18,6,24,21,3,22,15,4,20,4,0,4,8,0,8,3,0,5,4,0,4,3,0,3,0,0,0,0,0,0,7,0,7,4,4,10,128,66,198
SSC41036,9,13,17,4,7,10,5,32,30,5,46,47,16,99,114,15,73,93,54,43,97,46,34,75,60,44,104,66,29,92,51,28,78,43,18,62,115,20,139,63,3,72,40,4,46,17,8,28,36,3,37,67,12,80,7,15,20,714,528,1242
SSC41037,0,0,0,0,0,3,0,5,5,3,6,11,3,12,13,3,3,6,13,4,16,8,6,16,10,3,11,7,3,8,6,0,8,6,0,5,13,7,17,3,0,3,3,0,3,3,0,3,5,0,7,12,0,11,3,7,5,97,50,148
SSC41038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC41039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC41040,0,0,0,0,0,0,0,4,4,0,4,4,3,0,6,3,3,4,12,4,12,14,3,17,11,3,12,7,0,7,3,0,3,6,0,6,12,0,12,3,0,3,0,0,0,0,0,0,0,0,0,10,3,10,3,4,6,82,27,103
SSC41041,10,14,22,8,11,19,13,40,54,6,52,64,45,102,144,45,60,106,72,35,115,95,44,135,91,29,125,124,21,140,74,17,95,79,12,93,104,15,119,53,3,57,20,3,25,19,3,19,11,0,11,77,6,82,10,22,33,966,492,1456
SSC41042,26,14,47,6,6,6,10,14,22,8,24,26,27,37,62,37,32,70,88,34,119,78,45,130,112,75,188,108,50,160,115,73,187,114,47,158,249,43,289,192,11,200,126,8,131,89,12,100,147,3,150,143,18,163,3,8,8,1688,538,2226
SSC41043,0,0,0,0,0,0,0,3,5,0,4,4,0,0,3,3,0,3,8,3,9,8,3,7,10,4,12,20,0,23,9,0,8,9,0,9,17,3,20,8,0,8,10,0,10,10,0,14,14,0,14,14,4,20,0,0,0,141,27,168
SSC41044,15,39,54,11,20,28,13,57,66,7,103,111,18,146,166,27,88,121,64,80,142,72,93,162,111,91,200,91,88,181,80,83,168,69,61,132,165,103,269,136,15,149,78,10,88,89,81,168,236,9,246,133,61,190,11,33,43,1435,1249,2680
SSC41045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41046,4,9,14,3,7,9,3,19,21,8,53,65,22,69,85,21,17,39,44,16,65,46,21,62,58,10,69,43,5,52,26,10,38,48,8,50,75,9,80,69,0,70,54,3,54,29,10,30,52,4,54,60,7,70,5,23,29,672,292,959
SSC41047,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC41048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
SSC41049,9,3,15,14,14,25,3,44,47,8,77,81,40,206,244,43,82,129,185,93,280,132,69,203,169,72,242,153,42,198,150,29,177,144,15,156,231,18,250,134,5,134,61,3,62,35,5,37,44,0,44,156,9,170,18,29,45,1726,814,2547
SSC41050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,14
SSC41051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7
SSC41052,3,3,8,3,4,10,3,19,21,5,14,19,16,47,64,21,33,53,74,23,95,51,27,81,73,40,116,70,25,95,52,15,69,66,16,81,128,0,129,72,3,71,27,0,33,13,3,18,13,0,13,68,0,67,9,10,14,765,277,1050
SSC41053,0,7,9,3,3,9,3,19,23,6,26,33,23,74,91,23,30,58,83,20,101,46,34,79,51,20,74,53,14,63,31,12,39,25,4,31,49,3,58,20,0,18,12,0,12,3,0,5,3,0,3,53,3,57,9,26,30,508,293,804
SSC41054,0,0,0,0,0,0,0,0,0,0,3,3,0,15,18,7,12,21,11,6,17,13,4,22,22,4,28,14,0,16,12,3,19,10,3,13,24,3,31,21,0,21,14,0,14,13,0,14,40,0,40,40,3,41,3,4,6,246,64,308
SSC41055,10,7,13,6,5,10,9,29,38,6,59,70,35,85,120,21,40,59,71,27,104,66,31,106,71,25,96,79,32,109,69,33,96,72,19,88,134,19,147,94,0,90,60,0,60,23,0,30,35,0,36,72,4,80,15,26,38,938,443,1380
SSC41056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41057,12,16,24,8,18,31,8,57,70,6,90,98,52,156,207,35,60,96,74,50,130,79,72,151,83,53,137,105,43,142,57,33,96,60,27,89,100,28,126,57,6,62,32,6,33,23,5,30,16,0,14,70,28,92,3,22,25,879,775,1663
SSC41058,0,0,0,0,0,0,3,0,4,0,0,0,0,6,7,0,0,0,7,0,10,8,9,10,7,6,14,10,3,12,8,3,13,10,0,10,14,0,16,13,0,13,3,0,3,9,0,9,12,0,12,7,0,14,3,0,7,115,35,150
SSC41059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SSC41060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SSC41061,0,0,3,0,0,0,0,12,16,0,15,19,15,27,41,16,13,22,36,17,51,26,13,43,43,15,56,45,7,54,33,11,43,25,3,28,54,7,61,33,0,29,8,0,8,9,0,10,10,0,10,30,0,30,6,3,12,391,150,538
SSC41062,4,11,11,4,5,9,6,7,10,3,27,35,23,86,114,29,60,90,95,29,123,75,36,112,107,46,150,117,25,144,70,18,90,75,16,91,116,12,134,71,0,72,27,0,30,17,7,27,16,0,21,74,6,80,7,9,18,945,404,1350
SSC41063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41065,0,4,4,0,0,0,0,5,5,0,4,4,3,5,10,7,9,14,17,7,26,16,3,21,24,7,25,14,4,17,16,0,18,18,3,16,42,3,46,28,0,28,31,0,31,14,3,17,29,0,28,36,0,36,4,0,4,306,47,353
SSC41066,4,0,3,0,0,3,0,4,3,5,12,14,14,13,24,7,14,25,50,3,55,43,8,52,59,8,74,52,8,60,47,3,50,49,9,54,125,10,132,71,0,68,49,0,49,33,0,31,50,0,50,83,0,89,6,4,5,742,99,841
SSC41067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41068,0,0,0,0,0,0,0,3,7,0,3,3,9,9,11,0,3,5,3,3,5,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,4,5,6,32,30,59
SSC41069,0,3,4,3,9,6,0,7,6,0,14,15,10,20,32,3,8,12,16,11,28,10,4,20,12,6,26,14,3,13,9,3,10,10,0,10,16,7,23,9,0,9,8,0,8,0,0,0,0,0,0,18,0,21,3,10,12,148,99,247
SSC41070,6,3,7,0,5,5,6,18,24,13,32,45,14,60,76,12,19,36,58,19,80,37,30,68,57,15,70,53,16,68,27,9,36,38,9,43,71,6,79,38,0,38,14,0,14,10,3,12,10,0,10,48,4,49,4,8,12,520,262,785
SSC41071,13,14,27,0,3,6,12,29,44,11,35,41,25,60,84,25,23,53,65,24,94,59,31,91,55,32,85,68,9,77,45,6,54,53,3,57,57,12,66,39,0,39,9,0,15,5,0,7,6,0,7,66,10,74,6,14,22,618,316,933
SSC41072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC41073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,18
SSC41074,0,6,10,0,0,0,0,11,11,4,13,16,8,32,38,7,4,9,7,7,19,8,13,19,9,11,26,13,7,24,5,7,11,21,11,27,20,13,32,14,3,18,13,0,13,3,0,3,13,0,13,9,4,17,0,9,10,149,156,306
SSC41075,0,0,3,0,0,0,0,3,3,3,4,4,7,15,19,6,9,12,8,3,10,16,0,19,11,3,13,27,0,27,7,0,14,13,0,11,6,0,13,3,0,3,6,0,6,0,0,0,6,0,6,14,0,14,0,4,4,133,55,187
SSC41076,0,3,5,0,0,0,3,0,3,0,0,0,3,3,5,3,0,3,7,0,7,6,6,17,4,0,6,11,3,19,7,0,11,0,0,4,9,0,9,5,0,5,0,0,0,0,0,0,3,0,3,5,0,5,0,0,3,88,31,114
SSC41077,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,3,0,3,3,0,3,0,0,3,3,3,6,3,0,3,0,0,0,3,0,6,4,0,6,3,0,3,5,0,5,3,0,3,4,0,4,11,0,11,3,0,3,54,11,67
SSC41078,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,4,0,3,3,0,3,0,0,0,3,0,3,4,4,5,7,0,7,6,0,6,3,0,3,0,0,0,0,0,4,6,0,6,3,0,3,0,0,0,41,11,54
SSC41079,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,3,3,0,3,3,0,3,7,0,7,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,31
SSC41080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41081,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,4,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,6,27
SSC41082,0,0,0,0,3,0,0,3,3,0,4,4,0,7,12,3,3,5,0,0,0,3,0,3,5,0,5,0,0,0,3,0,4,5,0,5,3,0,3,3,0,6,4,0,4,0,0,0,0,0,0,9,0,9,0,0,3,51,26,72
SSC41083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41084,3,9,8,3,3,5,4,20,18,3,18,26,9,31,42,15,30,44,42,19,58,50,27,69,48,21,71,48,9,54,37,6,45,45,11,57,82,9,92,72,3,69,44,0,44,28,5,33,45,0,49,66,4,67,3,11,15,636,230,872
SSC41085,13,16,32,5,9,9,22,41,58,18,52,70,61,116,179,70,69,139,176,61,242,158,78,234,172,69,244,177,46,226,128,32,160,125,23,145,221,25,242,126,0,125,52,0,52,21,4,23,29,0,29,143,20,162,22,24,48,1736,682,2416
SSC41086,8,13,23,3,4,10,14,30,42,8,71,76,33,111,148,39,42,75,69,32,103,65,43,105,95,37,135,91,21,109,77,13,93,51,14,67,94,10,100,31,0,31,22,0,22,10,8,14,4,0,4,77,5,87,12,28,39,812,472,1282
SSC41087,3,8,10,6,8,8,3,20,22,12,36,46,37,77,115,37,42,79,81,25,107,74,38,105,77,34,112,105,26,130,64,12,76,54,12,63,91,6,94,36,0,43,20,0,20,12,0,12,12,0,12,50,3,53,10,24,33,787,359,1149
SSC41088,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8
SSC41089,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,5,3,7,3,10,3,0,7,9,0,10,4,4,8,7,0,7,7,0,11,23,0,20,11,0,11,12,0,12,0,0,0,9,0,9,22,0,22,0,0,0,122,15,142
SSC41090,12,33,39,4,10,14,10,61,74,8,70,82,59,164,218,35,68,107,177,68,242,137,76,210,195,67,258,163,40,210,128,27,159,125,32,149,217,28,242,147,0,145,91,3,91,54,13,65,71,0,71,149,3,158,17,32,46,1795,788,2579
SSC41091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41092,41,28,71,32,16,53,52,116,164,27,163,189,148,262,417,208,93,305,438,110,553,392,141,530,487,111,598,429,75,507,380,56,436,302,34,337,528,31,559,261,3,267,117,6,116,52,5,60,70,7,75,370,23,390,72,67,136,4409,1349,5758
SSC41093,36,24,60,16,14,31,41,69,110,42,86,132,140,195,332,178,93,274,372,97,466,348,157,507,457,162,618,473,88,562,367,54,421,332,26,359,563,33,594,286,9,296,117,0,117,61,0,60,60,3,65,360,20,386,40,33,71,4294,1160,5455
SSC41094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC41095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,3,0,0,0,0,0,3,3,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,19,7,27
SSC41097,0,0,0,0,0,0,0,0,3,0,3,7,3,5,7,0,0,3,7,0,6,8,3,13,0,3,5,13,0,10,0,4,5,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,4,58,27,83
SSC41098,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,3,4,0,4,7,0,4,7,0,3,4,0,4,8,0,4,6,0,10,3,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,49,20,65
SSC41099,0,0,3,3,0,7,0,15,15,3,11,7,10,30,37,8,17,30,40,17,55,18,10,30,28,9,36,28,4,34,20,3,22,26,3,27,30,3,35,20,0,20,11,0,11,3,3,4,6,0,6,20,0,20,8,3,12,277,129,399
SSC41100,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,3,0,3,7,0,4,5,3,6,5,0,9,4,4,7,3,0,3,12,0,12,6,0,6,0,0,0,3,0,3,0,0,0,9,0,9,3,0,3,0,0,4,58,17,78
SSC41101,9,12,20,3,8,11,12,42,51,6,72,80,25,96,116,22,50,76,72,44,119,52,42,88,72,36,104,67,27,91,40,29,68,45,18,63,87,17,102,53,3,50,33,3,37,8,9,17,30,4,30,58,13,67,8,26,33,691,539,1229
SSC41102,11,19,23,7,11,17,6,34,41,3,56,57,23,100,120,22,50,74,63,49,112,53,48,99,68,74,149,89,40,127,55,53,106,54,36,89,146,73,220,117,10,132,88,10,96,89,30,121,190,8,192,110,30,144,14,15,24,1198,744,1945
SSC41103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41104,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,3,0,3,4,3,0,3,7,3,9,3,0,3,0,0,0,5,0,5,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,5,4,9,39,18,59
SSC41105,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,3,0,4,3,0,6,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,33
SSC41106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,12
SSC41107,14,4,18,3,4,5,11,19,28,3,29,29,21,80,96,21,49,71,70,55,120,69,27,96,92,23,115,90,20,111,37,15,57,56,9,66,86,7,91,67,0,68,37,3,44,12,6,20,55,0,55,76,0,75,11,24,34,815,377,1193
SSC41108,0,0,0,0,0,0,0,3,3,0,3,6,4,3,9,3,0,0,3,0,7,3,0,10,3,4,6,3,0,3,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,3,0,3,41,20,60
SSC41109,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,18,7,20
SSC41110,12,13,22,5,3,10,3,24,28,3,34,39,14,97,111,22,41,64,50,42,93,37,47,81,46,48,94,48,37,88,28,27,55,42,12,56,67,22,92,49,6,49,33,5,32,19,7,27,47,0,45,44,12,48,7,12,21,575,495,1071
SSC41111,4,7,9,3,0,3,5,9,15,0,25,25,13,40,55,9,28,35,33,24,57,31,25,51,41,27,62,31,14,50,30,14,42,16,14,32,57,6,62,35,4,40,16,0,14,18,3,27,28,3,34,26,3,28,4,6,8,403,248,648
SSC41112,0,3,3,3,0,3,0,0,0,0,0,3,0,3,5,3,3,7,8,0,6,0,0,0,4,0,6,3,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,51
SSC41113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,17,0,17
SSC41114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14
SSC41115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SSC41116,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,5,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,22,5,27
SSC41117,0,0,0,0,0,0,0,4,4,0,0,0,6,4,7,0,0,0,0,0,3,3,0,3,3,0,3,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,31
SSC41118,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,5,0,5,3,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,17,19,38
SSC41119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC41120,0,0,0,0,0,0,0,3,3,0,4,10,9,58,66,5,21,25,39,3,46,20,6,29,19,14,30,22,3,27,15,6,22,21,0,24,23,0,23,8,3,5,0,3,3,4,0,4,3,0,7,15,0,15,3,13,9,207,144,350
SSC41121,4,0,4,0,0,0,6,0,4,0,0,0,3,4,3,3,0,3,7,0,7,9,0,9,12,0,9,5,0,5,7,0,10,6,0,6,12,0,13,3,0,3,0,0,0,3,0,3,6,0,6,7,0,7,0,0,0,93,4,94
