SSC_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SSC40662,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40663,0,0,5,0,3,0,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,4,0,5,0,3,0,3,0,0,26,0,0,4,0,0,3,0,0,0,6,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40664,0,4,11,18,22,17,7,0,0,87,3,0,0,0,3,7,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,14,26,21,13,3,0,105,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,17,17,23,23,13,3,0,113,9,0,3,4,4,10,23,21,9,83,0,0,0,0,0,3,3,3,3,8,15,9,19,18,35,35,36,26,16,204,3,3,4,10,10,10,3,0,0,35,4,0,3,10,16,11,4,0,0,52,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,12,16,23,22,3,0,0,88,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9
SSC40665,0,0,0,3,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40667,0,0,4,4,3,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,6,0,0,0,29,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,9,7,9,6,0,0,0,35,0,0,0,0,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40668,11,25,49,69,58,69,19,0,0,302,10,3,4,3,8,8,9,3,0,50,0,0,3,0,4,3,6,0,0,14,3,0,0,0,0,3,0,0,0,9,27,30,54,76,68,85,30,4,0,375,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,12,28,33,58,80,68,85,32,4,0,385,13,3,6,3,9,8,42,34,9,129,4,3,7,9,5,11,6,3,3,53,47,38,67,89,81,109,81,40,13,565,3,9,21,23,20,25,3,0,0,105,16,8,31,38,37,42,8,0,0,191,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,20,20,50,64,58,64,17,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3
SSC40669,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40670,4,0,3,3,7,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,3,7,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,7,3,3,0,0,25,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,4,6,7,7,0,0,0,33,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40671,0,6,61,72,59,38,7,0,0,251,9,17,29,15,18,18,15,3,0,121,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,12,25,95,87,77,63,22,3,0,386,0,0,5,11,3,3,0,0,0,22,0,7,3,0,0,0,0,0,0,8,0,7,6,11,3,3,0,0,0,32,14,38,105,103,78,61,22,3,0,411,20,19,14,9,12,23,37,27,17,191,5,3,8,3,3,4,3,3,0,33,34,57,122,115,96,91,64,36,21,639,3,14,61,42,58,39,6,0,0,211,14,30,42,50,28,33,10,4,0,207,0,0,8,3,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,16,36,105,92,90,73,15,4,0,434,0,3,9,3,3,0,0,0,0,14,5,7,3,5,3,0,0,0,0,20,5,4,10,7,6,0,0,0,0,41
SSC40672,0,24,96,105,94,71,13,4,0,403,6,26,25,26,12,23,22,6,0,139,0,0,3,3,0,0,0,0,0,15,0,0,0,0,0,4,3,0,0,3,6,53,125,125,106,95,37,6,0,557,0,4,6,9,0,3,0,0,0,26,3,4,3,0,0,0,0,0,0,13,3,5,13,8,3,4,0,0,0,40,13,57,134,133,108,106,43,6,0,595,40,20,15,8,11,26,82,65,49,307,0,3,6,4,3,3,6,0,3,29,48,87,145,142,119,132,122,73,50,930,0,24,74,51,64,53,9,0,0,275,27,47,50,49,55,46,12,3,0,295,0,6,10,3,6,6,3,0,0,37,0,0,0,0,0,0,0,0,0,3,33,74,132,108,129,109,25,3,0,608,0,0,4,0,3,3,0,0,0,14,10,3,0,4,3,3,0,0,0,22,10,9,4,7,8,3,0,0,0,38
SSC40673,4,11,63,106,128,88,18,0,0,413,16,42,23,20,30,22,22,3,0,176,0,3,0,3,0,3,0,0,0,11,0,0,3,3,0,0,0,0,0,8,25,58,96,127,154,111,37,3,0,610,0,3,4,0,0,6,0,0,0,18,16,9,0,3,0,0,0,0,0,25,16,12,6,3,3,4,0,0,0,45,37,66,101,134,152,117,38,8,0,657,92,27,5,7,14,18,61,60,11,299,0,3,3,5,3,9,3,0,0,32,132,97,113,142,173,143,104,65,18,979,3,11,40,50,83,46,9,0,0,241,47,42,31,55,86,55,24,0,0,336,5,0,3,3,3,3,0,0,0,24,3,0,0,0,0,0,0,0,0,4,52,54,86,111,173,101,28,0,0,603,0,0,3,5,0,0,0,0,0,9,7,3,3,4,3,3,0,0,0,28,7,3,9,9,3,3,0,0,0,32
SSC40674,0,20,70,57,31,21,17,0,0,210,8,13,20,9,10,8,10,3,0,82,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,9,26,95,72,42,32,26,3,0,297,0,0,4,10,0,3,0,0,0,18,6,0,0,5,0,0,0,0,0,9,6,3,3,11,0,7,0,0,0,30,13,30,96,78,47,32,24,3,0,328,121,24,26,16,12,18,26,17,4,259,0,4,11,7,5,3,0,0,0,39,133,59,134,106,66,59,51,20,6,630,0,0,44,33,21,14,5,0,0,119,3,11,33,14,8,17,8,0,0,95,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,19,78,50,41,27,14,0,0,228,0,0,10,0,4,3,0,0,0,16,0,0,3,5,0,0,0,0,0,5,0,3,12,3,4,3,0,0,0,19
SSC40675,0,0,7,8,19,17,0,0,0,56,0,4,0,3,4,5,3,0,0,26,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,10,11,9,29,22,8,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,11,9,29,26,8,0,0,89,6,3,0,0,0,3,6,3,0,18,0,0,0,0,0,0,0,0,0,3,8,8,10,9,25,25,11,5,0,108,0,3,3,7,14,3,0,0,0,29,4,3,3,9,12,6,3,0,0,38,0,0,0,0,0,3,0,0,0,3,3,0,0,4,0,0,0,0,0,4,7,7,10,16,24,9,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40676,0,0,3,8,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,17,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,3,0,0,24,0,0,0,4,4,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40677,0,3,0,4,8,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,4,4,0,0,21,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,7,8,4,4,0,0,24,0,0,0,3,5,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40678,6,20,31,57,68,45,12,0,0,239,6,3,7,4,12,15,3,0,0,49,0,0,3,0,5,5,4,0,0,18,0,0,0,0,0,0,0,0,0,3,14,25,35,57,87,67,23,0,0,306,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,3,0,0,0,9,19,24,39,57,87,75,23,0,0,319,25,5,7,0,3,22,35,25,8,127,3,0,0,0,6,4,7,3,0,19,41,34,41,60,96,99,59,30,8,463,4,6,16,17,37,25,0,0,0,109,15,7,12,26,40,25,9,0,0,133,0,0,10,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,18,19,34,49,79,54,10,0,0,262,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,3,0,0,0,8,5,3,0,3,0,3,0,0,0,14
SSC40679,0,10,34,49,38,8,10,0,0,147,0,8,23,9,11,4,4,0,0,54,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,0,22,61,53,41,8,10,0,0,213,0,0,12,9,3,0,0,0,0,23,6,3,3,0,0,0,0,0,0,17,9,5,8,6,3,0,0,0,0,35,14,31,75,64,50,9,10,0,0,248,12,7,13,5,3,7,12,11,3,71,0,7,9,7,9,3,0,0,0,32,24,40,90,68,64,19,23,15,3,348,0,6,23,18,15,10,0,0,0,76,6,11,20,21,8,3,0,0,0,68,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,8,6,22,48,39,27,10,0,0,0,158,0,0,8,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,7,0,4,4,0,0,3,0,0,0,16
SSC40680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40681,3,9,10,12,21,14,3,0,0,68,0,3,3,3,0,4,7,0,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,14,17,22,17,8,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,9,14,14,22,21,8,0,0,95,6,0,0,3,0,5,5,7,0,31,0,0,3,0,3,3,5,0,0,10,8,9,18,16,26,28,19,8,0,139,0,0,6,11,6,5,4,0,0,28,3,3,12,4,7,12,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,12,18,18,6,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40682,0,0,3,0,3,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,4,4,0,19,0,0,0,3,0,4,0,0,0,8,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40683,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40684,9,46,144,128,147,102,28,3,0,590,24,30,24,12,32,28,21,0,0,184,0,0,0,0,5,3,3,0,0,19,0,0,0,0,0,3,3,0,0,10,38,80,166,141,188,140,47,4,0,798,6,4,7,8,13,6,0,0,0,43,11,3,3,3,0,3,0,0,0,22,13,4,9,13,12,8,0,0,0,63,46,79,179,153,197,148,54,4,0,862,51,22,16,16,19,57,140,141,41,501,3,3,8,6,5,5,9,5,3,46,100,105,202,175,222,203,205,152,48,1412,0,31,77,51,108,52,6,0,0,326,43,43,58,63,105,73,29,3,0,420,3,0,5,4,9,8,3,0,0,30,0,3,3,0,0,0,0,0,0,7,51,78,143,128,221,135,32,3,0,779,4,4,9,0,3,3,0,0,0,17,9,3,8,0,3,4,0,0,0,19,7,9,14,0,8,6,0,0,0,41
SSC40685,0,0,0,4,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,3,0,0,6,4,5,0,0,0,21,0,0,0,3,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40686,3,59,239,199,126,76,13,0,0,711,29,43,92,62,40,33,11,0,0,318,0,0,8,3,3,7,0,0,0,16,0,5,15,8,0,5,3,0,0,37,38,109,351,267,168,121,22,0,0,1080,5,33,57,46,29,8,0,0,0,182,6,14,14,5,5,0,0,0,0,48,16,46,70,60,37,15,0,0,0,235,51,156,418,326,202,132,21,0,0,1316,131,78,96,92,111,149,151,80,32,914,13,16,34,40,31,18,19,15,0,184,191,244,555,457,350,300,195,90,28,2418,0,32,119,73,75,40,4,0,0,350,22,38,110,74,73,31,3,0,0,352,0,0,12,4,0,3,0,0,0,19,0,3,7,0,3,3,0,0,0,16,24,78,247,152,149,78,9,0,0,740,0,10,13,11,16,4,0,0,0,56,13,17,16,6,10,3,0,0,0,61,12,23,31,11,27,12,0,0,0,119
SSC40687,0,22,56,53,72,48,3,0,0,253,5,24,17,14,14,12,6,3,0,97,0,0,0,0,0,0,0,0,0,8,0,0,3,3,3,0,0,0,0,8,8,48,78,73,86,57,9,3,0,363,3,0,14,6,3,3,0,0,0,32,4,0,0,3,0,0,0,0,0,12,8,4,12,8,7,3,0,0,0,46,13,55,96,85,94,59,9,3,0,412,30,13,13,15,19,22,48,44,29,240,0,4,8,3,4,5,3,4,3,40,47,74,118,101,117,82,61,53,34,690,0,3,36,29,42,19,0,0,0,131,20,19,33,36,39,13,10,0,0,167,0,3,9,3,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,4,20,30,77,73,82,29,9,0,0,317,3,0,3,3,3,0,0,0,0,13,0,5,0,5,0,0,0,0,0,13,3,9,0,6,3,0,0,0,0,25
SSC40688,3,9,27,12,31,29,6,0,0,117,5,0,5,7,0,0,3,0,0,26,0,0,0,3,0,6,4,0,0,9,0,0,0,0,0,0,0,0,0,4,10,10,33,23,26,35,14,3,0,153,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,9,33,23,26,35,14,3,0,154,3,0,3,3,5,15,29,24,11,84,0,0,0,0,3,7,4,0,3,19,18,9,40,24,32,47,41,25,8,254,0,4,11,5,11,10,3,0,0,49,10,12,16,11,9,11,7,0,0,75,0,0,5,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,6,15,31,17,25,27,14,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
