SSC_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SSC41249,3,0,0,0,0,0,0,3
SSC41250,65,4,3,0,0,0,0,78
SSC41251,76,0,9,0,0,0,0,83
SSC41252,15,3,0,0,0,0,0,21
SSC41253,0,0,0,0,0,0,0,0
SSC41254,29,0,3,0,0,0,0,33
SSC41255,12,0,0,0,0,0,0,19
SSC41256,7,0,0,0,0,0,0,13
SSC41257,0,0,0,0,0,0,0,0
SSC41258,0,0,0,0,0,0,0,0
SSC41259,0,0,0,0,0,0,0,0
SSC41260,156,10,3,0,0,0,0,173
SSC41261,23,0,0,0,0,0,0,20
SSC41262,12,0,0,0,0,0,0,13
SSC41263,261,35,12,0,0,0,0,314
SSC41264,136,14,9,3,0,0,0,163
SSC41265,178,10,8,0,0,0,0,196
SSC41266,955,47,17,9,0,0,3,1031
SSC41267,16,3,0,0,0,0,0,22
SSC41268,431,31,31,3,0,0,4,502
SSC41269,257,25,9,0,0,0,0,295
SSC41270,169,0,6,0,0,0,0,177
SSC41271,6,0,0,0,0,0,0,8
SSC41272,3,0,0,0,0,0,0,7
SSC41273,24,5,0,0,0,0,0,33
SSC41274,0,0,0,0,0,0,0,0
SSC41275,683,55,30,12,3,0,5,799
SSC41276,575,44,29,8,3,0,3,669
SSC41277,776,81,40,19,0,0,4,918
SSC41278,633,55,44,3,0,0,4,737
SSC41279,778,99,62,21,3,6,10,978
SSC41280,169,15,14,3,0,0,0,206
SSC41281,121,7,9,0,0,0,0,141
SSC41282,0,0,0,0,0,0,0,0
SSC41283,0,0,0,0,0,0,0,3
SSC41284,7,0,0,0,0,0,0,13
SSC41285,0,0,0,0,0,0,0,0
SSC41286,20,0,0,0,0,0,0,21
SSC41287,3,0,0,0,0,0,0,3
SSC41288,11,0,0,0,0,0,0,11
SSC41289,9,0,0,0,0,0,0,8
SSC41290,21,0,0,0,0,0,0,16
SSC41291,0,0,0,0,0,0,0,0
SSC41292,35,3,3,0,0,0,3,45
SSC41293,11,3,0,0,0,0,0,12
SSC41294,0,0,0,0,0,0,0,0
SSC41295,4,0,0,0,0,0,0,4
SSC41296,0,0,0,0,0,0,0,0
SSC41297,19,3,0,0,0,0,0,24
SSC41298,199,13,8,0,0,0,0,227
SSC41299,256,15,7,0,0,0,0,279
SSC41300,245,19,4,4,0,0,0,276
SSC41301,167,13,7,0,0,0,0,193
SSC41302,375,41,28,4,0,0,0,443
SSC41303,3,0,0,0,0,0,0,3
SSC41304,377,44,27,3,0,0,0,456
SSC41305,664,75,40,3,0,0,6,788
SSC41306,0,0,0,0,0,0,0,0
SSC41307,941,70,26,9,3,0,3,1056
SSC41308,313,22,11,0,3,0,0,353
SSC41309,5,0,0,0,0,0,0,4
SSC41310,9,7,0,0,0,0,0,7
SSC41311,17,3,0,0,0,0,0,21
SSC41312,5,0,3,0,0,0,0,11
SSC41313,150,10,0,0,0,0,0,166
SSC41314,244,29,19,0,0,0,3,302
SSC41315,35,8,0,0,0,0,0,47
SSC41316,254,20,6,5,4,0,0,283
SSC41317,317,37,14,0,0,0,9,378
SSC41318,93,6,3,0,0,0,0,111
SSC41319,13,0,0,0,0,0,0,19
SSC41320,19,0,0,0,0,0,0,21
SSC41321,10,3,0,0,0,0,0,15
SSC41322,3,0,0,0,0,0,0,3
SSC41323,18,0,3,0,0,0,0,15
SSC41324,3,0,0,0,0,0,0,3
SSC41325,971,63,32,9,5,0,3,1082
SSC41326,3,0,0,0,0,0,0,7
SSC41327,6,0,0,0,0,0,0,6
SSC41328,13,0,0,0,0,0,0,18
SSC41329,0,0,0,0,0,0,0,0
SSC41330,3,0,0,0,0,0,0,3
SSC41331,36,0,0,0,0,0,0,35
SSC41332,7,0,0,0,0,0,0,7
SSC41333,157,25,15,3,0,0,0,198
SSC41334,183,23,20,8,0,0,7,233
SSC41335,18,0,0,0,0,0,0,22
SSC41336,24,0,5,0,0,0,0,29
SSC41337,13,0,0,0,0,0,0,13
SSC41338,63,13,8,0,0,0,0,81
SSC41339,527,40,11,5,0,0,3,588
SSC41340,245,7,6,3,0,0,0,264
SSC41341,0,3,0,0,0,0,0,3
SSC41342,3,0,0,0,0,0,0,3
SSC41343,395,29,15,6,0,0,3,439
SSC41344,29,0,3,0,0,0,0,34
SSC41345,28,4,0,0,0,0,0,27
SSC41346,0,0,0,0,0,0,0,0
SSC41347,3,0,0,0,0,0,0,6
SSC41348,13,0,0,0,0,0,0,12
SSC41349,8,0,0,0,0,0,0,11
SSC41350,57,3,4,0,0,0,0,68
SSC41351,54,3,9,0,0,0,0,62
SSC41352,8,0,0,0,0,0,0,8
SSC41353,417,50,13,3,0,0,0,482
SSC41354,161,18,3,0,0,0,0,186
SSC41355,211,20,3,5,0,0,0,237
SSC41356,4,0,0,0,0,0,0,3
SSC41357,0,0,0,0,0,0,0,0
SSC41358,3,0,0,0,0,0,0,3
SSC41359,4,0,0,0,0,0,0,7
SSC41360,277,23,6,4,0,0,3,313
SSC41361,168,15,5,0,0,0,0,186
SSC41362,399,18,9,3,0,0,0,424
SSC41363,3,0,0,0,0,0,0,3
SSC41364,46,0,0,0,0,0,0,52
SSC41365,34,0,0,0,0,0,0,37
SSC41366,4,0,0,0,0,0,0,4
SSC41367,0,0,0,0,0,0,0,0
SSC41368,0,0,0,0,0,0,0,0
SSC41369,79,4,0,0,0,0,0,87
SSC41370,5,0,0,0,0,0,0,5
SSC41371,358,23,7,5,0,0,0,396
SSC41372,234,21,13,5,0,0,0,271
SSC41373,16,3,0,3,0,0,0,31
SSC41374,72,9,3,0,0,0,0,81
SSC41375,4,0,0,0,0,0,0,4
SSC41376,0,0,0,0,0,0,0,0
SSC41377,3,0,0,0,0,0,0,3
SSC41378,0,0,0,0,0,0,0,0
SSC41379,13,0,0,0,0,0,0,13
SSC41380,175,7,7,0,0,0,0,194
SSC41381,0,0,0,0,0,0,0,4
SSC41382,582,51,39,6,0,0,3,685
SSC41383,109,10,9,0,0,0,0,127
SSC41384,5,0,0,0,0,0,0,8
SSC41385,0,0,0,0,0,0,0,0
SSC41386,0,0,0,0,0,0,0,0
SSC41387,0,0,0,0,0,0,0,0
SSC41388,201,14,11,3,0,0,3,228
SSC41389,0,0,0,0,0,0,0,0
SSC41390,87,3,0,3,0,0,0,90
SSC41391,33,0,3,0,0,0,0,37
SSC41392,3,0,0,0,0,0,0,5
SSC41393,4,0,0,0,0,0,0,4
SSC41394,12,0,0,0,0,0,0,10
SSC41395,3,0,0,0,0,0,0,3
SSC41396,377,30,15,3,0,0,0,425
SSC41397,3,0,0,0,0,0,0,3
SSC41398,79,8,0,0,0,0,0,85
SSC41399,22,0,0,0,0,0,0,23
SSC41400,22,3,0,0,0,0,0,24
SSC41401,5,0,0,0,0,0,0,5
SSC41402,113,11,9,0,0,0,0,131
SSC41403,3,0,0,0,0,0,0,8
SSC41404,0,0,0,0,0,0,0,0
SSC41405,52,3,3,0,0,0,0,59
SSC41406,432,30,19,4,0,0,0,484
SSC41407,212,34,21,3,0,0,0,269
SSC41408,4,0,0,0,0,0,0,8
SSC41409,0,0,0,0,0,0,0,3
SSC41410,0,0,0,0,0,0,0,0
SSC41411,5,0,0,0,0,0,0,5
SSC41412,26,4,3,0,0,0,0,34
SSC41413,0,0,0,0,0,0,0,4
SSC41414,23,4,3,0,0,0,0,37
SSC41415,23,0,0,0,0,0,0,28
SSC41416,0,0,0,0,0,0,0,0
SSC41417,31,0,0,0,0,0,0,41
SSC41418,383,39,10,0,0,0,0,431
SSC41419,0,0,0,0,0,0,0,0
SSC41420,8,0,0,0,0,0,0,12
SSC41421,11,3,0,0,0,0,0,17
SSC41422,109,13,3,0,0,0,0,125
SSC41423,0,0,0,0,0,0,0,0
SSC41424,100,6,3,0,0,0,0,107
SSC41425,7,3,0,0,0,0,0,7
SSC41426,3,0,0,0,0,0,0,3
SSC41427,9,0,0,0,0,0,0,9
SSC41428,18,0,0,0,0,0,0,21
SSC41429,99,17,3,0,0,0,0,118
SSC41430,49,0,6,0,0,0,0,57
SSC41431,5,0,0,0,0,0,0,8
SSC41432,12,0,0,0,0,0,0,11
SSC41433,27,0,0,0,0,0,0,27
SSC41434,9,0,0,0,0,0,0,9
SSC41435,3,0,0,0,0,0,0,3
SSC41436,35,0,0,0,0,0,0,34
SSC41437,13,0,0,3,0,0,0,13
SSC41438,3,4,0,0,0,0,0,9
SSC41439,3,0,0,0,0,0,0,3
SSC41440,47,3,3,0,0,0,0,52
SSC41441,3,0,0,0,0,0,0,3
SSC41442,0,0,0,0,0,0,0,0
SSC41443,28,0,4,0,0,0,0,33
SSC41444,3,0,0,0,0,0,0,7
SSC41445,325,14,10,0,0,0,0,350
SSC41446,3,0,0,0,0,0,0,3
SSC41447,0,0,0,0,0,0,0,0
SSC41448,292,21,3,0,0,0,0,322
SSC41449,11,0,0,0,0,0,0,10
SSC41450,376,30,6,6,0,0,3,426
SSC41451,3,0,0,0,0,0,0,3
SSC41452,3,0,0,0,0,0,0,3
SSC41453,10,0,0,0,0,0,0,11
SSC41454,4,0,0,0,0,0,0,4
SSC41455,456,16,11,0,0,0,0,483
SSC41456,148,11,0,3,0,0,0,164
SSC41457,381,30,20,0,0,0,0,435
SSC41458,69,3,3,0,0,0,0,81
SSC41459,14,0,0,0,0,0,0,15
SSC41460,114,3,0,0,0,0,0,125
SSC41461,34,4,0,0,0,0,0,33
SSC41462,4,0,0,0,0,0,0,4
SSC41463,199,7,3,3,0,0,0,218
SSC41464,265,26,27,0,0,0,6,335
SSC41465,0,0,0,0,0,0,0,0
SSC41466,0,0,0,0,0,0,0,0
SSC41467,0,0,0,0,0,0,0,0
SSC41468,38,3,0,0,0,0,3,46
SSC41469,0,0,0,0,0,0,0,0
SSC41470,4,0,0,0,0,0,0,4
SSC41471,3,0,0,0,0,0,0,3
SSC41472,263,14,4,0,0,0,0,281
SSC41473,19,4,0,0,0,0,0,21
SSC41474,400,22,5,0,0,0,0,434
SSC41475,178,5,7,0,0,0,0,195
SSC41476,0,0,0,0,0,0,0,0
SSC41477,33,0,0,0,0,0,0,39
SSC41478,129,4,3,0,0,0,0,134
SSC41479,67,3,3,0,0,0,0,79
SSC41480,5,0,0,0,0,0,0,5
SSC41481,117,13,3,0,0,0,0,133
SSC41482,3,0,0,0,0,0,0,3
SSC41483,260,13,4,0,0,0,0,278
SSC41484,641,41,21,3,0,0,4,711
SSC41485,5,0,0,0,0,0,0,5
SSC41486,0,0,0,0,0,0,0,0
SSC41487,20,0,0,0,0,0,0,24
SSC41488,11,0,0,0,0,0,0,19
SSC41489,230,27,13,4,0,0,10,282
SSC41490,7,0,0,0,0,0,0,12
SSC41491,216,21,5,0,0,0,3,246
SSC41492,106,10,3,0,0,0,0,122
SSC41493,8,0,0,0,0,0,0,9
SSC41494,3,0,0,0,0,0,0,3
SSC41495,221,14,15,0,0,0,0,249
SSC41496,27,0,0,0,0,0,0,28
SSC41497,7,0,0,0,0,0,0,7
SSC41498,252,17,6,4,0,0,0,275
SSC41499,431,22,17,4,0,3,0,483
SSC41500,4,0,0,0,0,0,0,5
SSC41501,0,0,0,0,0,0,0,0
SSC41502,218,26,20,0,0,0,3,268
SSC41503,37,8,0,0,0,0,0,43
SSC41504,5,0,0,0,0,0,0,5
SSC41505,0,0,0,0,0,0,0,0
SSC41506,0,0,0,0,0,0,0,0
SSC41507,6,0,0,0,0,0,0,6
SSC41508,0,0,0,0,0,0,0,0
SSC41509,3,0,0,0,0,0,0,3
SSC41510,5,0,0,0,0,0,0,5
SSC41511,13,0,0,0,0,0,0,13
SSC41512,0,0,0,0,0,0,0,0
SSC41513,22,3,0,0,0,0,0,24
SSC41514,12,6,0,0,0,0,0,15
SSC41515,5,0,0,0,0,0,0,4
SSC41516,10,0,0,0,0,0,0,10
SSC41517,0,0,0,0,0,0,0,0
SSC41518,9,3,0,0,0,0,0,13
SSC41519,19,3,0,0,0,0,0,24
SSC41520,7,0,0,0,0,0,0,7
SSC41521,21,7,0,0,0,0,0,27
SSC41522,0,0,0,0,0,0,0,0
SSC41523,31,3,4,0,0,0,0,37
SSC41524,537,35,14,3,0,0,0,592
SSC41525,12,0,0,0,0,0,0,14
SSC41526,0,0,0,0,0,0,0,0
SSC41527,0,0,0,0,0,0,0,6
SSC41528,74,9,4,0,0,0,0,86
SSC41529,0,0,0,0,0,0,0,0
SSC41530,4,0,0,0,0,0,0,4
SSC41531,19,3,0,0,0,0,0,21
SSC41532,8,0,0,0,0,0,0,8
SSC41533,93,10,0,0,0,0,0,106
SSC41534,34,3,0,0,0,0,0,39
SSC41535,0,0,0,0,0,0,0,0
SSC41536,24,0,0,0,0,0,0,20
SSC41537,248,16,10,3,0,0,0,272
SSC41538,12,0,0,0,0,0,0,12
SSC41539,3,0,0,0,0,0,0,3
SSC41540,8,0,0,0,0,0,0,8
SSC41541,170,12,3,0,0,0,0,184
SSC41542,0,0,0,0,0,0,0,3
SSC41543,0,0,0,0,0,0,0,0
SSC41544,8,0,0,0,0,0,0,6
SSC41545,11,0,0,0,0,0,0,14
SSC41546,86,6,4,3,0,0,0,100
SSC41547,6,0,0,0,0,0,0,10
SSC41548,5,0,0,0,0,0,0,9
SSC41549,4,0,0,0,0,0,0,4
SSC41550,513,30,21,6,0,0,0,576
SSC41551,0,0,0,0,0,0,0,0
SSC41552,490,31,9,5,0,0,4,536
SSC41553,137,7,0,0,0,0,0,152
SSC41554,543,37,15,3,0,0,0,602
SSC41555,321,33,17,3,3,0,0,378
SSC41556,0,0,0,0,0,0,0,3
SSC41557,85,6,7,3,0,0,0,101
SSC41558,0,0,0,0,0,0,0,0
SSC41559,316,15,4,0,0,0,0,336
SSC41560,19,0,0,0,0,0,0,17
SSC41561,0,0,0,0,0,0,0,0
SSC41562,0,0,0,0,0,0,0,3
SSC41563,9,0,0,0,0,0,0,13
SSC41564,0,0,0,0,0,0,0,0
SSC41565,13,0,0,0,0,0,0,16
SSC41566,0,0,0,0,0,0,0,0
SSC41567,4,0,0,0,0,0,0,4
SSC41568,3,0,0,0,0,0,0,3
SSC41569,32,3,0,0,0,0,0,36
SSC41570,0,4,0,0,0,0,0,3
SSC41571,352,29,18,0,0,0,6,404
SSC41572,0,0,0,0,0,0,0,0
SSC41573,215,23,10,3,0,0,0,250
SSC41574,473,47,55,5,0,0,10,591
SSC41575,231,21,16,3,0,0,0,271
SSC41576,399,52,50,3,3,0,10,521
SSC41577,6,0,0,0,0,0,0,4
SSC41578,3,0,0,0,0,0,0,3
SSC41579,0,0,0,0,0,0,0,0
SSC41580,23,0,0,0,0,0,0,27
SSC41581,7,0,0,0,0,0,0,8
SSC41582,0,0,0,0,0,0,0,0
SSC41583,5,0,0,0,0,0,0,5
SSC41584,14,0,0,0,0,0,0,17
SSC41585,6,0,0,0,0,0,0,10
SSC41586,244,39,26,0,0,0,0,317
SSC41587,0,0,0,0,0,0,0,0
SSC41588,329,33,20,0,0,0,0,385
SSC41589,4,0,0,0,0,0,0,4
SSC41590,0,0,0,0,0,0,0,0
SSC41591,0,0,0,0,0,0,0,0
SSC41592,4,0,0,0,0,0,0,4
SSC41593,4,0,0,0,0,0,0,4
SSC41594,0,0,0,0,0,0,0,0
SSC41595,257,12,22,0,0,0,3,295
SSC41596,24,0,3,0,0,0,0,24
SSC41597,43,3,0,0,0,0,0,50
SSC41598,44,4,3,0,0,0,0,52
SSC41599,51,0,0,0,0,0,0,53
SSC41600,12,0,0,0,0,0,0,16
SSC41601,551,38,8,6,0,0,3,606
SSC41602,36,3,0,3,0,0,0,45
SSC41603,32,3,3,0,0,0,0,38
SSC41604,0,0,0,0,0,0,0,0
SSC41605,6,0,0,0,0,0,0,6
SSC41606,29,4,3,0,0,0,0,34
SSC41607,0,0,0,0,0,0,0,0
SSC41608,0,0,0,0,0,0,0,0
SSC41609,3,0,0,0,0,0,0,7
SSC41610,11,0,0,0,0,0,0,11
SSC41611,11,0,0,0,0,0,0,7
SSC41612,28,0,0,0,0,0,0,32
SSC41613,0,0,0,0,0,0,0,0
SSC41614,5,0,0,0,0,0,0,12
SSC41615,15,0,0,0,0,0,0,13
SSC41616,0,0,0,0,0,0,0,0
SSC41617,0,0,0,0,0,0,0,0
SSC41618,3,0,0,0,0,0,0,4
SSC41619,0,0,0,0,0,0,0,0
SSC41620,3,0,0,0,0,0,0,9
SSC41621,31,0,0,0,0,0,0,30
SSC41622,1328,125,70,8,3,3,5,1541
SSC41623,77,3,0,3,0,0,0,81
SSC41624,13,0,0,0,0,0,0,13
SSC41625,7,0,0,0,0,0,0,8
SSC41626,12,0,0,0,0,0,0,18
SSC41627,263,26,11,0,0,0,0,293
SSC41628,190,14,12,3,0,0,0,218
SSC41629,214,13,5,8,0,0,3,243
SSC41630,240,20,13,0,0,0,3,275
SSC41631,219,15,0,0,0,0,0,232
SSC41632,344,21,8,4,0,0,0,372
SSC41633,335,28,13,5,0,0,0,383
SSC41634,6,0,0,0,0,0,0,6
SSC41635,0,0,0,0,0,0,0,0
SSC41636,4,0,0,0,0,0,0,3
SSC41637,3,0,0,0,0,0,0,3
SSC41638,7,0,0,0,0,0,0,7
SSC41639,0,0,0,0,0,0,0,0
SSC41640,3,0,0,0,0,0,0,3
SSC41641,0,0,0,0,0,0,0,0
SSC41642,125,11,3,0,0,0,4,139
SSC41643,4,0,0,0,0,0,0,4
SSC41644,61,3,5,0,0,0,0,70
SSC41645,11,4,0,0,0,0,0,12
SSC41646,10,0,0,0,0,0,0,11
SSC41647,7,0,0,0,0,0,0,6
SSC41648,879,86,28,4,0,0,9,1007
SSC41649,3,0,0,0,0,0,0,3
SSC41650,13,0,0,0,0,0,0,17
SSC41651,107,7,3,3,0,0,0,124
SSC41652,7,0,0,0,0,0,0,7
SSC41653,9,3,4,4,0,0,0,22
SSC41654,6,0,0,0,0,0,0,9
SSC41655,0,0,0,0,0,0,0,0
SSC41656,0,0,0,0,0,0,0,0
SSC41657,0,0,0,0,0,0,0,0
SSC41658,11,0,0,0,0,0,0,10
SSC41659,52,6,6,0,0,0,0,67
SSC41660,0,0,0,0,0,0,0,4
SSC41661,0,0,0,0,0,0,0,0
SSC41662,0,0,0,0,0,0,0,0
SSC41663,0,0,0,0,0,0,0,0
SSC41664,28,0,0,0,0,0,0,34
SSC41665,3,0,0,0,0,0,0,3
SSC41666,38,4,0,0,0,0,0,45
SSC41667,11,0,0,0,0,0,0,11
SSC41668,0,0,0,0,0,0,0,0
SSC41669,0,0,0,0,0,0,0,0
SSC41670,4,0,0,0,0,0,0,4
SSC41671,4,0,0,0,0,0,0,9
SSC41672,0,0,0,0,0,0,0,0
SSC41673,74,5,3,0,0,0,3,88
SSC41674,10,0,5,0,0,0,0,18
SSC41675,0,0,0,0,0,0,0,0
SSC41676,3,0,0,0,0,0,0,3
SSC41677,0,0,0,0,0,0,0,0
SSC41678,16,0,0,0,0,0,0,16
SSC41679,5,0,0,0,0,0,0,6
SSC41680,3,0,0,0,0,0,0,3
SSC49494,0,0,0,0,0,0,0,0
SSC49797,0,0,0,0,0,0,0,0
