SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC41007,0,9,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11
SSC41008,21,46,0,4,3,26,0,0,3,24,9,53,3,9,3,6,5,26,14,36,25,91,0,5,0,3,0,0,0,3,3,12,0,0,0,0,3,9,3,9,5,23,0,0,57,155
SSC41009,20,33,0,0,0,0,0,3,3,21,6,23,0,0,0,0,3,9,3,9,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,68
SSC41010,9,21,0,0,0,6,0,0,3,23,4,28,0,0,0,0,0,3,0,3,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,3,7,0,0,22,62
SSC41011,16,34,0,8,0,0,0,3,4,21,8,32,0,0,0,0,0,0,0,0,8,32,0,0,0,0,0,0,5,8,5,8,0,0,0,0,0,0,0,0,3,16,0,0,27,72
SSC41012,156,305,3,10,39,174,3,13,88,361,133,554,8,38,23,83,31,90,63,217,191,773,0,5,3,17,0,0,13,30,18,50,3,7,10,17,18,31,29,56,43,104,8,16,397,1197
SSC41013,5,19,0,0,0,0,0,0,4,8,4,8,0,3,3,6,0,0,7,11,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39
SSC41014,237,479,3,21,13,63,0,7,102,381,125,471,13,48,21,85,38,119,77,253,198,728,0,0,7,10,0,0,20,49,18,63,4,5,5,17,34,62,38,85,60,151,15,31,513,1390
SSC41015,90,171,0,0,3,14,0,4,31,107,34,130,3,11,0,5,9,28,17,43,46,172,0,0,0,3,0,3,12,31,19,40,0,4,3,9,4,15,10,24,30,62,3,3,164,407
SSC41016,9,23,0,0,3,12,0,0,0,13,8,21,0,4,0,3,3,4,4,15,10,31,0,0,0,0,0,3,0,3,0,9,0,0,0,4,0,0,0,4,6,7,0,0,20,67
SSC41017,158,312,6,32,15,67,4,13,71,285,93,394,11,34,7,27,17,61,31,119,122,513,5,14,4,31,3,13,20,57,34,115,0,0,7,19,20,38,25,58,60,169,3,7,341,1006
SSC41018,0,0,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
SSC41019,10,13,0,0,0,0,0,0,4,13,4,13,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,12,25
SSC41020,457,915,9,30,59,244,12,52,296,1145,371,1473,44,186,66,228,157,508,266,925,638,2391,0,3,15,56,4,28,65,158,87,242,14,48,39,87,102,218,152,348,238,594,21,48,1365,3950
SSC41021,8,6,0,0,0,8,0,0,0,10,3,18,0,3,0,0,0,10,3,15,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,14,43
SSC41022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41023,33,71,0,0,3,8,0,0,8,23,10,30,0,0,0,3,8,19,9,24,18,57,0,0,0,0,0,0,4,8,4,8,0,0,0,0,0,3,0,3,3,7,3,3,55,141
SSC41024,7,10,0,0,0,3,0,0,4,22,5,25,0,0,0,0,3,7,3,7,11,35,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,5,0,0,14,47
SSC41025,21,49,0,0,0,6,0,0,5,25,7,33,0,8,0,0,3,8,4,10,11,41,0,0,0,0,0,3,3,8,3,10,0,0,0,0,4,9,4,9,6,18,6,11,45,115
SSC41026,381,745,4,20,32,152,9,26,240,923,279,1118,19,70,29,104,75,229,123,408,405,1525,3,12,16,60,13,42,96,270,131,391,17,42,21,52,89,182,127,279,251,666,17,39,1056,2979
SSC41027,7,18,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24
SSC41028,304,600,3,10,13,45,0,3,66,245,76,309,0,11,6,15,23,68,26,94,104,402,3,11,10,23,4,15,21,56,36,111,5,8,4,15,14,26,21,51,61,163,0,0,466,1165
SSC41029,816,1607,0,3,36,160,3,9,195,706,239,879,17,76,59,206,62,184,144,469,377,1345,0,8,10,36,0,3,32,69,41,113,8,30,30,59,60,121,95,205,138,321,36,79,1374,3347
SSC41030,100,187,0,0,3,16,0,6,24,69,25,94,0,4,0,6,7,12,9,14,31,110,0,0,0,3,0,3,9,26,15,32,0,3,0,0,5,14,10,22,24,51,3,7,156,354
SSC41031,3,4,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13
SSC41032,214,421,5,28,28,126,3,14,131,516,174,685,26,99,32,120,34,106,92,331,264,1015,0,12,3,15,0,0,23,47,28,70,3,10,4,12,32,67,43,88,69,158,10,13,558,1611
SSC41033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41034,763,1502,3,24,47,201,17,87,259,981,332,1282,46,190,77,272,217,677,340,1138,672,2423,0,3,13,52,0,10,69,176,89,246,10,26,37,75,77,171,122,277,212,517,22,43,1669,4480
SSC41035,94,182,0,0,0,6,0,3,8,41,10,47,0,5,3,12,11,36,16,52,24,100,0,0,0,8,0,3,5,11,8,23,0,0,0,0,5,10,5,10,10,32,0,0,132,319
SSC41036,300,584,7,29,23,89,3,13,170,626,197,758,13,65,40,144,47,164,105,368,304,1126,0,4,3,10,4,18,36,87,44,120,7,26,10,16,50,100,61,145,105,264,20,37,726,2016
SSC41037,55,104,3,7,3,22,0,0,19,75,29,101,0,5,3,17,6,20,9,33,40,142,0,0,0,0,0,0,0,4,3,7,0,3,0,3,0,0,3,7,4,9,0,3,97,260
SSC41038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,3,3,3,0,0,5,5
SSC41040,35,70,0,12,0,12,0,0,9,30,13,57,0,0,6,19,6,20,15,38,26,95,0,0,0,0,0,3,4,4,3,6,3,9,6,9,8,16,16,36,21,43,0,3,78,208
SSC41041,297,604,3,26,35,160,11,34,319,1194,369,1406,20,76,22,73,50,169,91,317,461,1731,0,3,12,37,13,34,64,177,90,255,7,29,29,56,79,163,112,245,204,503,27,64,994,2895
SSC41042,658,1296,0,9,80,365,14,49,547,2017,636,2436,25,87,84,274,82,259,183,618,824,3054,0,0,24,84,7,11,92,221,115,314,16,54,27,70,40,96,85,218,203,527,31,67,1717,4955
SSC41043,51,98,4,24,6,31,0,13,35,148,54,208,6,24,10,38,5,14,20,73,72,281,0,0,0,4,0,4,4,15,7,26,0,0,3,5,0,8,6,12,15,34,3,7,146,426
SSC41044,682,1330,0,9,28,128,7,20,300,1084,343,1250,11,43,55,177,77,234,144,454,485,1702,3,10,16,57,0,0,81,184,100,244,9,19,44,92,70,146,119,255,221,501,56,114,1439,3651
SSC41045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41046,314,613,3,15,24,108,4,21,127,499,161,648,21,86,35,118,59,171,113,378,268,1028,4,10,5,27,3,9,27,77,39,122,6,22,10,24,32,69,52,114,94,235,3,9,682,1886
SSC41047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41048,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,11,3,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18
SSC41049,814,1613,10,36,65,311,21,99,384,1476,474,1925,36,143,47,166,121,377,206,686,684,2605,3,16,30,101,3,10,85,232,116,357,9,21,34,69,68,133,107,225,225,579,18,34,1738,4835
SSC41050,3,3,0,0,4,11,0,0,0,3,0,13,0,0,0,4,3,8,3,7,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28
SSC41051,0,0,0,0,0,3,0,0,0,12,3,15,0,4,0,0,0,0,0,4,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,7,26
SSC41052,317,628,0,14,24,112,4,29,182,677,217,829,18,80,31,97,57,186,102,360,321,1185,0,0,8,25,6,13,55,143,67,180,3,8,13,24,48,107,61,136,133,316,8,19,773,2147
SSC41053,215,423,4,22,13,57,8,32,72,264,94,373,4,15,15,50,36,116,56,184,153,553,3,12,15,34,5,10,62,154,78,213,0,0,9,18,48,105,60,128,141,341,5,15,516,1338
SSC41054,116,220,3,11,11,35,3,5,36,141,49,198,6,21,22,64,25,84,50,164,95,364,0,0,6,13,0,3,15,34,15,47,3,6,6,9,8,19,19,33,38,79,3,6,247,664
SSC41055,369,730,0,5,52,232,10,44,214,789,277,1074,27,106,50,174,62,203,137,487,416,1556,0,18,16,53,3,6,57,141,77,212,8,29,23,48,56,123,85,199,164,408,12,26,964,2720
SSC41056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41057,383,763,0,18,17,59,3,21,187,665,207,760,15,49,22,60,48,156,83,266,288,1032,0,3,8,37,4,11,58,134,77,190,11,29,25,62,68,141,109,232,182,421,42,83,893,2302
SSC41058,57,119,0,8,9,36,0,6,22,82,35,137,4,18,3,16,11,37,20,68,55,204,0,0,0,0,0,4,0,0,3,6,0,0,0,0,0,3,0,3,0,10,0,0,118,329
SSC41059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41060,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC41061,153,304,0,3,18,75,9,27,86,351,109,458,5,29,11,28,43,142,63,193,175,657,0,0,4,17,0,5,31,81,34,109,3,14,9,10,21,46,34,72,71,180,0,3,398,1137
SSC41062,350,690,3,21,33,164,11,50,223,813,270,1054,25,115,34,123,81,260,149,499,416,1554,0,5,17,63,4,14,62,170,88,248,8,22,11,25,65,137,87,184,176,433,12,21,953,2697
SSC41063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41065,127,251,8,32,20,89,0,5,60,256,91,376,16,75,19,72,35,114,71,257,166,633,0,0,0,5,0,3,5,12,11,21,3,9,0,0,6,19,12,30,19,48,4,6,312,945
SSC41066,296,575,4,30,48,196,7,35,143,579,205,848,28,109,45,166,114,358,193,626,394,1475,0,10,8,29,3,7,22,54,35,95,7,20,4,17,19,41,34,78,66,171,3,11,760,2234
SSC41067,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,3
SSC41068,8,21,0,0,3,18,5,9,8,39,15,62,0,5,0,0,0,3,4,6,18,72,0,0,0,0,0,4,5,18,7,23,0,0,0,3,0,3,3,3,8,27,0,0,36,113
SSC41069,85,164,0,0,4,20,3,15,32,126,41,160,0,0,3,13,3,17,8,30,51,190,0,0,0,3,0,0,4,18,7,23,0,3,0,0,7,12,11,21,13,42,0,3,151,403
SSC41070,200,391,0,0,18,71,8,28,88,341,110,437,12,53,19,54,50,168,76,271,193,702,3,12,13,37,11,32,42,112,67,192,4,15,10,17,52,112,66,148,136,333,8,18,532,1450
SSC41071,192,397,3,23,28,132,14,51,122,455,161,663,15,61,22,62,54,166,82,290,249,950,0,0,20,64,6,28,63,156,87,249,11,43,13,22,76,187,99,256,191,502,18,35,647,1884
SSC41072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41073,13,18,0,0,0,0,0,0,5,20,5,20,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,14,46
SSC41074,65,130,0,0,8,47,0,0,31,128,43,171,0,0,7,28,5,19,14,43,60,215,0,0,0,0,0,0,8,24,8,24,0,3,3,8,10,19,16,33,26,63,3,6,152,413
SSC41075,59,119,3,17,4,20,0,3,23,99,33,139,7,23,7,24,5,23,22,65,54,204,0,6,3,16,0,3,11,20,13,50,0,3,0,0,6,4,7,14,19,64,0,0,139,391
SSC41076,43,85,0,0,3,7,0,0,23,90,22,95,0,6,0,9,4,23,13,35,33,127,0,6,0,0,0,0,3,9,7,16,0,0,0,0,8,7,8,7,12,25,0,0,87,238
SSC41077,27,46,0,13,0,4,0,0,12,52,17,66,3,7,3,12,7,22,13,43,29,110,0,0,0,3,0,0,0,4,0,7,0,0,0,0,0,4,0,4,7,13,0,0,53,168
SSC41078,17,35,0,5,5,16,0,3,7,24,9,47,0,5,4,15,9,26,9,38,21,86,0,0,0,3,0,0,3,7,0,10,0,0,0,0,0,0,0,0,4,9,0,0,44,132
SSC41079,16,28,0,0,0,0,0,0,3,19,3,19,0,0,0,3,3,4,4,10,5,29,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,7,0,0,26,67
SSC41080,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SSC41081,7,14,0,0,3,8,0,0,10,30,12,38,0,3,0,0,0,3,0,7,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,61
SSC41082,21,45,0,0,0,5,0,4,11,33,13,39,0,4,0,7,3,7,3,18,17,60,0,3,0,0,0,0,4,21,6,23,0,0,0,0,3,7,5,7,10,35,0,0,52,137
SSC41083,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,12
SSC41084,267,526,6,24,24,107,7,17,150,573,181,716,13,56,33,119,57,187,109,365,286,1079,0,9,3,18,3,9,21,49,29,79,4,21,16,34,31,72,56,123,84,202,8,18,646,1830
SSC41085,670,1328,6,53,73,373,21,100,413,1593,510,2123,41,179,52,169,137,443,230,785,740,2914,5,31,22,83,18,56,131,361,180,535,21,56,23,55,122,271,163,387,349,914,27,63,1782,5218
SSC41086,288,573,7,51,23,120,11,50,186,734,231,955,13,46,34,108,55,167,98,322,329,1277,3,8,14,53,4,9,83,223,101,294,8,28,23,56,74,154,109,240,210,528,8,21,835,2398
SSC41087,314,635,6,17,37,169,6,38,157,598,205,830,26,95,28,100,59,193,113,386,313,1217,4,15,16,69,8,35,45,137,78,261,4,15,13,37,67,142,87,193,165,453,10,22,803,2325
SSC41088,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,5,10
SSC41089,55,113,4,16,7,20,3,7,29,126,37,162,3,16,6,14,13,37,24,72,63,235,0,0,0,0,0,0,4,9,4,9,0,0,0,0,5,10,5,10,9,17,3,3,129,372
SSC41090,732,1451,3,26,70,320,18,66,381,1462,471,1873,57,238,87,302,162,529,301,1066,770,2941,0,0,14,39,3,12,109,279,122,328,20,52,37,77,120,256,169,393,292,718,31,74,1832,5184
SSC41091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41092,1353,2703,47,262,209,1048,53,263,1147,4469,1458,6043,135,584,169,589,446,1449,746,2627,2202,8669,10,54,62,261,51,176,347,972,467,1459,42,142,68,177,352,785,467,1100,932,2564,79,168,4572,14104
SSC41093,1227,2494,46,279,212,1070,77,370,1065,4246,1400,5961,114,508,170,581,423,1370,712,2460,2109,8421,26,109,81,291,62,230,408,1148,577,1774,58,185,87,207,331,724,473,1118,1054,2890,63,129,4455,13938
SSC41094,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41096,16,27,0,0,0,0,0,0,4,19,4,19,0,0,0,0,0,5,0,5,3,25,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,3,24,60
SSC41097,35,62,0,0,0,0,3,12,5,33,8,38,0,0,0,5,0,4,4,5,10,48,0,0,0,6,0,0,7,20,4,27,0,0,0,0,0,8,0,8,13,32,0,0,55,148
SSC41098,13,30,0,0,0,3,3,6,14,68,17,78,0,6,0,7,8,19,10,32,26,109,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,8,4,11,4,11,0,3,46,151
SSC41099,142,277,0,0,8,40,0,4,61,237,68,286,4,17,4,20,16,48,29,88,97,369,0,0,0,8,0,0,16,50,18,56,0,5,4,9,12,24,15,35,30,84,3,5,273,735
SSC41100,32,65,0,0,0,7,0,0,15,53,17,56,0,3,0,3,3,6,3,20,19,73,0,0,0,0,0,0,0,3,0,3,0,4,3,4,0,4,3,10,3,13,0,3,57,152
SSC41101,270,542,0,5,20,99,3,16,145,545,173,662,22,101,27,80,41,125,88,309,261,978,3,12,8,29,6,12,41,101,60,157,6,18,26,53,64,131,91,205,149,363,24,43,704,1922
SSC41102,509,990,3,11,37,157,0,10,322,1184,363,1358,24,91,44,151,61,187,134,435,497,1793,0,3,14,50,3,7,59,160,84,219,5,22,36,85,52,110,97,220,179,440,22,45,1214,3267
SSC41103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41104,15,33,0,0,0,3,0,9,10,42,15,56,0,0,0,5,0,7,0,7,15,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,4,7,0,4,41,105
SSC41105,17,36,0,0,3,3,0,0,7,16,6,25,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3,8,3,8,3,12,0,0,29,73
SSC41106,3,10,0,3,0,5,0,0,3,16,4,22,0,0,0,0,0,3,0,3,9,28,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,15,44
SSC41107,423,836,5,36,25,128,7,18,147,560,186,744,24,90,31,99,62,193,118,384,299,1127,0,7,10,30,3,14,26,85,45,134,10,20,13,27,37,89,55,137,102,268,12,30,835,2259
SSC41108,19,38,0,0,0,0,0,3,11,33,9,36,0,0,0,8,8,27,13,33,18,68,0,0,0,0,0,0,5,7,5,7,0,0,0,0,5,9,5,9,6,19,0,0,45,122
SSC41109,4,6,0,3,0,3,0,3,0,4,3,15,0,7,0,0,0,5,5,13,4,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,4,10,3,9,0,0,13,49
SSC41110,265,529,0,11,10,40,3,11,140,509,154,565,11,46,16,51,40,119,64,212,219,776,0,0,3,10,0,0,27,64,29,74,9,18,14,31,37,82,57,132,86,201,13,32,584,1536
SSC41111,139,279,4,19,20,84,5,22,92,338,123,462,8,39,24,92,24,80,56,214,181,679,0,0,5,17,3,5,18,49,27,71,0,4,12,21,29,56,35,81,64,159,21,39,401,1153
SSC41112,20,36,0,0,0,0,0,0,9,35,9,35,0,0,0,3,0,3,0,9,14,46,0,0,0,5,0,0,3,8,3,11,0,0,0,3,0,0,4,3,4,14,0,0,35,95
SSC41113,8,17,0,0,0,0,0,7,4,21,9,24,0,0,0,0,0,3,0,3,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,52
SSC41114,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,12,24
SSC41115,0,3,0,0,0,0,0,0,3,13,3,13,0,0,0,9,0,0,0,9,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16
SSC41116,16,25,0,0,0,7,0,0,3,6,5,15,0,0,0,3,0,3,3,8,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45
SSC41117,13,24,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,8,0,8,3,9,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,20,39
SSC41118,9,19,0,0,0,0,0,6,3,10,3,19,0,6,0,0,0,3,0,11,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,49
SSC41119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41120,123,240,3,11,5,15,3,16,46,190,59,237,6,14,3,16,9,30,17,58,72,288,0,0,3,3,0,0,11,32,16,35,0,4,0,0,7,13,9,11,19,53,0,3,218,586
SSC41121,31,62,3,28,7,22,0,3,20,69,24,114,10,36,0,11,20,53,30,101,51,214,0,0,0,0,0,0,3,16,3,16,0,0,0,0,11,15,11,15,10,27,0,0,95,303
SSC41122,41,74,0,0,0,0,0,0,13,60,19,66,3,10,0,0,0,0,7,11,22,78,0,0,0,0,0,0,6,13,6,13,0,0,0,5,6,8,4,14,15,28,0,0,74,185
SSC41123,249,486,6,33,49,225,13,52,173,679,231,986,29,136,44,149,82,274,155,560,389,1543,3,11,13,58,7,17,63,182,92,275,16,50,25,59,101,217,140,329,230,604,18,42,886,2678
SSC41124,191,372,0,3,14,72,3,15,99,392,118,488,6,31,12,45,24,84,53,165,172,656,0,7,3,8,0,3,24,66,32,89,0,8,4,10,16,30,22,48,55,135,0,4,416,1166
SSC41125,25,49,0,0,0,10,3,4,19,66,18,80,0,0,0,3,12,34,9,34,29,109,0,0,0,3,0,0,3,15,3,17,0,0,0,6,6,15,5,13,9,34,0,3,68,198
SSC41126,51,111,0,0,8,21,0,13,31,121,41,156,5,15,4,24,13,30,20,67,59,219,0,0,0,3,0,3,0,10,3,13,3,8,0,0,3,5,7,15,11,26,3,3,127,364
SSC41127,26,40,0,0,0,0,0,0,11,37,14,41,0,6,0,7,0,0,5,11,15,49,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,5,12,0,0,38,106
SSC41128,13,24,0,0,0,0,0,0,4,12,4,12,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,37
SSC41129,11,19,0,0,3,7,0,0,3,13,5,24,0,3,0,4,0,3,3,12,8,33,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,3,0,0,20,55
SSC41130,190,370,3,20,5,40,5,14,35,149,56,224,0,6,6,17,18,61,28,86,81,308,0,9,5,16,7,14,47,133,59,178,3,14,5,12,21,46,32,71,94,251,6,15,368,938
SSC41131,119,229,3,8,11,52,3,8,66,238,83,303,3,15,3,12,14,40,24,67,102,366,0,0,0,0,0,3,36,104,40,111,0,0,9,22,28,62,37,86,78,194,4,13,301,808
SSC41132,10,20,0,7,0,5,0,0,3,10,3,19,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,3,5,0,0,18,42
SSC41133,3,7,0,0,3,4,0,0,3,9,6,20,0,0,0,4,0,5,4,8,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28
SSC41134,3,11,0,0,0,0,0,0,3,16,3,16,0,0,0,0,0,3,0,3,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31
SSC41135,6,8,0,5,0,4,0,0,3,18,7,25,0,0,0,7,3,11,5,16,13,41,0,0,0,0,0,0,3,9,3,9,0,0,0,3,0,0,0,3,3,7,0,0,20,57
SSC41136,16,37,0,0,0,3,0,0,0,9,4,13,0,4,0,0,3,14,4,17,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,67
SSC41137,45,81,0,4,5,38,0,0,21,85,28,131,8,20,4,14,12,31,21,58,45,193,0,0,0,3,0,0,0,0,0,5,0,0,3,4,3,12,9,17,12,28,0,0,100,299
