SSC_CODE_2016,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
SSC40675,4,3,0,0,0,0,9,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,5,8,14,20,11,12,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,6,4,0,0,25,0,0,0,3,0,0,0,0,11,0,3,0,4,7,0,0,0,10,0,3,0,7,6,3,0,0,14,0,0,0,3,3,0,0,0,15,0,0,4,4,3,3,0,0,16,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,16,11,13,19,43
SSC40676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6
SSC40677,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
SSC40678,14,18,11,6,0,0,59,4,4,4,4,11,3,0,0,28,0,3,0,0,3,0,0,0,6,7,0,3,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,8,4,3,3,0,30,21,36,45,63,62,26,9,0,250,0,3,0,3,3,3,0,0,13,0,0,5,0,0,0,0,0,4,7,18,19,22,27,14,10,0,118,5,6,7,11,8,0,3,3,48,3,6,3,7,10,7,0,0,29,3,8,4,20,20,4,0,0,61,0,6,7,10,10,9,4,0,49,0,3,24,23,22,11,0,0,87,9,4,12,7,11,9,0,0,48,0,3,0,0,4,0,0,0,12,9,0,4,10,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,14,4,3,13,12,6,5,0,57,46,66,95,142
SSC40679,17,4,0,0,0,0,55,3,10,3,3,0,0,0,0,23,0,4,0,3,0,0,0,0,12,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,3,3,0,0,14,29,66,41,19,9,10,5,0,171,0,12,3,4,0,0,0,0,26,4,7,11,3,0,0,0,0,24,0,15,10,11,0,8,0,0,49,0,0,3,10,3,3,0,0,23,0,3,0,0,0,0,0,0,6,14,8,16,6,3,0,0,0,40,0,10,6,6,6,0,0,0,22,12,33,35,8,0,3,3,0,99,4,14,5,7,3,3,0,0,38,3,9,6,3,0,0,0,0,22,3,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,11,18,8,14,4,3,0,0,56,52,141,102,67
SSC40680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40681,3,0,3,0,0,0,12,0,3,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,8,13,15,12,22,6,3,0,78,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,5,3,6,0,7,0,31,0,0,0,3,0,0,0,0,11,0,6,4,7,4,0,0,0,21,0,4,0,3,3,6,3,0,22,0,0,0,6,0,3,0,0,12,4,3,4,3,7,0,0,0,14,0,4,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,7,9,3,0,0,25,13,26,24,35
SSC40682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0
SSC40683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,8,0,3,0,3
SSC40684,42,40,17,14,3,0,167,4,28,21,19,19,5,3,0,103,3,7,5,8,0,0,0,0,17,7,10,9,20,6,9,0,0,61,0,0,0,0,0,0,3,0,9,0,3,0,5,0,0,0,0,7,12,3,6,13,15,18,18,6,95,44,141,124,151,106,65,43,13,682,4,12,11,11,4,6,0,0,50,3,11,9,13,5,0,0,0,41,10,28,29,46,45,55,30,13,256,9,24,12,14,6,8,10,0,94,0,3,3,4,0,3,3,0,19,4,23,21,30,24,12,8,0,133,5,30,15,21,34,11,7,0,117,23,69,67,68,46,23,13,3,307,13,38,26,25,28,10,4,0,155,3,14,6,5,4,4,4,0,41,5,19,11,21,12,11,0,0,83,0,3,0,0,0,3,3,0,10,0,6,3,5,0,4,0,0,21,20,13,15,23,22,31,35,17,178,111,290,241,291
SSC40685,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,7,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,7,3,3,14,4
SSC40686,41,18,17,12,0,0,182,20,58,42,43,15,9,0,0,180,4,11,6,3,3,3,0,0,35,8,15,16,3,4,3,0,0,54,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,0,0,12,40,52,38,36,24,23,26,10,248,127,324,198,153,108,68,37,11,1027,5,25,17,14,3,4,0,0,74,5,46,26,12,3,0,0,0,80,21,71,59,42,18,34,15,3,264,3,15,18,10,5,12,3,0,64,3,3,11,9,4,0,0,0,24,22,61,35,19,30,14,3,0,180,3,32,10,18,21,12,3,0,97,38,136,68,33,22,17,3,0,322,35,85,62,52,28,12,0,0,271,12,21,21,6,3,5,0,0,74,18,34,27,9,5,5,0,0,101,0,0,0,3,3,0,0,0,8,0,11,10,3,0,0,0,0,32,77,104,97,83,67,40,44,10,527,247,654,456,314
SSC40687,15,15,0,3,0,0,61,5,21,11,12,3,3,0,3,64,0,6,4,3,0,0,0,0,12,8,6,6,6,5,3,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,10,7,11,9,6,11,7,56,38,89,79,65,32,17,14,12,348,0,4,12,0,0,0,0,0,17,0,13,9,0,3,0,0,0,22,13,20,18,27,11,11,6,5,105,0,9,3,5,3,3,3,0,34,0,3,0,0,0,0,0,0,6,5,13,19,8,9,0,3,3,63,0,7,15,15,10,5,3,3,56,16,41,31,22,8,7,4,0,118,13,30,19,23,8,3,0,3,97,4,9,4,10,0,0,0,0,26,9,11,16,7,5,6,3,0,52,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,10,16,22,10,15,12,9,16,11,118,78,177,147,135
SSC40688,3,4,3,3,0,0,21,7,3,3,4,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,3,0,10,0,21,13,28,14,13,20,7,20,4,117,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,9,6,9,3,0,0,39,0,8,0,0,3,3,0,0,17,3,3,0,0,0,0,0,0,6,0,5,3,4,3,3,6,0,27,0,7,3,0,3,6,8,0,26,3,8,3,6,5,3,0,0,33,7,8,3,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,3,9,4,11,3,47,23,52,34,26
SSC40689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,3
SSC40690,4,8,6,4,0,0,27,0,9,3,3,5,9,0,0,24,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,7,25,21,31,34,26,7,4,155,3,0,0,3,4,0,3,0,16,0,4,0,0,0,0,0,0,7,0,4,3,4,6,3,0,0,34,0,0,4,0,0,3,0,0,14,0,0,0,0,0,3,0,0,3,0,11,11,14,11,11,3,3,55,0,3,3,7,12,3,3,3,34,3,8,11,12,11,11,3,3,54,3,11,7,7,14,10,0,0,44,0,3,0,3,0,0,0,0,8,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,6,3,3,18,19,40,41,51
SSC40691,10,16,8,8,3,3,58,3,7,7,14,12,4,0,0,53,0,0,0,0,0,0,0,0,6,4,3,8,12,8,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,6,18,17,10,21,6,94,23,64,59,85,82,47,31,18,410,0,11,9,3,4,5,0,0,32,0,0,0,3,0,0,0,0,3,3,10,17,31,33,17,12,3,128,9,12,4,4,14,4,3,3,48,0,10,11,7,7,7,0,0,46,5,7,13,14,28,12,5,0,78,4,13,10,10,21,11,4,3,78,3,8,16,22,19,4,3,3,86,3,7,14,14,16,5,0,0,68,0,3,0,3,0,0,0,0,12,7,5,11,18,7,5,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,17,17,29,39,19,29,18,191,53,112,117,161
SSC40692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,8,6
SSC40693,4,4,0,0,0,0,14,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,0,6,17,14,19,6,3,0,56,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,8,4,7,3,0,30,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,9,0,0,4,3,7,0,0,0,13,0,0,0,0,3,0,0,0,7,0,3,9,3,3,0,0,0,19,0,0,0,0,9,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,7,0,0,0,23,3,8,29,21
SSC40694,6,10,5,3,0,0,31,0,4,0,8,8,8,0,0,27,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,13,6,22,22,27,42,24,3,0,153,0,3,3,0,7,3,0,0,17,0,0,3,0,4,0,0,0,7,0,4,5,8,14,10,4,0,46,4,3,3,0,3,3,0,0,24,0,3,0,0,0,0,0,0,9,0,4,4,10,14,7,6,3,39,0,3,6,3,10,8,0,0,25,3,10,10,15,12,6,0,0,57,0,10,0,9,9,8,0,0,36,0,8,0,3,0,3,0,0,11,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,4,4,9,8,5,0,31,16,45,40,54
SSC40695,15,7,4,0,0,4,53,4,6,0,12,11,0,0,0,37,0,0,3,0,0,0,0,0,4,3,4,8,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10,8,13,19,10,64,26,47,34,49,45,45,24,12,284,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,16,18,8,12,20,3,0,81,4,10,8,3,0,10,0,0,37,0,3,9,6,3,4,0,0,38,0,7,5,4,19,11,3,0,50,7,9,5,4,12,15,4,0,55,10,18,15,13,6,3,0,4,60,4,8,0,18,16,3,5,0,52,0,0,3,0,0,0,0,0,9,6,7,10,0,3,4,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,13,14,10,12,26,26,15,122,50,97,82,73
SSC40696,34,34,10,15,9,3,135,8,14,27,22,17,18,4,0,114,9,9,7,0,3,0,0,0,34,3,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,6,8,4,8,3,12,11,25,70,46,108,140,132,110,87,44,38,700,4,19,14,7,7,14,5,0,64,3,6,7,9,0,3,0,0,27,0,14,10,27,20,19,12,9,113,3,12,10,8,6,7,3,0,47,0,5,9,0,3,0,0,0,19,8,37,41,46,36,26,10,3,213,0,10,9,23,51,26,10,3,137,8,33,67,73,43,25,12,5,271,8,28,36,44,34,40,11,0,196,12,20,9,3,3,0,0,0,55,3,0,12,3,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,18,15,11,8,11,8,22,17,27,120,74,189,243,268
SSC40697,90,50,37,17,3,0,379,17,77,56,29,31,22,4,0,241,9,29,4,13,4,3,0,3,68,6,20,22,18,4,5,4,0,85,3,0,0,3,0,0,3,0,9,3,11,9,0,0,0,0,0,29,16,38,30,20,22,15,49,46,240,148,553,341,203,176,115,90,56,1676,8,44,33,16,16,3,0,0,119,15,70,42,5,11,0,0,0,145,27,114,80,66,53,47,31,12,432,9,26,27,17,9,12,6,9,113,6,13,11,3,7,0,0,0,39,29,140,82,42,37,18,11,3,365,6,50,48,24,35,32,11,3,213,67,257,175,94,68,34,9,4,705,28,112,71,54,45,24,17,3,365,18,41,14,15,11,8,0,3,106,17,48,43,23,10,5,4,4,153,3,0,0,3,3,0,3,0,13,3,21,13,3,4,0,0,0,51,30,61,62,46,44,31,67,76,417,272,1007,698,419
SSC40698,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,12,4,4,5,9
SSC40699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
