SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC41007,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,8,12
SSC41008,0,0,0,6,3,7,0,3,3,0,0,3,12,5,17,3,0,10,0,3,5,3,5,7,9,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,6,3,8,22,23,53
SSC41009,4,0,4,0,0,3,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,14
SSC41010,0,0,0,3,8,7,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,19,15,16,29
SSC41011,0,0,0,3,4,6,0,0,0,0,0,0,3,4,6,5,3,10,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,17,15,22,34
SSC41012,8,12,17,41,29,69,20,32,52,15,20,37,76,78,158,20,12,32,17,14,33,31,23,54,69,53,128,0,0,0,0,3,3,4,0,8,0,9,11,0,0,0,4,11,20,39,34,67,7,14,22,3,0,3,11,12,19,0,0,0,60,60,112,3,0,3,3,0,6,0,0,0,8,4,6,26,23,51,255,236,492
SSC41013,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,5,6,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14
SSC41014,7,14,29,41,38,70,18,20,41,3,0,3,57,57,117,11,16,31,10,6,18,11,6,19,36,39,70,0,0,0,3,3,5,6,5,8,9,4,16,0,0,0,18,13,30,30,50,84,8,15,18,4,3,9,10,6,14,0,0,0,48,72,125,0,0,0,4,6,3,0,0,0,4,5,10,44,39,82,212,245,454
SSC41015,3,4,10,13,19,29,3,0,5,0,3,7,15,23,44,8,3,13,0,0,6,5,0,6,18,10,26,0,0,0,0,0,4,0,0,3,3,3,10,0,0,0,9,4,15,3,4,10,4,3,12,0,0,0,9,9,14,0,0,0,14,18,34,0,0,0,3,0,3,0,0,0,3,0,8,30,9,42,85,74,167
SSC41016,0,0,0,0,7,6,0,0,0,0,3,3,0,8,10,3,7,10,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,20
SSC41017,13,7,15,55,43,100,7,9,18,3,6,8,66,58,127,45,45,91,0,0,0,11,3,14,55,50,105,0,0,3,0,0,0,0,3,3,3,0,3,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,7,6,7,0,0,0,0,3,3,0,0,0,0,3,3,52,57,104,194,179,374
SSC41018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3
SSC41019,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,8,3,11
SSC41020,30,29,55,123,114,238,82,52,133,12,6,18,217,169,389,75,66,139,63,53,117,15,8,26,159,122,280,8,12,20,8,11,21,9,9,24,10,21,29,0,0,0,43,51,90,67,89,155,25,33,54,12,10,14,21,29,50,0,0,0,118,156,270,5,8,14,11,12,27,0,0,0,19,23,36,96,96,190,673,639,1314
SSC41021,0,0,0,0,0,3,0,0,0,0,3,3,0,3,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,6,14
SSC41022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41023,0,0,0,3,5,12,0,0,0,0,0,0,3,5,12,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,16,27
SSC41024,0,0,0,3,4,5,0,0,0,0,0,0,3,4,5,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,16
SSC41025,0,0,0,3,0,4,0,0,0,3,0,3,5,0,5,5,3,4,0,0,0,0,0,0,5,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,4,0,0,0,0,3,3,0,0,0,0,4,4,6,9,12,19,19,37
SSC41026,25,23,46,134,115,246,25,30,58,26,17,46,187,170,354,63,67,127,22,32,58,9,16,20,90,117,203,6,9,13,4,12,17,6,3,9,8,18,28,3,0,3,31,45,76,22,26,42,8,11,22,3,0,4,14,12,24,0,0,0,42,53,99,4,0,7,8,11,15,0,0,0,8,12,21,112,136,248,496,554,1049
SSC41027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
SSC41028,7,6,8,52,46,104,0,0,0,14,7,17,60,56,123,24,24,44,0,0,0,3,3,12,29,26,62,0,0,0,0,3,3,6,3,6,5,5,14,0,0,0,6,13,20,0,0,3,0,0,0,0,0,0,0,8,8,0,0,0,3,11,17,0,0,0,0,0,3,0,0,0,0,3,3,58,64,123,167,182,352
SSC41029,31,22,47,66,67,128,8,15,21,39,32,69,113,110,222,28,24,49,8,17,27,51,38,89,86,78,162,17,16,33,5,17,20,4,3,9,15,21,39,0,0,0,41,49,93,485,564,1056,161,100,260,18,13,36,41,64,104,4,0,7,712,746,1458,6,6,18,10,22,33,0,0,0,13,35,46,363,339,703,1354,1377,2735
SSC41030,3,0,3,12,3,18,0,4,3,0,0,0,10,4,17,10,7,19,0,0,0,0,0,0,11,6,19,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,15,17,37,50,38,85
SSC41031,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,5,4,17
SSC41032,14,9,29,80,87,167,6,4,12,14,15,23,105,103,207,47,51,91,14,9,27,10,7,16,70,66,137,3,4,9,3,0,5,8,3,9,0,5,10,0,0,0,21,15,34,23,21,42,5,11,15,4,6,7,5,17,26,0,0,0,44,48,94,0,0,0,0,4,6,0,0,0,5,4,11,60,73,139,307,328,633
SSC41033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC41034,22,23,51,115,108,223,44,40,88,20,17,40,180,167,345,91,77,167,38,50,87,11,11,25,139,143,278,5,13,21,0,4,7,14,5,20,12,29,40,0,0,0,39,57,91,53,69,117,15,13,21,9,10,15,20,28,43,0,0,3,94,116,205,0,4,5,4,20,20,0,0,0,10,22,26,130,128,261,612,652,1258
SSC41035,3,0,5,16,3,13,0,0,0,0,0,3,15,4,17,8,9,11,0,0,0,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,48,50,38,86
SSC41036,12,17,29,69,59,128,25,24,52,15,11,28,108,94,203,45,34,73,17,10,25,9,11,14,62,49,113,7,3,4,0,7,3,0,8,7,7,17,20,0,0,0,20,29,46,44,74,121,12,15,30,6,10,20,14,14,30,0,0,0,84,120,200,8,0,9,3,6,12,0,0,0,15,10,24,147,259,405,447,580,1027
SSC41037,3,0,3,12,13,17,0,0,0,0,0,3,8,14,25,5,5,12,0,5,6,0,3,3,7,12,21,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,23,13,34,51,47,90
SSC41038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,5
SSC41040,0,0,0,4,3,5,0,3,6,0,3,0,3,10,14,5,3,12,0,0,0,3,0,3,9,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,15,13,25,29,32,66
SSC41041,31,22,53,99,92,191,28,36,62,17,23,43,147,151,301,55,42,101,12,27,45,12,20,31,84,87,169,8,7,10,7,24,29,6,0,9,26,30,52,0,0,0,49,59,101,48,38,89,29,31,59,3,0,4,18,35,48,0,0,0,98,102,199,7,3,16,4,4,6,0,0,0,14,7,28,782,321,1105,1200,754,1954
SSC41042,38,66,104,96,101,193,105,103,212,80,91,172,283,289,577,68,41,108,42,45,89,74,71,142,181,156,342,13,14,21,19,19,39,5,7,18,31,40,68,0,0,0,59,78,138,145,89,232,36,56,94,8,11,17,47,53,101,0,3,3,234,210,448,6,7,10,16,23,41,0,0,0,17,31,48,140,127,272,954,970,1926
SSC41043,3,3,3,26,17,38,4,5,15,3,3,7,34,25,60,12,10,20,7,0,11,5,3,12,24,20,40,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,10,10,14,3,5,5,0,0,3,4,5,6,0,0,0,15,20,33,0,3,3,0,0,3,0,0,0,0,3,3,18,11,29,97,76,178
SSC41044,28,42,70,122,115,229,24,17,36,29,29,53,175,152,325,53,29,85,24,19,38,49,36,82,118,89,206,12,7,18,11,11,22,0,3,3,17,36,54,4,0,4,45,60,106,98,150,246,72,95,169,14,13,26,56,57,110,3,0,3,240,320,556,11,6,12,6,24,33,0,0,0,19,31,49,235,246,489,851,947,1802
SSC41045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41046,15,15,31,37,41,74,13,27,36,36,33,67,85,94,182,10,28,42,12,14,29,93,107,199,116,155,272,0,0,4,5,10,11,3,3,8,9,6,15,0,0,0,20,15,32,32,43,71,5,5,11,8,3,10,16,7,22,0,0,0,57,62,118,0,0,4,0,12,13,0,0,0,3,12,14,37,59,99,343,415,751
SSC41047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,7,10,17
SSC41048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC41049,31,37,70,188,214,402,0,0,0,102,111,210,291,321,614,149,149,294,9,0,4,28,32,60,184,184,363,3,7,10,4,11,19,17,12,22,26,31,57,0,0,0,47,64,115,9,27,30,8,4,10,0,4,3,11,26,37,0,0,0,29,58,85,5,5,9,4,19,23,0,0,0,10,23,29,168,172,345,761,856,1622
SSC41050,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,10
SSC41051,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,4,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,5,16
SSC41052,18,22,33,95,74,171,9,15,25,9,17,29,118,101,221,46,59,106,12,7,20,3,12,18,64,80,145,4,8,9,0,7,8,7,0,5,4,10,23,0,0,0,19,29,39,16,30,48,7,14,15,3,4,7,9,35,43,0,0,0,35,75,113,0,3,7,3,11,11,0,0,0,3,11,20,67,60,130,316,382,697
SSC41053,7,10,22,64,52,116,15,0,13,10,4,15,91,63,146,35,30,67,6,6,12,6,3,11,50,39,93,0,3,6,3,8,9,7,3,6,6,9,15,0,0,0,16,24,40,7,5,17,3,4,5,0,3,3,5,4,11,0,0,0,17,20,34,0,4,3,0,5,10,0,0,0,0,12,15,61,67,132,243,229,474
SSC41054,8,0,6,8,16,21,3,0,3,14,19,36,23,34,60,7,10,21,3,7,15,9,15,24,20,32,58,0,0,0,0,0,0,4,0,3,0,8,8,0,0,0,3,8,13,9,10,18,0,3,4,0,3,3,4,3,10,0,0,0,18,17,33,0,0,0,0,0,0,0,0,0,0,0,0,26,32,57,98,127,234
SSC41055,15,24,42,72,58,127,45,42,89,23,41,59,142,137,279,43,34,78,29,39,68,35,42,70,106,118,225,3,5,9,7,11,21,12,0,14,7,19,21,0,0,0,30,32,67,48,53,108,17,21,38,6,9,15,19,32,59,0,0,4,91,121,212,0,3,6,7,9,21,0,0,0,10,13,21,135,108,251,536,563,1095
SSC41056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41057,22,24,45,62,61,131,20,18,40,9,8,17,90,87,179,40,35,76,19,23,39,6,9,21,65,66,135,9,13,17,4,16,23,7,3,14,9,15,26,0,0,0,36,47,90,78,106,179,50,57,109,3,16,16,22,40,60,0,0,0,154,215,368,5,7,14,0,7,12,0,0,0,12,14,25,105,116,220,487,577,1064
SSC41058,0,3,3,9,13,23,8,3,12,3,0,3,20,18,35,3,8,10,7,5,9,3,0,4,11,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,44,44,89
SSC41059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4
SSC41061,9,4,20,41,51,89,12,6,22,15,13,28,68,71,141,24,29,56,10,3,13,12,0,9,46,35,79,0,0,0,0,0,4,3,0,4,9,7,15,0,0,0,13,12,27,6,7,13,7,4,14,0,0,3,3,7,7,0,0,0,17,25,33,0,3,3,0,3,8,0,0,0,0,4,5,52,46,104,205,201,409
SSC41062,20,20,39,97,91,192,7,9,23,26,32,51,133,133,269,67,64,128,13,7,17,30,26,56,111,97,209,5,4,7,5,3,3,14,14,23,11,6,18,0,0,0,27,29,54,24,33,56,13,10,26,3,6,9,7,13,26,0,0,0,55,62,113,10,7,12,10,8,14,0,0,0,13,12,27,64,94,160,422,449,873
SSC41063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,6
SSC41065,3,3,9,19,21,40,3,5,3,27,24,45,46,48,93,8,11,19,7,7,11,35,15,50,45,35,85,0,0,3,0,0,0,6,0,6,7,5,11,0,0,0,13,4,23,16,20,37,0,3,3,0,6,3,0,0,0,0,0,0,16,26,44,0,0,0,0,6,4,0,0,0,0,7,6,40,23,64,161,158,320
SSC41066,17,5,19,62,57,115,15,17,37,39,54,89,110,127,243,42,39,81,17,24,45,39,46,85,94,112,209,4,0,4,0,0,0,8,3,17,5,17,22,0,0,0,19,26,38,33,37,72,11,14,22,5,10,18,10,20,26,0,0,0,54,80,132,0,0,0,3,11,13,0,0,0,4,11,15,44,45,87,347,400,745
SSC41067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41068,4,4,5,6,4,12,0,0,0,0,0,0,6,10,9,3,8,6,0,0,0,3,0,3,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,24,46,38,42,82
SSC41069,3,3,4,30,25,56,0,0,0,0,0,0,30,25,56,15,13,30,0,0,0,0,0,0,15,13,30,0,0,0,0,0,0,4,0,4,6,4,9,0,0,0,9,4,13,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,21,33,52,79,80,163
SSC41070,14,10,18,55,48,105,17,11,24,7,4,15,80,63,143,41,29,74,7,13,19,0,4,5,51,49,102,0,3,7,3,3,8,0,3,3,3,7,15,0,0,0,14,22,34,9,10,16,0,6,6,0,9,8,4,13,17,0,0,0,15,31,43,0,3,4,6,3,3,0,0,0,5,4,10,71,71,142,246,244,491
SSC41071,14,11,22,51,39,89,50,45,87,5,12,13,106,90,196,29,44,71,31,18,47,7,9,14,65,72,136,4,3,11,8,15,27,8,8,12,10,19,28,0,0,0,32,43,72,29,34,66,8,10,16,4,3,8,7,7,15,0,0,0,53,55,104,0,8,3,4,5,10,0,0,0,5,10,16,84,92,180,350,369,724
SSC41072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41073,0,0,0,3,0,7,0,0,0,0,0,0,3,0,7,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,5,8,16
SSC41074,3,4,7,14,22,33,3,3,11,4,3,3,20,25,51,3,3,5,6,3,8,4,0,3,9,13,19,0,0,0,0,4,3,0,0,3,3,3,11,0,0,0,7,15,18,19,12,31,10,9,19,0,3,4,3,10,15,0,0,0,30,35,70,0,0,0,0,0,0,0,0,0,0,0,0,23,24,49,92,111,210
SSC41075,0,4,4,20,19,44,0,0,0,4,3,3,23,24,52,12,19,33,0,0,0,3,8,8,17,26,45,3,0,3,0,0,0,0,3,3,0,7,4,0,0,0,6,6,10,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,4,7,0,3,3,0,3,6,0,0,0,0,4,9,17,21,37,78,94,172
SSC41076,7,0,7,17,17,34,0,0,0,0,5,6,17,17,38,7,3,7,0,0,0,3,0,3,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,16,13,26,48,44,90
SSC41077,0,0,0,3,6,15,0,0,0,8,0,8,14,6,22,6,3,8,0,0,3,3,3,5,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,12,23,44,28,73
SSC41078,0,0,0,4,0,3,0,0,0,0,0,0,5,3,6,6,0,6,0,3,3,9,3,10,11,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,22,22,48
SSC41079,0,0,0,0,9,9,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,4,17,20
