SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC41340,23,16,35,64,64,124,18,11,26,10,21,27,88,91,175,33,25,61,14,15,35,9,11,16,56,47,105,0,0,7,0,3,3,9,0,9,7,16,23,0,0,0,17,17,33,24,43,69,14,22,38,0,0,3,14,21,37,0,0,0,56,81,141,3,0,0,3,7,9,0,0,0,5,5,17,62,70,133,313,336,650
SSC41341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,6
SSC41342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,5,4,9
SSC41343,33,27,59,109,93,199,36,47,80,18,18,37,161,160,320,45,50,96,23,20,43,30,30,55,93,102,197,12,9,19,7,8,16,10,0,7,16,23,35,0,0,0,37,34,72,76,71,150,37,40,81,8,8,17,20,38,59,0,4,4,142,166,310,6,9,13,17,11,28,0,0,0,21,16,37,75,98,168,559,600,1161
SSC41344,0,0,0,4,9,13,0,0,0,0,0,0,12,9,15,8,3,13,0,3,3,0,0,0,8,9,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,28,19,45
SSC41345,0,0,0,12,14,22,0,0,7,0,0,0,9,11,23,5,9,18,0,0,0,0,0,0,5,9,18,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,11,6,18,33,39,65
SSC41346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41347,0,0,0,3,0,3,0,0,0,4,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,13
SSC41348,0,3,3,0,0,0,4,6,12,3,0,3,6,8,16,3,3,11,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,16,19,37
SSC41349,0,0,0,0,0,0,5,0,3,0,0,0,5,0,4,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9
SSC41350,5,0,8,3,0,3,0,0,5,11,19,26,15,22,30,3,0,3,3,10,12,21,15,38,27,26,54,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,18,10,22,0,0,0,6,0,6,0,3,8,0,0,0,18,18,35,0,0,0,4,0,3,0,0,0,4,0,3,17,14,28,84,84,163
SSC41351,6,0,9,29,20,51,0,0,0,11,4,15,37,23,63,14,21,29,0,0,0,4,4,5,14,21,42,0,0,0,0,0,3,0,0,3,0,3,5,0,0,0,0,6,9,3,0,4,0,0,0,0,0,0,0,5,5,0,0,0,3,4,6,0,0,0,0,3,6,0,0,0,0,3,6,36,32,63,104,98,199
SSC41352,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,14
SSC41353,22,21,48,119,131,250,28,14,43,19,22,42,168,168,327,87,67,155,14,18,33,9,16,29,111,104,211,8,12,15,3,10,12,9,3,13,12,27,33,0,0,3,32,45,81,36,38,72,9,10,18,3,9,14,27,21,49,0,0,0,68,82,150,0,7,7,8,20,29,0,0,0,10,23,35,64,73,135,477,514,995
SSC41354,9,16,26,31,24,57,19,18,40,5,3,11,60,50,114,25,15,39,11,19,26,4,7,12,39,43,83,7,5,13,9,10,16,3,5,3,9,14,21,0,0,0,25,27,53,48,40,91,13,8,21,3,9,7,15,18,29,0,0,0,81,69,153,0,3,3,5,8,7,0,0,0,8,7,13,45,35,79,273,248,526
SSC41355,13,13,28,66,53,121,10,9,17,31,22,49,108,79,191,28,28,54,8,17,24,27,32,66,68,74,147,3,0,3,4,9,9,0,0,3,3,4,8,0,0,0,13,14,27,34,33,74,0,7,12,3,0,5,3,4,9,0,0,0,47,48,94,0,4,4,0,0,0,0,0,0,0,7,7,25,33,61,270,268,543
SSC41356,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9
SSC41357,0,0,0,0,0,3,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC41358,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12
SSC41359,0,0,0,0,0,0,0,0,0,3,0,7,8,0,8,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,10
SSC41360,10,18,27,75,84,160,21,24,43,13,24,34,110,127,236,32,40,72,21,17,35,7,7,15,63,61,123,5,4,7,9,0,13,3,0,7,17,12,27,0,0,0,34,21,51,45,58,98,69,46,119,3,5,13,16,17,35,0,0,0,134,127,263,10,7,18,8,18,21,0,0,0,17,22,44,71,81,152,442,459,903
SSC41361,16,6,25,53,60,108,9,18,24,11,5,12,74,78,155,24,16,44,9,12,21,10,5,18,43,42,80,0,0,3,4,5,12,0,3,3,3,0,9,0,0,0,10,14,20,38,41,75,24,12,37,0,3,6,4,11,16,0,0,0,65,68,130,4,4,6,0,3,3,0,0,0,4,6,9,33,28,56,240,237,475
SSC41362,27,18,43,57,75,130,19,21,43,61,50,108,132,146,281,16,17,26,19,26,43,77,45,118,103,79,188,3,3,8,5,0,6,0,4,5,4,20,24,0,0,0,15,23,43,100,96,199,35,26,57,5,11,21,17,32,52,0,0,0,163,165,326,6,3,7,5,7,9,0,0,0,11,12,18,68,73,138,529,517,1038
SSC41363,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,8
SSC41364,3,3,8,5,8,9,8,20,26,3,4,6,20,24,48,4,9,19,0,0,0,0,0,0,5,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,3,20,14,31,55,62,117
SSC41365,6,7,12,11,11,26,0,0,0,0,0,0,17,13,25,15,10,24,0,0,0,0,0,0,21,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,26,17,47,67,53,120
SSC41366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC41368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41369,11,4,12,20,18,39,6,3,12,4,3,9,28,23,54,9,12,21,0,4,4,0,7,13,18,21,36,0,4,3,0,0,0,0,3,3,0,3,6,0,0,0,3,13,12,15,26,40,8,12,26,0,0,3,12,5,18,0,0,0,41,41,80,0,0,0,0,3,3,0,0,0,0,3,7,32,25,49,131,128,254
SSC41370,0,0,0,6,3,12,0,0,0,0,0,0,8,3,11,0,0,4,0,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,14,9,17
SSC41371,19,24,51,119,102,215,33,24,55,38,38,73,184,162,344,30,25,52,13,15,24,52,51,104,97,82,182,0,4,4,3,0,4,0,3,7,0,12,13,0,0,0,5,14,24,40,43,86,10,8,14,6,3,10,13,27,37,0,0,0,68,85,148,0,0,0,0,9,9,0,0,0,0,9,9,71,76,145,446,448,899
SSC41372,22,15,34,82,79,157,23,22,43,3,6,15,109,106,217,55,53,110,13,12,23,0,0,0,74,64,138,0,0,4,0,3,3,3,0,4,4,4,9,0,0,0,9,7,23,0,3,3,0,9,9,0,3,3,4,12,11,0,0,0,4,20,23,0,0,0,0,3,3,0,0,0,0,5,4,602,76,676,824,299,1117
SSC41373,0,0,3,5,13,18,0,0,0,0,0,0,13,13,20,0,8,7,0,0,0,3,5,7,0,9,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,3,5,5,0,5,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,12,8,21,28,48,75
SSC41374,6,5,15,25,26,45,0,3,3,18,17,33,45,44,87,8,8,15,0,0,0,3,3,7,13,10,25,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8,14,23,74,78,148
SSC41375,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
SSC41376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC41377,0,0,0,4,3,7,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9
SSC41378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC41379,0,0,3,0,0,0,0,0,0,9,6,11,11,4,18,0,0,0,0,0,0,3,0,8,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,21,13,29
SSC41380,7,12,21,43,34,78,6,12,20,10,24,35,59,78,134,20,18,33,7,4,16,30,28,59,57,49,104,0,0,3,3,3,8,0,3,3,0,8,8,0,0,0,3,10,17,36,32,72,7,9,17,8,0,8,3,11,10,0,0,0,50,55,109,0,0,3,0,5,5,0,0,0,0,7,8,23,27,48,202,232,435
SSC41381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4
SSC41382,32,46,83,196,198,396,24,21,46,52,54,112,276,277,559,160,162,323,14,11,26,35,52,88,212,224,435,5,10,16,4,14,17,15,12,25,12,29,41,0,0,0,39,65,104,17,32,48,8,17,23,4,5,9,9,27,36,0,3,0,45,81,124,4,9,12,5,13,20,0,0,0,6,25,33,224,262,491,838,987,1825
SSC41383,13,8,25,56,75,134,0,0,0,0,0,0,56,77,129,31,27,57,3,0,3,0,3,3,29,32,63,0,0,0,0,0,0,4,0,4,4,4,9,0,0,0,5,13,17,0,0,0,0,3,3,0,3,3,3,8,9,0,0,0,7,12,18,0,0,0,3,0,3,0,0,0,3,0,3,83,76,156,192,212,405
SSC41384,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,8,9,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,11,20
SSC41385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41388,8,15,24,43,42,89,9,10,17,12,8,22,69,59,127,52,51,101,11,7,16,4,18,26,72,69,141,5,0,10,5,8,15,5,0,5,11,11,24,0,0,0,32,29,57,41,49,93,41,36,78,4,3,5,6,22,30,0,3,3,93,115,207,0,4,4,8,3,14,0,0,0,8,11,18,77,74,153,357,380,729
SSC41389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41390,8,3,9,23,28,53,0,5,5,4,11,19,28,45,76,10,14,24,0,0,0,6,14,21,21,21,43,0,0,0,0,0,0,3,3,4,3,0,0,0,0,0,6,11,12,14,16,25,4,0,3,0,0,0,3,9,11,0,0,0,19,21,42,0,0,0,0,3,3,0,0,0,0,0,7,17,20,40,102,124,223
SSC41391,0,0,0,14,5,18,0,0,0,7,4,5,13,7,23,16,9,20,0,0,0,0,0,0,16,9,21,3,0,3,0,3,4,3,0,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,42,61,43,102
SSC41392,0,0,0,0,4,4,3,0,3,0,0,0,3,4,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6
SSC41393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,5
SSC41394,0,0,0,3,5,6,4,6,9,0,0,0,7,7,17,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,14,21,30
SSC41395,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12
SSC41396,24,23,44,128,101,233,28,16,39,22,20,44,183,130,318,59,52,116,10,9,21,11,13,29,81,81,166,8,3,6,8,3,8,9,3,11,12,16,26,0,0,0,25,26,56,25,23,48,9,14,22,6,8,10,8,15,24,0,0,0,39,52,95,0,0,6,5,10,20,0,0,0,9,13,26,56,60,119,425,394,820
SSC41397,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,14
SSC41398,3,0,4,6,15,26,8,12,20,7,5,8,24,29,53,15,16,29,8,9,15,3,5,7,24,29,52,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,11,0,3,7,0,0,0,0,0,0,0,3,3,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,3,15,12,25,66,88,157
SSC41399,0,3,3,3,3,10,0,0,0,0,0,0,3,3,10,7,4,7,0,0,0,0,3,3,7,7,14,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28,32,29,59
SSC41400,0,0,0,0,0,4,0,5,7,3,8,13,5,16,22,3,3,4,0,4,4,0,3,7,4,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,21,30,51
SSC41401,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SSC41402,0,10,13,47,52,102,0,4,3,8,11,18,60,61,127,45,31,76,4,0,4,3,6,10,59,40,95,0,0,0,0,3,3,0,3,3,0,4,6,0,0,0,3,10,16,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,5,10,0,0,0,3,11,8,0,0,0,3,12,14,59,66,127,182,207,392
SSC41403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,10
SSC41404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41405,3,0,5,18,7,20,8,9,16,0,0,0,24,18,41,8,9,23,3,7,11,0,0,0,11,19,32,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,6,3,13,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,25,22,41,72,70,144
SSC41406,37,17,61,120,106,226,0,5,4,97,74,172,216,183,401,58,54,112,3,0,3,68,63,130,130,120,243,3,3,9,4,6,12,15,3,14,11,22,32,0,0,0,32,29,61,13,22,36,3,9,10,3,0,7,14,25,39,0,0,0,36,60,94,3,0,7,6,10,22,0,0,0,13,16,27,151,145,291,615,566,1177
SSC41407,21,29,50,116,108,217,16,20,34,12,15,25,142,140,284,72,77,154,14,9,27,8,5,14,96,100,195,7,4,10,5,7,14,3,5,10,15,16,25,0,0,0,32,28,55,8,30,40,6,13,18,3,3,3,3,20,20,0,0,0,25,57,80,4,3,4,6,6,14,0,0,0,11,12,19,104,138,234,417,503,918
SSC41408,3,0,3,0,0,0,0,0,0,4,6,7,4,6,7,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13
SSC41409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,4,9,15
SSC41410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41411,0,0,3,0,3,5,0,0,0,0,0,0,0,3,5,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,21
SSC41412,3,0,3,14,14,28,0,0,0,4,5,7,19,17,35,10,10,13,0,0,0,0,4,3,11,13,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,18,33,49,54,104
