SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC40927,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,3,6,7,9,7,3,3,0,56,..,0,5,15,20,9,3,7,0,52,..,0,6,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,6,..,..,..,..,..,..,..,6,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,0,0,0,6,..,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,17,11,10,17,26,11,3,3,0,105
SSC40928,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,3,0,3,0,10,0,3,0,0,0,0,0,0,0,5,7,5,4,3,7,10,7,4,0,47,..,0,3,4,7,10,17,3,0,42,..,3,3,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,8,5,3,0,22,0,3,0,0,0,0,0,0,0,5,15,10,11,7,16,18,19,3,0,104
SSC40929,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40930,..,0,0,0,3,0,4,0,0,10,..,0,0,0,0,4,5,0,0,16,4,0,3,0,0,0,0,0,0,4,32,16,16,17,23,35,18,11,0,166,..,0,3,15,22,38,24,9,0,125,..,3,3,3,7,3,3,0,0,25,..,0,4,12,5,0,0,3,0,26,53,..,..,..,..,..,..,..,..,53,..,15,..,..,..,..,..,..,..,15,..,12,0,3,3,0,0,0,0,15,..,3,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,3,0,0,16,..,0,0,3,3,14,12,3,0,36,4,0,3,0,0,0,0,0,0,5,58,33,14,36,43,69,49,14,0,318
SSC40931,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,7,0,0,0,16,..,0,3,4,0,15,3,0,0,24,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,4,4,0,17,5,0,0,40
SSC40932,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6
SSC40933,..,0,0,0,0,0,3,0,0,3,..,0,0,3,3,11,3,0,0,23,3,8,0,0,0,3,3,0,0,25,150,76,81,95,104,96,56,11,3,684,..,3,69,108,127,142,100,28,0,583,..,11,35,46,32,12,11,0,0,138,..,0,8,17,18,6,0,0,0,48,299,..,..,..,..,..,..,..,..,299,..,72,..,..,..,..,..,..,..,72,..,57,14,0,3,0,0,0,0,78,..,0,0,0,0,3,0,0,0,11,..,3,3,0,0,0,0,0,0,7,..,7,0,3,0,3,3,0,0,15,..,3,8,5,13,23,10,6,0,65,7,13,3,4,5,3,3,0,0,37,309,169,138,184,195,188,133,39,9,1352
SSC40934,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,13
SSC40935,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,9,10,10,0,11,18,10,3,0,62,..,3,3,3,11,23,13,3,0,60,..,3,5,0,0,4,0,0,0,12,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,9,..,..,..,..,..,..,..,9,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,8,3,0,9,0,0,0,0,0,0,0,0,0,3,16,13,14,4,12,23,17,8,0,116
SSC40936,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,3,3,3,4,0,0,17,..,0,4,7,7,0,4,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,8,4,7,3,4,0,0,38
SSC40937,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,11
SSC40938,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,3,0,14,..,0,0,0,3,8,3,4,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,13,3,6,0,35
SSC40939,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,7
SSC40940,..,74,62,9,27,17,15,5,0,216,..,85,157,100,224,336,377,356,188,1820,65,97,58,30,42,59,46,24,11,423,2329,1468,1506,1432,1603,1500,1171,753,277,12030,..,66,1077,1513,1646,1675,1335,716,172,8199,..,377,608,355,312,212,74,6,0,1941,..,77,246,344,354,139,52,41,29,1288,4663,..,..,..,..,..,..,..,..,4663,..,942,..,..,..,..,..,..,..,942,..,754,226,90,68,36,7,0,0,1189,..,108,52,28,26,44,36,18,13,322,..,70,36,17,11,7,6,0,0,151,..,188,140,34,56,56,33,10,3,531,..,168,360,317,527,628,577,486,238,3306,122,156,145,65,87,94,71,35,12,795,4788,2917,2889,2760,3096,2881,2189,1325,480,23317
SSC40941,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,4,0,10,0,0,0,0,0,3,0,0,0,0,25,15,12,14,22,25,17,9,0,132,..,0,9,17,29,33,32,11,0,124,..,0,0,4,6,4,5,0,0,19,..,0,0,0,0,0,3,0,0,10,36,..,..,..,..,..,..,..,..,36,..,15,..,..,..,..,..,..,..,15,..,6,4,3,0,3,0,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,3,6,0,21,0,0,0,0,0,3,0,0,0,6,36,23,15,26,34,51,42,15,4,246
SSC40942,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,3,0,0,20,..,0,3,5,7,0,7,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,4,3,3,7,7,6,0,0,39
SSC40943,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,3,13,7,10,7,4,3,77,..,0,4,15,15,12,20,6,0,74,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,9,33,..,..,..,..,..,..,..,..,33,..,11,..,..,..,..,..,..,..,11,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,33,17,4,20,15,18,20,6,3,145
SSC40944,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40945,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,3,0,13,11,5,13,0,0,71,..,0,0,15,24,16,19,3,0,73,..,0,3,6,4,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,38,..,..,..,..,..,..,..,..,38,..,9,..,..,..,..,..,..,..,9,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,38,19,4,26,31,15,24,5,0,149
SSC40946,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,3,4,3,3,8,0,0,31,..,0,0,4,3,0,5,0,0,17,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,13,3,3,9,6,3,14,0,0,49
SSC40947,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,13,..,0,0,0,0,0,0,3,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,6,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,8,4,0,28
SSC40948,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,6,4,7,3,0,0,32,..,0,3,5,7,13,3,0,0,31,..,0,0,4,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,8,13,13,4,3,0,65
SSC40949,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,3,3,4,6,3,3,0,30,..,0,0,3,8,6,3,4,0,29,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,5,14,4,5,11,13,9,4,0,58
SSC40950,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,..,0,0,3,3,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,7
SSC40951,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,4,3,0,13,0,0,0,0,0,0,0,0,0,0,23,19,9,19,29,38,25,5,0,171,..,0,6,28,48,57,40,12,6,187,..,0,0,5,7,7,5,0,0,24,..,0,0,3,0,0,0,0,0,8,56,..,..,..,..,..,..,..,..,56,..,30,..,..,..,..,..,..,..,30,..,10,11,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,4,..,0,0,4,3,7,8,3,0,23,0,0,0,0,0,0,0,0,0,8,56,45,12,39,63,69,49,19,6,358
SSC40952,..,0,0,0,0,3,0,0,0,13,..,0,3,4,4,10,14,13,10,62,0,0,3,0,3,0,0,0,0,10,88,51,39,70,64,87,57,30,7,484,..,0,26,63,79,106,76,40,3,383,..,14,20,15,19,20,10,0,0,92,..,3,3,20,9,4,5,0,0,43,166,..,..,..,..,..,..,..,..,166,..,35,..,..,..,..,..,..,..,35,..,32,7,8,3,0,0,0,0,49,..,4,0,0,0,0,0,0,3,10,..,3,0,0,0,0,0,0,0,7,..,0,3,3,0,3,3,0,0,18,..,0,7,7,18,29,26,18,13,115,3,0,4,5,0,3,4,3,0,24,171,96,72,123,126,161,122,64,18,938
SSC40953,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,30,12,22,12,15,10,7,0,3,113,..,0,21,28,23,17,18,5,3,114,..,0,0,7,0,0,0,0,0,9,..,3,0,0,0,0,0,0,0,3,56,..,..,..,..,..,..,..,..,56,..,6,..,..,..,..,..,..,..,6,..,8,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,3,0,0,0,4,..,0,5,0,0,3,3,0,0,13,3,0,3,0,0,0,0,0,0,6,62,28,32,31,30,31,19,4,3,236
SSC40954,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,14,..,0,0,3,0,0,3,0,0,6,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,3,0,3,9,3,3,0,0,27
SSC40955,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,5,4,0,0,14,..,0,0,4,0,7,3,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,4,4,3,0,8,3,3,0,29
SSC40956,..,0,0,0,0,3,0,0,0,3,..,0,0,0,3,3,5,0,0,18,0,0,0,0,0,3,0,0,0,3,69,36,26,47,56,54,38,6,0,333,..,0,23,61,85,70,51,17,0,295,..,0,13,17,6,19,12,0,0,61,..,0,0,3,5,3,0,0,0,12,124,..,..,..,..,..,..,..,..,124,..,47,..,..,..,..,..,..,..,47,..,21,14,3,0,0,0,0,0,40,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,0,0,0,10,..,0,3,3,13,14,5,3,3,41,0,3,0,0,0,3,0,0,0,10,127,74,51,88,112,113,71,22,3,656
SSC40957,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,14
SSC40958,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0,15
SSC40959,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,3,5,0,4,0,0,0,21,..,0,3,8,4,3,3,0,0,15,..,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,3,4,8,4,5,3,0,0,41
SSC40960,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,5,6,5,0,0,0,38,..,3,3,10,6,5,3,0,0,31,..,3,6,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,24,..,..,..,..,..,..,..,..,24,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,13,10,8,8,5,3,0,0,73
SSC40961,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,3,4,0,0,0,25,..,0,0,3,7,3,0,0,0,19,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,9,3,8,8,10,4,3,0,47
SSC40962,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,3,0,0,10,0,0,0,0,0,0,0,0,0,0,20,6,0,18,28,21,10,0,0,105,..,0,0,18,44,35,6,0,0,102,..,0,0,3,4,4,0,0,0,16,..,0,0,3,3,0,0,0,0,4,42,..,..,..,..,..,..,..,..,42,..,8,..,..,..,..,..,..,..,8,..,13,5,3,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,..,0,4,8,5,6,6,3,0,25,0,0,0,5,0,0,0,0,0,4,42,19,12,36,55,39,17,4,0,225
