SSC_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SSC41344,0,0,0,0,0,0,0,0,0,4,0,5,11,5,16,17,10,0,0,59,0,3,4,6,9,7,11,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,0,0,0,4,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0
SSC41345,0,0,0,0,0,0,0,0,0,0,3,3,8,17,9,7,6,0,0,50,0,4,10,7,7,8,7,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,4,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
SSC41346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41347,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,0,17,0,0,0,7,0,8,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SSC41348,0,0,0,0,0,0,0,0,0,3,0,0,3,9,9,3,3,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
SSC41349,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,0,0,0,0,19,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC41350,0,0,0,0,0,3,0,0,0,3,3,8,13,20,25,27,17,3,0,122,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,7,3,3,0,5,3,0,0,23,0,8,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,0,15,0,0,0,0,0,3,3,0,0,11,0,3,0,11,4,6,3,0,0,33,0,0,0,3,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,4,0,3,0,0,10,9,0,0,0,20,0,0,3,10,8,20,13,0,0,46,0,0,0,0,0,0,0,0,0,3
SSC41351,0,0,0,0,3,0,0,0,0,3,5,4,11,26,50,29,6,4,0,135,0,0,6,10,15,16,3,3,0,47,0,0,0,0,3,0,0,0,0,3,0,0,3,19,18,11,0,0,0,51,0,0,0,0,0,3,0,0,0,4,4,3,5,6,3,3,3,0,0,28,0,0,0,0,3,0,0,0,0,4,4,3,3,7,3,5,3,0,0,26,4,0,0,0,3,3,0,0,0,11,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,7,3,0,0,0,12,0,0,0,8,7,0,0,0,0,15,0,0,0,0,6,5,0,0,0,15,0,0,3,0,12,7,0,0,0,28,0,0,0,0,0,0,0,0,0,3
SSC41352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41353,0,0,3,0,3,3,0,0,0,10,46,81,184,219,225,208,29,0,3,989,0,0,0,0,0,3,0,0,0,5,0,0,5,0,4,0,0,0,0,11,3,9,28,44,47,27,4,0,0,162,0,0,3,6,7,9,0,0,0,35,9,20,34,34,35,36,6,0,0,175,3,3,9,17,14,12,0,0,0,66,42,33,38,36,42,42,3,0,3,239,26,17,13,12,3,8,0,0,0,77,0,3,13,19,23,27,8,0,0,90,0,0,7,5,3,0,0,0,0,14,0,8,17,12,16,17,0,0,3,69,0,0,11,7,7,3,3,0,0,26,0,5,28,24,16,21,3,0,0,97,0,3,12,12,15,14,10,0,0,71,0,9,25,49,53,48,3,0,0,186,3,12,43,32,46,25,11,0,0,175,0,19,68,82,80,79,14,0,0,335,0,3,3,6,4,4,3,0,0,20
SSC41354,0,4,5,0,3,0,0,0,0,16,21,78,176,94,82,43,4,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,4,21,28,5,8,0,0,0,81,0,0,6,3,4,0,0,0,0,17,3,11,20,9,11,0,0,0,0,58,0,3,9,7,10,0,0,0,0,31,12,33,30,10,5,3,0,0,0,100,10,27,24,0,6,3,3,0,0,72,0,7,13,7,9,4,0,0,0,37,0,3,8,4,6,6,0,0,0,19,0,0,11,6,3,0,0,0,0,36,0,3,4,0,3,0,0,0,0,10,0,15,36,13,10,10,0,0,0,78,0,3,11,9,5,3,0,0,0,33,0,8,41,18,17,7,0,0,0,98,0,9,32,24,7,10,3,0,0,91,3,22,60,42,25,18,0,0,0,168,0,3,9,0,3,0,0,0,0,18
SSC41355,0,0,0,3,3,0,0,0,0,12,29,13,32,88,99,61,15,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,4,0,0,8,15,8,3,0,0,45,0,0,0,4,3,0,0,0,0,8,0,3,0,8,7,5,0,0,0,29,3,0,0,5,0,4,0,0,0,21,9,8,11,4,21,4,0,0,0,57,12,14,4,8,3,5,4,3,0,49,0,3,0,10,4,4,0,0,0,19,0,0,3,0,7,5,0,0,0,17,0,0,4,8,7,10,0,3,0,30,0,0,3,4,6,0,3,0,0,20,0,3,6,20,38,19,11,3,0,94,0,0,3,0,7,0,0,0,0,14,0,3,5,7,19,11,0,0,0,43,5,3,4,14,19,13,4,3,0,72,3,7,21,42,35,30,13,3,0,154,3,0,0,0,3,0,3,0,0,13
SSC41356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41359,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41360,0,3,5,3,0,0,3,0,0,15,25,59,162,143,120,57,16,0,0,578,0,0,16,7,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,4,0,3,18,20,20,12,3,0,0,67,0,0,3,7,3,0,0,0,0,14,3,14,33,18,9,7,3,0,0,88,0,3,7,13,5,3,0,0,0,35,12,18,40,18,17,5,3,0,0,119,16,27,28,17,12,0,0,0,0,106,0,0,11,4,14,12,0,0,0,41,0,0,12,5,4,0,0,0,0,25,0,3,6,14,8,3,0,0,0,36,0,0,3,0,0,3,0,0,0,11,0,6,29,19,11,7,5,0,0,68,0,3,15,5,11,8,4,0,0,47,0,0,25,29,20,8,0,0,0,81,0,7,32,28,26,11,0,0,0,110,3,11,59,74,56,35,9,0,0,242,0,7,5,6,0,0,0,0,0,18
SSC41361,0,0,3,3,0,0,0,0,0,5,17,34,55,84,80,67,17,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,8,11,5,0,0,0,32,0,0,0,4,3,0,0,0,0,7,0,3,10,21,13,3,3,0,0,55,0,0,3,3,5,0,0,0,0,14,13,7,10,9,9,11,3,0,0,56,13,17,17,9,5,4,0,0,0,62,0,0,5,4,5,5,0,0,0,28,0,0,0,0,0,0,0,0,0,9,0,0,0,11,5,0,3,0,0,22,0,0,0,8,0,3,0,0,0,11,0,5,18,20,17,16,0,0,0,71,0,4,0,0,3,10,0,0,0,18,0,3,11,9,27,13,0,0,0,65,3,3,14,16,17,15,8,0,0,79,0,7,17,27,28,25,3,0,0,108,0,4,3,0,0,0,0,0,0,12
SSC41362,0,0,3,3,3,0,0,0,0,13,38,82,132,147,207,159,32,3,0,800,0,3,0,3,0,0,0,5,0,9,0,0,6,6,6,3,0,0,0,22,7,9,8,10,21,21,3,0,0,73,0,0,0,3,3,3,0,0,0,14,0,3,17,26,22,13,3,0,0,87,0,3,9,8,14,5,0,0,0,35,13,32,36,21,31,12,6,0,0,149,26,47,27,16,9,5,0,0,0,132,0,0,4,4,15,13,4,0,0,47,0,0,11,7,13,8,0,0,0,40,0,7,9,15,16,8,0,0,0,52,0,3,5,0,9,6,0,0,0,32,4,15,26,36,48,36,9,4,0,170,0,0,12,7,3,5,4,0,0,27,0,3,21,25,39,35,8,0,0,136,3,13,24,33,50,45,8,0,0,184,0,21,50,66,86,89,22,0,0,337,0,4,4,3,3,7,0,0,0,34
SSC41363,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41364,0,0,0,4,0,0,0,0,0,4,3,3,14,22,20,24,5,0,0,91,0,0,3,5,3,7,12,3,0,29,0,0,3,3,0,0,0,0,0,4,0,0,5,3,7,3,0,0,0,20,0,0,0,0,3,0,0,0,0,3,0,0,10,0,9,3,0,0,0,19,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,6,0,0,0,8,5,0,0,3,3,4,0,0,0,9,0,0,3,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,4,5,0,0,0,12,0,0,0,3,3,0,0,0,0,5,0,0,5,5,5,3,0,0,0,15,0,0,4,7,4,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0
SSC41365,0,0,0,0,3,0,0,0,0,8,3,5,9,13,35,28,6,0,0,97,3,0,3,3,13,15,10,3,0,48,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,16,0,0,4,0,0,3,0,0,0,7,0,0,0,4,8,4,0,0,0,18,0,0,3,4,7,6,3,0,0,28,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,3,3,0,0,0,0,0,7,0,0,3,0,8,7,0,0,0,16,0,0,0,4,6,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0
SSC41366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC41367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41369,0,0,0,0,0,0,0,0,0,0,8,20,62,53,49,29,3,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,4,0,0,0,24,0,0,3,0,0,0,0,0,0,7,8,4,6,8,9,3,3,0,0,42,0,12,11,3,5,0,0,0,0,30,0,0,0,0,4,0,0,0,0,6,0,0,8,4,3,3,0,0,0,14,0,4,3,3,0,0,0,0,0,14,0,0,4,4,0,0,0,0,0,12,0,0,23,16,7,10,5,0,0,64,3,0,3,7,0,0,0,0,0,17,0,3,8,20,12,3,0,0,0,44,0,4,13,11,19,10,0,0,0,55,0,0,31,8,17,7,0,0,0,70,0,0,3,3,0,0,0,0,0,7
SSC41370,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,0,17,0,0,0,5,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
